Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUC_M_R
6955,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6956,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6957,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6958,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
6959,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6960,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
6961,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6962,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6963,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6964,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6965,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6966,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6967,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6968,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6969,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
6970,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
6971,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6972,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6973,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6974,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6975,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6976,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6977,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6978,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6979,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6980,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6981,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6982,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
6983,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
6984,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
6985,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6986,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6987,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
6988,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6989,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6990,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
6991,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
6992,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
6993,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6994,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6995,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6996,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
6997,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
6998,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
6999,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7000,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7001,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7002,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7003,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
7004,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
7005,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
7006,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7007,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7008,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7009,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7010,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7011,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7012,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7013,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
7014,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7015,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7016,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
7017,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
7018,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
7019,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
7020,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7021,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
7022,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Wetland
7023,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
7024,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
7025,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7026,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
7027,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
7028,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7029,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
7030,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
7031,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7032,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
7033,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
7034,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
7035,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
7036,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
7037,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7038,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7039,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
7040,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
7041,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
7042,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
7043,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7044,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
7045,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Wetland
7046,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
7047,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
7048,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7049,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7050,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Wetland
7051,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
7052,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Water
7053,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
7054,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
7055,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
7056,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Built-up
7057,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
7058,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
7059,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
7060,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
7061,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
7062,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
7063,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
7064,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Wetland
7065,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
7066,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
7067,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7068,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
7069,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
7070,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
7071,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7072,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
7073,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
7074,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
7075,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
7076,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7077,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
7078,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7079,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
7080,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Built-up
7081,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
7082,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
7083,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7084,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7085,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
7086,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Cropland
7087,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
7088,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
7089,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
7090,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7091,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7092,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
7093,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7094,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
7095,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7096,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7097,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7098,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
7099,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
7100,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7101,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7102,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7103,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
7104,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7105,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7106,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
7107,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7108,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7109,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
7110,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7111,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7112,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
7113,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
7114,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
7115,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7116,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7117,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7118,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7119,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
7120,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7121,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
7122,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
7123,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
7124,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
7125,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
7126,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Water
7127,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
7128,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
7129,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
7130,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
7131,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
7132,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
7133,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
7134,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
7135,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7136,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
7137,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
7138,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
7139,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7140,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
7141,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
7142,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Shrubland,Cropland
7143,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7144,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
7145,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
7146,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
7147,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
7148,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
7149,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
7150,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
7151,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7152,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
7153,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
7154,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
7155,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
7156,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
7157,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
7158,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
7159,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
7160,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
7161,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
7162,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
7163,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7164,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
7165,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7166,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
7167,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7168,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
7169,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
7170,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7171,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7172,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
7173,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7174,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
7175,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
7176,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
7177,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
7178,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
7179,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
7180,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
7181,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
7182,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
7183,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
7184,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
7185,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
7186,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
7187,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7188,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
7189,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
7190,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Cropland
7191,Cropland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
7192,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
7193,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
7194,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
7195,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
7196,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
7197,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7198,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
7199,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7200,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7201,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,NULL
7202,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
7203,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
7204,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Wetland
7205,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Built-up
7206,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Shrubland,Forest
7207,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,NULL
7208,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
7209,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Bareland
7210,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Built-up
7211,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
7212,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7213,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
7214,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7215,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
7216,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
7217,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
7218,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
7219,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Bareland
7220,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
7221,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7222,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7223,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
7224,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7225,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7226,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
7227,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
7228,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7229,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
7230,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
7231,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
7232,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
7233,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
7234,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
7235,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
7236,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7237,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7238,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Wetland
7239,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
7240,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
7241,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
7242,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7243,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
7244,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
7245,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
7246,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
7247,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
7248,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
7249,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
7250,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
7251,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
