Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMV_M_R
1941,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
1942,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
1943,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
1944,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
1945,Forest,Wetland,Water,Water,Water,Water,Water,Water
1946,Forest,Wetland,Water,Water,Water,Water,Water,Forest
1947,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
1948,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1949,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
1950,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1951,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1952,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1953,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1954,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1955,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1956,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1957,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1958,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1959,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1960,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1961,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1962,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1963,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1964,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1965,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1966,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1967,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
1968,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1969,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
1970,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
1971,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
1972,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
1973,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1974,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1975,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1976,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1977,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1978,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1979,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1980,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1981,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1982,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1983,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1984,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1985,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1986,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1987,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1988,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
1989,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1990,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1991,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1992,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
1993,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1994,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1995,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1996,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1997,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1998,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1999,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2000,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2001,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
2002,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
2003,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
2004,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2005,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
2006,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
2007,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
2008,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
2009,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
2010,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
2011,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
2012,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2013,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2014,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2015,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2016,Forest,Built-up,NULL,Water,Non_Wetland,Water,Water,Grassland
2017,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2018,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2019,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2020,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Water,Forest
2021,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2022,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2023,Forest,Built-up,Wetland,NULL,Wetland,Water,Bareland,Forest
2024,Forest,Built-up,Wetland,Water,Wetland,Wetland,Water,Forest
2025,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2026,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
2027,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2028,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2029,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2030,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Water,Grassland
2031,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2032,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2033,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
2034,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2035,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
2036,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2037,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2038,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
2039,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2040,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2041,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2042,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
2043,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2044,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
2045,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2046,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
2047,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
2048,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2049,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
2050,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2051,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
2052,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2053,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
2054,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2055,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2056,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
2057,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2058,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
2059,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
2060,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2061,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
2062,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2063,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
2064,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Water
2065,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
2066,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
2067,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
2068,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2069,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2070,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
2071,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
2072,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2073,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
2074,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
2075,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
2076,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
2077,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
2078,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
2079,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
2080,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2081,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
2082,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2083,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
2084,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2085,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2086,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
2087,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2088,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2089,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2090,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2091,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
2092,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
2093,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2094,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
2095,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2096,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
2097,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
2098,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2099,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
2100,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
2101,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
2102,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2103,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2104,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2105,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
2106,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2107,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
2108,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
2109,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2110,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2111,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2112,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2113,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2114,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
2115,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
2116,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
2117,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2118,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
2119,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2120,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2121,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2122,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2123,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
2124,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
2125,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2126,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2127,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
2128,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2129,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
2130,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
2131,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
2132,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Water
2133,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
2134,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2135,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
2136,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2137,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
2138,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
2139,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
2140,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2141,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
2142,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
2143,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
2144,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
2145,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
2146,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
2147,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2148,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
2149,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
2150,Forest,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
2151,Forest,Water,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
2152,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
2153,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2154,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
2155,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2156,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
2157,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2158,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2159,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
2160,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2161,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2162,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
2163,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2164,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
2165,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
2166,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
2167,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2168,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
2169,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
2170,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2171,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
2172,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2173,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2174,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2175,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
2176,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
2177,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
2178,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
2179,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2180,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
2181,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
2182,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
2183,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
2184,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
2185,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2186,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2187,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
2188,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2189,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2190,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2191,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2192,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2193,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2194,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2195,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2196,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2197,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Water
2198,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2199,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2200,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2201,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2202,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2203,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2204,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2205,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2206,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2207,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2208,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
2209,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2210,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2211,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2212,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2213,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
2214,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
2215,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
2216,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
2217,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
2218,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
2219,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2220,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
2221,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
2222,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
2223,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2224,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2225,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2226,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2227,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2228,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2229,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
2230,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
2231,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2232,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2233,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
2234,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
2235,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2236,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
2237,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
2238,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
2239,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
2240,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
2241,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
2242,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
2243,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
2244,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
2245,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
2246,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
2247,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
2248,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2249,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
2250,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2251,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
2252,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2253,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
2254,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2255,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2256,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
2257,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2258,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2259,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2260,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
2261,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2262,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2263,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2264,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2265,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2266,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
2267,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2268,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2269,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2270,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2271,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2272,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2273,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2274,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
2275,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2276,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
