Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFP_M_R
1875,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1876,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1877,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1878,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1879,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1880,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1881,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1882,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1883,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1884,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1885,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1886,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1887,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1888,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
1889,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1890,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1891,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1892,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
1893,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1894,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1895,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1896,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1897,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1898,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1899,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1900,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1901,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1902,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1903,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
1904,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1905,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
1906,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1907,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
1908,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1909,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
1910,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1911,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1912,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
1913,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1914,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Water
1915,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
1916,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
1917,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
1918,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
1919,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1920,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1921,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1922,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
1923,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
1924,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1925,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Water
1926,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
1927,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1928,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1929,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
1930,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1931,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1932,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Water
1933,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
1934,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1935,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1936,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1937,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1938,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1939,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
1940,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1941,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
1942,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1943,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1944,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1945,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1946,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1947,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1948,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1949,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1950,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
1951,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
1952,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
1953,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
1954,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1955,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1956,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1957,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
1958,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1959,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1960,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1961,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
1962,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1963,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1964,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1965,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
1966,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
1967,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
1968,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
1969,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1970,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
1971,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
1972,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
1973,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1974,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1975,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1976,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
1977,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1978,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1979,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
1980,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1981,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1982,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1983,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1984,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1985,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1986,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1987,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1988,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1989,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
1990,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1991,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1992,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
1993,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1994,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1995,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1996,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1997,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1998,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1999,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2000,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2001,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
2002,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
2003,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2004,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
2005,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
2006,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
2007,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
2008,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
2009,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
2010,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2011,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2012,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2013,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2014,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
2015,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
2016,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
2017,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
2018,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2019,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
2020,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
2021,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
2022,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
2023,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
2024,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
2025,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2026,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2027,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2028,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
2029,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2030,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2031,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2032,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2033,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2034,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
2035,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2036,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2037,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
2038,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2039,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2040,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2041,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2042,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2043,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2044,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2045,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
2046,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
2047,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2048,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2049,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
2050,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
2051,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2052,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2053,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2054,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2055,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2056,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2057,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
2058,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2059,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
2060,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2061,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
2062,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
2063,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
2064,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
2065,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
2066,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
2067,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
2068,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
2069,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
2070,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
2071,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2072,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
2073,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
2074,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2075,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
2076,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
2077,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
2078,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2079,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
2080,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2081,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2082,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2083,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2084,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
2085,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
2086,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2087,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
2088,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
2089,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2090,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
2091,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
2092,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
2093,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
2094,Forest,Water,Wetland,Water,Wetland,Water,NULL,Water
2095,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
2096,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Water
2097,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2098,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
2099,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2100,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
2101,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
2102,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
2103,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
2104,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
2105,Forest,Water,Wetland,Water,Wetland,Water,Forest,Grassland
2106,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
2107,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
2108,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
2109,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
2110,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
2111,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
2112,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
2113,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
2114,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,Wetland,Water
2115,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
2116,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2117,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
2118,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2119,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2120,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
2121,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2122,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2123,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
2124,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2125,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
2126,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2127,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2128,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
2129,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2130,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2131,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2132,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2133,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2134,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
2135,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2136,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2137,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
2138,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2139,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2140,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
2141,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2142,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2143,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2144,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2145,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2146,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2147,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2148,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
2149,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
2150,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
2151,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
2152,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
2153,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
2154,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
2155,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
2156,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2157,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2158,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
2159,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2160,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2161,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2162,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2163,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
2164,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2165,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2166,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
2167,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
2168,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2169,Forest,Water,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2170,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
2171,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
2172,Forest,Water,Water,NULL,Water,NULL,Wetland,Grassland
2173,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
2174,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
2175,Forest,Water,Water,NULL,Water,NULL,Water,Grassland
2176,Forest,Water,Water,NULL,Water,NULL,Water,Water
2177,Forest,Water,Water,NULL,Water,NULL,Water,Forest
2178,Forest,Water,Water,NULL,Water,NULL,Forest,Water
2179,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
2180,Forest,Water,Water,NULL,Water,Grassland,Grassland,Grassland
2181,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
2182,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
2183,Forest,Water,Water,NULL,Water,Grassland,Water,Grassland
2184,Forest,Water,Water,NULL,Water,Grassland,Water,Water
2185,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
2186,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
2187,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
2188,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
2189,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
2190,Forest,Water,Water,NULL,Water,Wetland,Water,Water
2191,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
2192,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
2193,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
2194,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
2195,Forest,Water,Water,NULL,Water,Bareland,Forest,Forest
2196,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
2197,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
2198,Forest,Water,Water,NULL,Water,Water,Wetland,Water
2199,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
2200,Forest,Water,Water,NULL,Water,Water,Water,Grassland
2201,Forest,Water,Water,NULL,Water,Water,Water,Water
2202,Forest,Water,Water,NULL,Water,Water,Water,Forest
2203,Forest,Water,Water,NULL,Water,Water,Forest,Water
2204,Forest,Water,Water,NULL,Water,Water,Forest,Forest
2205,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
2206,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
2207,Forest,Water,Water,NULL,Water,Forest,Water,Water
2208,Forest,Water,Water,NULL,Water,Forest,Water,Forest
2209,Forest,Water,Water,NULL,Water,Forest,Forest,Water
2210,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
2211,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Grassland
2212,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
2213,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2214,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
2215,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
2216,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
2217,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Water
2218,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
2219,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
2220,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
2221,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
