Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKQ_M_R
9258,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
9259,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
9260,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
9261,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
9262,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,Wetland
9263,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,Bareland
9264,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,Built-up
9265,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,Water
9266,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,Forest
9267,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
9268,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
9269,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
9270,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
9271,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
9272,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Bareland
9273,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Water
9274,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
9275,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
9276,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
9277,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
9278,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
9279,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Water
9280,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9281,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
9282,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
9283,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
9284,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
9285,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
9286,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
9287,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
9288,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
9289,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
9290,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Built-up
9291,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
9292,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
9293,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
9294,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Bareland
9295,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Built-up
9296,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Water
9297,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
9298,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Bareland
9299,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Water
9300,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
9301,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
9302,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
9303,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
9304,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
9305,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
9306,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Water
9307,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
9308,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
9309,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9310,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
9311,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
9312,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
9313,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
9314,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
9315,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
9316,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9317,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
9318,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
9319,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9320,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
9321,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
9322,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Bareland
9323,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9324,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
9325,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
9326,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
9327,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
9328,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
9329,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Bareland
9330,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Water
9331,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
9332,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
9333,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
9334,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
9335,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
9336,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
9337,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
9338,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
9339,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Cropland
9340,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Water
9341,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
9342,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
9343,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9344,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
9345,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
9346,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9347,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
9348,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9349,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9350,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9351,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
9352,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
9353,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
9354,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
9355,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
9356,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
9357,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
9358,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
9359,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
9360,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Forest
9361,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Water,Forest
9362,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Forest,Forest
9363,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
9364,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
9365,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
9366,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
9367,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
9368,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9369,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9370,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9371,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9372,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Built-up
9373,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
9374,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
9375,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Built-up,Forest
9376,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9377,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
9378,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
9379,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
9380,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
9381,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
9382,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
9383,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
9384,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
9385,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Built-up
9386,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
9387,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9388,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
9389,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
9390,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9391,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
9392,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
9393,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
9394,Forest,NULL,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
9395,Forest,NULL,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Cropland
9396,Forest,NULL,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Forest
9397,Forest,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Wetland,Forest
9398,Forest,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Bareland,Forest
9399,Forest,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
9400,Forest,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
9401,Forest,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
9402,Forest,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
9403,Forest,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
9404,Forest,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Forest,Forest
9405,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
9406,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
9407,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
9408,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
9409,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
9410,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
9411,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
9412,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
9413,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Built-up,Forest
9414,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
9415,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
9416,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
9417,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
9418,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
9419,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
9420,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Forest,Bareland
9421,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
9422,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
9423,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
9424,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
9425,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
9426,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Water
9427,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
9428,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
9429,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
9430,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
9431,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
9432,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Forest
9433,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Built-up,Forest
9434,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
9435,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
9436,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
9437,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
9438,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
9439,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
9440,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
9441,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Built-up
9442,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
9443,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
9444,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
9445,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
9446,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
9447,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Wetland
9448,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Water
9449,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
9450,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
9451,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
9452,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Water
9453,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Forest
9454,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
9455,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Bareland
9456,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Water
9457,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Forest
9458,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
9459,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
9460,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
9461,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
9462,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Forest,Grassland
9463,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Forest,Bareland
9464,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Forest,Water
9465,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Forest,Forest
9466,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
9467,Forest,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
9468,Forest,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
9469,Forest,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Water
9470,Forest,NULL,Cropland,Water,Non_Wetland,Cropland,Bareland,Cropland
9471,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
9472,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Bareland
9473,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Water
9474,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
9475,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
9476,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Bareland,Water
9477,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Built-up,Wetland
9478,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Built-up,Forest
9479,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Water
9480,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Forest
9481,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Forest,Forest
9482,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
9483,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
9484,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
9485,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Forest
9486,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
9487,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
9488,Forest,NULL,Cropland,Water,Non_Wetland,Built-up,NULL,Grassland
9489,Forest,NULL,Cropland,Water,Non_Wetland,Built-up,NULL,Forest
9490,Forest,NULL,Cropland,Water,Non_Wetland,Built-up,Water,Water
9491,Forest,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
9492,Forest,NULL,Cropland,Water,Non_Wetland,Water,NULL,Bareland
9493,Forest,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
9494,Forest,NULL,Cropland,Water,Non_Wetland,Water,NULL,Forest
9495,Forest,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Forest
9496,Forest,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Forest
9497,Forest,NULL,Cropland,Water,Non_Wetland,Water,Bareland,Bareland
9498,Forest,NULL,Cropland,Water,Non_Wetland,Water,Built-up,Forest
9499,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
9500,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
9501,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
9502,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,Forest
9503,Forest,NULL,Cropland,Water,Non_Wetland,Water,Forest,Bareland
9504,Forest,NULL,Cropland,Water,Non_Wetland,Water,Forest,Water
9505,Forest,NULL,Cropland,Water,Non_Wetland,Water,Forest,Forest
9506,Forest,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Water
9507,Forest,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Forest
9508,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Wetland,Water
9509,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Wetland,Forest
9510,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Built-up,Forest
9511,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Water,Water
9512,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Water,Forest
9513,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Forest,Water
9514,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Forest,Forest
9515,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
9516,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
9517,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
9518,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
9519,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
9520,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
9521,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
9522,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
9523,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
9524,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
9525,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
9526,Forest,NULL,Wetland,NULL,Wetland,NULL,Bareland,Forest
9527,Forest,NULL,Wetland,NULL,Wetland,NULL,Built-up,Grassland
9528,Forest,NULL,Wetland,NULL,Wetland,NULL,Built-up,Water
9529,Forest,NULL,Wetland,NULL,Wetland,NULL,Built-up,Forest
9530,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
9531,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Cropland
9532,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Bareland
9533,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Water
9534,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
9535,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
9536,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
9537,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
9538,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
9539,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
9540,Forest,NULL,Wetland,NULL,Wetland,Cropland,NULL,Forest
9541,Forest,NULL,Wetland,NULL,Wetland,Cropland,Forest,Forest
9542,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
9543,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
9544,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Built-up
9545,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Water
9546,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
9547,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9548,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9549,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
9550,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
9551,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
9552,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
9553,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
9554,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
9555,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
9556,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
9557,Forest,NULL,Wetland,NULL,Wetland,Built-up,NULL,Built-up
9558,Forest,NULL,Wetland,NULL,Wetland,Built-up,Bareland,Forest
9559,Forest,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
9560,Forest,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Water
9561,Forest,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Forest
9562,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
9563,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
9564,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Water
9565,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
9566,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
9567,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
9568,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
9569,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
9570,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
9571,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
9572,Forest,NULL,Wetland,NULL,Wetland,Water,Bareland,Bareland
9573,Forest,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
9574,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
9575,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
9576,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
9577,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Water
9578,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
9579,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Built-up
9580,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Water
9581,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
9582,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
9583,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
9584,Forest,NULL,Wetland,NULL,Wetland,Forest,Built-up,Forest
9585,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Grassland
9586,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Bareland
9587,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
9588,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
9589,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Water
9590,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
9591,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
9592,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
9593,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
9594,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
