Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NEB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NEB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NEB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NEB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NEB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NEB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NEB_M_R
2105,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
2106,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2107,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2108,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
2109,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
2110,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
2111,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
2112,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
2113,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
2114,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
2115,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
2116,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2117,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2118,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
2119,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2120,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
2121,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
2122,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
2123,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
2124,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Water
2125,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
2126,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2127,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2128,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2129,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2130,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
2131,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2132,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
2133,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
2134,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2135,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
2136,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2137,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
2138,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
2139,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
2140,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
2141,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
2142,Forest,Forest,Water,NULL,Water,Grassland,NULL,Forest
2143,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
2144,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
2145,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
2146,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
2147,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
2148,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
2149,Forest,Forest,Water,NULL,Water,Water,NULL,Forest
2150,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
2151,Forest,Forest,Water,NULL,Water,Water,Water,Forest
2152,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
2153,Forest,Forest,Water,NULL,Water,Forest,NULL,Water
2154,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
2155,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
2156,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
2157,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
2158,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
2159,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2160,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
2161,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
2162,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
2163,Forest,Forest,Water,Non_Water,Water,Grassland,Forest,Forest
2164,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
2165,Forest,Forest,Water,Non_Water,Water,Forest,NULL,Forest
2166,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
2167,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
2168,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
2169,Forest,Forest,Water,Water,Water,NULL,NULL,Water
2170,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
2171,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
2172,Forest,Forest,Water,Water,Water,NULL,Water,Forest
2173,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
2174,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
2175,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
2176,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
2177,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
2178,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
2179,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
2180,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
2181,Forest,Forest,Water,Water,Water,Water,NULL,Forest
2182,Forest,Forest,Water,Water,Water,Water,Water,Forest
2183,Forest,Forest,Water,Water,Water,Forest,NULL,Water
2184,Forest,Forest,Water,Water,Water,Forest,NULL,Forest
2185,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
2186,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
2187,Forest,Forest,Water,Water,Water,Forest,Water,Water
2188,Forest,Forest,Water,Water,Water,Forest,Water,Forest
2189,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
2190,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2191,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2192,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2193,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2194,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2195,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2196,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2197,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2198,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2199,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2200,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
2201,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2202,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2203,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
2204,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2205,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2206,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2207,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2208,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2209,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2210,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2211,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2212,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2213,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2214,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
2215,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2216,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2217,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2218,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2219,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
2220,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2221,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
2222,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2223,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2224,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2225,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2226,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2227,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2228,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2229,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2230,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2231,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2232,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
2233,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,NULL
2234,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2235,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2236,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2237,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2238,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2239,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2240,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2241,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2242,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2243,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2244,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2245,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
2246,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2247,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2248,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,NULL
2249,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
2250,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2251,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
2252,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,NULL
2253,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2254,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
2255,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
2256,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2257,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2258,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2259,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2260,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
2261,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2262,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2263,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2264,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2265,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Grassland
2266,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
2267,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2268,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2269,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
2270,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2271,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2272,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2273,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2274,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2275,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2276,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2277,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Water
2278,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2279,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2280,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2281,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2282,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2283,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2284,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2285,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2286,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2287,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
2288,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2289,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2290,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2291,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2292,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2293,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
2294,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
2295,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2296,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Water
2297,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
2298,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
2299,Forest,Forest,Forest,Water,Non_Wetland,Grassland,NULL,Forest
2300,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2301,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Forest
2302,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
2303,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2304,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Bareland
2305,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2306,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
2307,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Forest
2308,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
2309,Forest,Forest,Forest,Water,Non_Wetland,Water,NULL,Forest
2310,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
2311,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
2312,Forest,Forest,Forest,Water,Non_Wetland,Forest,NULL,Forest
2313,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Water
2314,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2315,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
2316,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
