Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPD_M_R
2887,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2888,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
2889,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2890,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2891,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2892,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2893,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2894,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2895,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2896,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2897,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2898,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2899,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
2900,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
2901,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2902,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2903,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
2904,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2905,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
2906,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
2907,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2908,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2909,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
2910,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2911,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2912,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2913,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2914,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2915,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2916,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2917,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Water,Forest
2918,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2919,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
2920,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2921,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Bareland,Water
2922,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Bareland,Forest
2923,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2924,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
2925,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Forest
2926,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2927,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
2928,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Water
2929,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Forest
2930,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
2931,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
2932,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2933,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2934,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2935,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2936,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2937,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2938,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2939,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2940,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2941,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2942,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2943,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2944,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2945,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2946,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2947,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2948,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2949,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2950,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2951,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2952,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2953,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2954,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2955,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2956,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2957,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2958,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2959,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2960,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2961,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2962,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2963,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
2964,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2965,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
2966,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2967,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
2968,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2969,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2970,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
2971,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2972,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2973,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2974,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2975,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2976,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2977,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2978,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2979,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
2980,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2981,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2982,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
2983,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
2984,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
2985,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
2986,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2987,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
2988,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2989,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2990,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2991,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2992,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2993,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2994,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2995,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
2996,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
2997,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
2998,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2999,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3000,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3001,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3002,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
3003,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Water
3004,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3005,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
3006,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
3007,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3008,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3009,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3010,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3011,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
3012,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3013,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
3014,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
3015,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
3016,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Forest
3017,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
3018,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
3019,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
3020,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
3021,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3022,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3023,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
3024,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3025,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
3026,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
3027,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
3028,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3029,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3030,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
3031,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3032,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3033,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
3034,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3035,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
3036,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
3037,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
3038,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3039,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3040,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3041,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3042,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3043,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
3044,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3045,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
3046,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
3047,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
3048,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
3049,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
3050,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
3051,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3052,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
3053,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3054,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3055,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3056,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3057,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
3058,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
3059,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
3060,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
3061,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
3062,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
3063,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
3064,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
3065,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
3066,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
3067,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
3068,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
3069,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
3070,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
3071,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
3072,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
3073,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
3074,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
3075,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
3076,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
3077,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3078,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3079,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3080,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3081,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
3082,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3083,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3084,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3085,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3086,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
3087,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3088,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3089,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3090,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3091,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3092,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3093,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3094,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3095,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3096,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
3097,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
3098,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
3099,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
3100,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3101,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
3102,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
3103,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3104,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
3105,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3106,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3107,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3108,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
3109,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
3110,Forest,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
3111,Forest,NULL,Wetland,Water,Wetland,Wetland,Bareland,Wetland
3112,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
3113,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
3114,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
3115,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
3116,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
3117,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
3118,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
3119,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
3120,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
3121,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
3122,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
3123,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
3124,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3125,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
3126,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
3127,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
3128,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Grassland
3129,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
3130,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
3131,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
3132,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3133,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
3134,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3135,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3136,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3137,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3138,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
3139,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3140,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
3141,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3142,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3143,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
3144,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3145,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3146,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3147,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3148,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
3149,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3150,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
3151,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
3152,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
3153,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
3154,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
3155,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3156,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3157,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
3158,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3159,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3160,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
3161,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
3162,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
3163,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
3164,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3165,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3166,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3167,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3168,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3169,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
3170,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3171,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3172,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3173,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
3174,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
3175,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3176,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
3177,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3178,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3179,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
3180,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
3181,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
3182,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
3183,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
3184,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3185,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
3186,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
3187,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
3188,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
3189,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
3190,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3191,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3192,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
3193,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3194,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3195,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
3196,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
3197,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
3198,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
3199,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3200,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
3201,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3202,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
3203,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
3204,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3205,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
3206,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
3207,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
3208,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
3209,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
