Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NXB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NXB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NXB_M_R
1804,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1805,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1806,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1807,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1808,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1809,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1810,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1811,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1812,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1813,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1814,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1815,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1816,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1817,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1818,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1819,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1820,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1821,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1822,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1823,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1824,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1825,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1826,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1827,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1828,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1829,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1830,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1831,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1832,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1833,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1834,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1835,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1836,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1837,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
1838,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1839,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1840,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1841,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1842,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1843,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1844,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1845,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1846,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1847,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1848,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1849,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1850,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1851,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1852,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1853,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
1854,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1855,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1856,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1857,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1858,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
1859,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1860,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1861,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1862,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1863,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
1864,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
1865,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1866,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1867,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1868,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1869,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1870,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
1871,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
1872,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1873,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1874,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1875,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
1876,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1877,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1878,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
1879,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
1880,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1881,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1882,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1883,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
1884,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1885,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1886,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1887,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1888,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1889,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1890,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1891,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,NULL
1892,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
1893,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1894,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1895,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1896,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1897,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
1898,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
1899,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
1900,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
1901,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
1902,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
1903,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1904,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
1905,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
1906,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
1907,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1908,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
1909,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
1910,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
1911,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
1912,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
1913,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1914,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
1915,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1916,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1917,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1918,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1919,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1920,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1921,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1922,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1923,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,NULL
1924,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1925,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1926,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1927,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1928,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
1929,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
1930,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
1931,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
1932,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1933,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1934,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1935,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1936,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1937,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1938,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1939,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1940,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
1941,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1942,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1943,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1944,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1945,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
1946,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1947,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
1948,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1949,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,NULL
1950,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
1951,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1952,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1953,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1954,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
1955,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1956,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1957,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1958,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
1959,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
1960,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1961,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
1962,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,NULL
1963,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1964,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1965,Forest,NULL,Wetland,NULL,Wetland,Forest,Bareland,Forest
1966,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
1967,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,NULL
1968,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
1969,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1970,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
1971,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
1972,Forest,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Forest
1973,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1974,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1975,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1976,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1977,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1978,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1979,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1980,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1981,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Forest
1982,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
1983,Forest,NULL,Water,Water,Water,Shrubland,Wetland,Forest
1984,Forest,NULL,Water,Water,Water,Shrubland,Water,Forest
1985,Forest,NULL,Water,Water,Water,Wetland,Wetland,NULL
1986,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
1987,Forest,NULL,Water,Water,Water,Water,Water,Wetland
1988,Forest,NULL,Water,Water,Water,Water,Water,Forest
1989,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1990,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1991,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1992,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1993,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1994,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1995,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1996,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1997,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1998,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1999,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2000,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2001,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2002,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2003,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2004,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2005,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2006,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2007,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
2008,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2009,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2010,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2011,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2012,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2013,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2014,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2015,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2016,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2017,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2018,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2019,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2020,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2021,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2022,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
2023,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2024,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2025,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2026,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2027,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2028,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
2029,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2030,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2031,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2032,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2033,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2034,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2035,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2036,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2037,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2038,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2039,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2040,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
2041,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
2042,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2043,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2044,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2045,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2046,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2047,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2048,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2049,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2050,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
2051,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2052,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
2053,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2054,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2055,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2056,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2057,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
2058,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
2059,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
2060,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2061,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2062,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2063,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2064,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2065,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2066,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2067,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
2068,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
2069,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2070,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2071,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2072,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2073,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2074,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,NULL
2075,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
2076,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Forest
2077,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2078,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2079,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2080,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2081,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2082,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2083,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2084,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2085,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2086,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2087,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2088,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2089,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2090,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2091,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2092,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2093,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2094,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2095,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2096,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2097,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2098,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2099,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2100,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2101,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2102,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
2103,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
2104,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
2105,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
2106,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
2107,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
2108,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Water
2109,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
2110,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2111,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
2112,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
2113,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
2114,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
2115,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
2116,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
2117,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2118,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2119,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2120,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
2121,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
2122,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2123,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
2124,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
2125,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
2126,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2127,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
