Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYF_M_R
8515,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8516,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
8517,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
8518,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8519,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8520,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8521,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8522,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8523,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8524,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
8525,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8526,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
8527,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8528,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
8529,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
8530,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8531,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8532,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
8533,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8534,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
8535,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8536,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
8537,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8538,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8539,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
8540,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8541,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
8542,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
8543,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
8544,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
8545,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8546,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
8547,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
8548,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
8549,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
8550,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
8551,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
8552,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
8553,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
8554,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
8555,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8556,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
8557,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
8558,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
8559,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8560,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8561,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
8562,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8563,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
8564,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
8565,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
8566,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
8567,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
8568,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8569,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
8570,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
8571,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
8572,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
8573,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8574,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8575,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
8576,Forest,Built-up,Water,Water,Water,Wetland,Water,Forest
8577,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8578,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8579,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8580,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8581,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8582,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
8583,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8584,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
8585,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
8586,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8587,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8588,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
8589,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8590,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8591,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
8592,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
8593,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
8594,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
8595,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8596,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8597,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8598,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8599,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
8600,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8601,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
8602,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
8603,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8604,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
8605,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
8606,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
8607,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Cropland
8608,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
8609,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8610,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8611,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
8612,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
8613,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8614,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8615,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8616,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
8617,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
8618,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8619,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8620,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8621,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
8622,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
8623,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8624,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8625,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
8626,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
8627,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8628,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
8629,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
8630,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
8631,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
8632,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
8633,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
8634,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
8635,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8636,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8637,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
8638,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
8639,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
8640,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8641,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8642,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
8643,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
8644,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
8645,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
8646,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
8647,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Wetland
8648,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
8649,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
8650,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
8651,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
8652,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
8653,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
8654,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
8655,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
8656,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
8657,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
8658,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
8659,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
8660,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
8661,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
8662,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
8663,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8664,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8665,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
8666,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
8667,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8668,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
8669,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
8670,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
8671,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
8672,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
8673,Forest,Water,NULL,Water,Non_Wetland,NULL,Grassland,Forest
8674,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
8675,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Wetland,Forest
8676,Forest,Water,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
8677,Forest,Water,NULL,Water,Non_Wetland,Grassland,NULL,Forest
8678,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
8679,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
8680,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
8681,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
8682,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
8683,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
8684,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8685,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
8686,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8687,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8688,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
8689,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
8690,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8691,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8692,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8693,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8694,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8695,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8696,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
8697,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
8698,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
8699,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8700,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8701,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8702,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8703,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8704,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
8705,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8706,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
8707,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8708,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8709,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
8710,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
8711,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
8712,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8713,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
8714,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8715,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
8716,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8717,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
8718,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
8719,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
8720,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
8721,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8722,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8723,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8724,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8725,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8726,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8727,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
8728,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
8729,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8730,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8731,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
8732,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
8733,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
8734,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
8735,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
8736,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
8737,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
8738,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
8739,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
8740,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
8741,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
8742,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
8743,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
8744,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
8745,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
8746,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
8747,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
8748,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
8749,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
8750,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
8751,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
8752,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
8753,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
8754,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
8755,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
8756,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
8757,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
8758,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8759,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8760,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
8761,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8762,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
8763,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8764,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
8765,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
8766,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8767,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
8768,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
8769,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
8770,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
8771,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
8772,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
8773,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
8774,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
8775,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
8776,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
8777,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
8778,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
8779,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
8780,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8781,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8782,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
8783,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
8784,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8785,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
8786,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
8787,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8788,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8789,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8790,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8791,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
8792,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
8793,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8794,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
8795,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
8796,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8797,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
8798,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
8799,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
8800,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8801,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8802,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8803,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8804,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
8805,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
8806,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
8807,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
8808,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
8809,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
8810,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
8811,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Bareland
8812,Forest,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
8813,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
8814,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
8815,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
8816,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
8817,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
8818,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
8819,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Wetland
8820,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
8821,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Water
8822,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
8823,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
8824,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
8825,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
8826,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
8827,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
8828,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
8829,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8830,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
8831,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8832,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
8833,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
8834,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
8835,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
8836,Forest,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
8837,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
8838,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
8839,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
8840,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
8841,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
8842,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
8843,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
8844,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
8845,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
8846,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
8847,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
8848,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
8849,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
8850,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
