Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGV_M_R
26008,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
26009,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
26010,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Water
26011,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
26012,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
26013,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
26014,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
26015,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
26016,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
26017,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
26018,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
26019,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
26020,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
26021,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
26022,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
26023,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
26024,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
26025,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
26026,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
26027,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
26028,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
26029,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
26030,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
26031,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
26032,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Built-up
26033,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
26034,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
26035,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
26036,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
26037,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Grassland
26038,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
26039,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
26040,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
26041,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
26042,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
26043,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
26044,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
26045,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
26046,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
26047,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
26048,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
26049,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
26050,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Bareland
26051,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
26052,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Water
26053,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
26054,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
26055,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
26056,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
26057,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
26058,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
26059,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
26060,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
26061,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
26062,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
26063,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
26064,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Cropland
26065,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
26066,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
26067,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
26068,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
26069,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Built-up
26070,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
26071,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
26072,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Built-up
26073,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
26074,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Grassland
26075,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
26076,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
26077,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
26078,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
26079,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Built-up
26080,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
26081,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
26082,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
26083,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
26084,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
26085,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
26086,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
26087,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
26088,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
26089,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Cropland
26090,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
26091,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
26092,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
26093,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
26094,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
26095,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
26096,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
26097,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Bareland
26098,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
26099,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
26100,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
26101,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
26102,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
26103,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
26104,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
26105,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
26106,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
26107,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
26108,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
26109,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
26110,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
26111,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
26112,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
26113,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
26114,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
26115,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
26116,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
26117,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
26118,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
26119,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
26120,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
26121,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
26122,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
26123,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
26124,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
26125,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Built-up,Forest
26126,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
26127,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
26128,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
26129,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
26130,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
26131,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
26132,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
26133,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
26134,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
26135,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Cropland
26136,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
26137,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
26138,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Cropland
26139,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
26140,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
26141,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
26142,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
26143,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,NULL
26144,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
26145,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
26146,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
26147,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
26148,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
26149,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
26150,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
26151,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
26152,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
26153,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Water
26154,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
26155,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
26156,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
26157,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Grassland
26158,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Wetland
26159,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
26160,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
26161,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
26162,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,NULL
26163,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
26164,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
26165,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
26166,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
26167,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Cropland
26168,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
26169,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Grassland
26170,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Water
26171,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
26172,Forest,Forest,NULL,Water,Non_Wetland,Wetland,NULL,Water
26173,Forest,Forest,NULL,Water,Non_Wetland,Wetland,NULL,Forest
26174,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
26175,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
26176,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Built-up,Forest
26177,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
26178,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
26179,Forest,Forest,NULL,Water,Non_Wetland,Water,NULL,Water
26180,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Wetland
26181,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
26182,Forest,Forest,NULL,Water,Non_Wetland,Forest,NULL,Water
26183,Forest,Forest,NULL,Water,Non_Wetland,Forest,NULL,Forest
26184,Forest,Forest,NULL,Water,Non_Wetland,Forest,Grassland,Grassland
26185,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
26186,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
26187,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
26188,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
26189,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
26190,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
26191,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
26192,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
26193,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
26194,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
26195,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
26196,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
26197,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
26198,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
26199,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
26200,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
26201,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
26202,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
26203,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
26204,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
26205,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
26206,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
26207,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
26208,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
26209,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
26210,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
26211,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
26212,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
26213,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
26214,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
26215,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
26216,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
26217,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
26218,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
26219,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
26220,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
26221,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
26222,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
26223,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
26224,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
26225,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
26226,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
26227,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
26228,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
26229,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
26230,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
26231,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
26232,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
26233,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
26234,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
26235,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
26236,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
26237,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
26238,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
26239,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
26240,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
26241,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
26242,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
26243,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
26244,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
26245,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
26246,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
26247,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
26248,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
26249,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
26250,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
26251,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
26252,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
26253,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
26254,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
26255,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
26256,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
26257,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
26258,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
26259,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
26260,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
26261,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
26262,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
26263,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
26264,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
26265,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
26266,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
26267,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
26268,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
26269,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
26270,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
26271,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
26272,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
26273,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
26274,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
26275,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
26276,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
26277,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
26278,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
26279,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
26280,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
26281,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
26282,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
26283,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
26284,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
26285,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
26286,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
26287,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
26288,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
26289,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
26290,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
26291,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
26292,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
26293,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
26294,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
26295,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
26296,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
26297,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
26298,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
26299,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
26300,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
26301,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
26302,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
26303,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
26304,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
26305,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
26306,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
26307,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
26308,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
26309,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
26310,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
26311,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
26312,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
26313,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
26314,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
26315,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
26316,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
26317,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
26318,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
26319,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
26320,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
26321,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
26322,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
26323,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
26324,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
26325,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
26326,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
26327,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
