Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMD_M_R
1924,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
1925,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1926,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1927,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1928,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1929,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1930,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1931,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1932,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
1933,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1934,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1935,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1936,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1937,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1938,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
1939,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
1940,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1941,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1942,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1943,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1944,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1945,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1946,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1947,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1948,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1949,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1950,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
1951,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1952,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1953,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1954,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1955,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
1956,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
1957,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
1958,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1959,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1960,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
1961,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
1962,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Forest
1963,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
1964,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
1965,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1966,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
1967,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
1968,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
1969,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
1970,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1971,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
1972,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
1973,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
1974,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
1975,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
1976,Forest,Wetland,Water,NULL,Water,Water,Water,Water
1977,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
1978,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Grassland
1979,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
1980,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
1981,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
1982,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
1983,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
1984,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
1985,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
1986,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
1987,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
1988,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
1989,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
1990,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
1991,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
1992,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
1993,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
1994,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
1995,Forest,Wetland,Water,Water,Water,NULL,Wetland,Grassland
1996,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
1997,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
1998,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
1999,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
2000,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
2001,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
2002,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
2003,Forest,Wetland,Water,Water,Water,Wetland,Water,NULL
2004,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
2005,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
2006,Forest,Wetland,Water,Water,Water,Wetland,Water,Bareland
2007,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
2008,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
2009,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
2010,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
2011,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
2012,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
2013,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
2014,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
2015,Forest,Wetland,Water,Water,Water,Water,Water,Bareland
2016,Forest,Wetland,Water,Water,Water,Water,Water,Water
2017,Forest,Wetland,Water,Water,Water,Water,Water,Forest
2018,Forest,Wetland,Water,Water,Water,Forest,Wetland,Grassland
2019,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
2020,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
2021,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2022,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
2023,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2024,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2025,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2026,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2027,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2028,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2029,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2030,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2031,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2032,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2033,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2034,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2035,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
2036,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2037,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
2038,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
2039,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
2040,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
2041,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
2042,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2043,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
2044,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2045,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2046,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2047,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2048,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2049,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2050,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2051,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2052,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
2053,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2054,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2055,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
2056,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
2057,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
2058,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
2059,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
2060,Forest,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
2061,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2062,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,Water,Forest
2063,Forest,Bareland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2064,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2065,Forest,Bareland,Wetland,Water,Wetland,NULL,Water,Water
2066,Forest,Bareland,Wetland,Water,Wetland,Wetland,Water,Forest
2067,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2068,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2069,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2070,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2071,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2072,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2073,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2074,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
2075,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2076,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2077,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2078,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2079,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2080,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2081,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
2082,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
2083,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2084,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
2085,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
2086,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Built-up
2087,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
2088,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
2089,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
2090,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
2091,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
2092,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2093,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2094,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2095,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2096,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2097,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2098,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2099,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2100,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2101,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2102,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2103,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2104,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2105,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2106,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
2107,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2108,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
2109,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2110,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2111,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
2112,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2113,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2114,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
2115,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
2116,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
2117,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
2118,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2119,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2120,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2121,Forest,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Forest
2122,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2123,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Water,Forest
2124,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2125,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2126,Forest,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Forest
2127,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
2128,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,Forest
2129,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Forest
2130,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Forest
2131,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Water,Forest
2132,Forest,Built-up,Wetland,NULL,Wetland,Forest,Water,Forest
2133,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2134,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
2135,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
2136,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2137,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Grassland,Forest
2138,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Forest
2139,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2140,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2141,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
2142,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2143,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
2144,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2145,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
2146,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
2147,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
2148,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
2149,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
2150,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
2151,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
2152,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2153,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2154,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2155,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
2156,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
2157,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2158,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2159,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2160,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2161,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2162,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2163,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2164,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2165,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2166,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2167,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2168,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
2169,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2170,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2171,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
2172,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Built-up
2173,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
2174,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
2175,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
2176,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2177,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2178,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2179,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2180,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2181,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2182,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
2183,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2184,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2185,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
2186,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2187,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
2188,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
2189,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2190,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2191,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2192,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
2193,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
2194,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2195,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
2196,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
2197,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2198,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
2199,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
2200,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
2201,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2202,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2203,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2204,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2205,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
2206,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2207,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2208,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
2209,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
2210,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
2211,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2212,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
2213,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
2214,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
2215,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2216,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
2217,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
2218,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
2219,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Forest
2220,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
2221,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2222,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
2223,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2224,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Wetland
2225,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
2226,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
2227,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
2228,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
2229,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
2230,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
2231,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
2232,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
2233,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
2234,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2235,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2236,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
2237,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2238,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2239,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2240,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
2241,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
2242,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
2243,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
2244,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
2245,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2246,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2247,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2248,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2249,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2250,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2251,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
2252,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Bareland
2253,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2254,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2255,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
2256,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
2257,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
2258,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
2259,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
2260,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2261,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
2262,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
