Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLP_M_R
12448,Water,Water,Water,Water,NULL,Bareland,NULL,Water
12449,Water,Water,Water,Water,NULL,Bareland,Bareland,Water
12450,Water,Water,Water,Water,NULL,Bareland,Water,Water
12451,Water,Water,Water,Water,NULL,Built-up,Water,Water
12452,Water,Water,Water,Water,NULL,Water,NULL,Water
12453,Water,Water,Water,Water,NULL,Water,Bareland,Water
12454,Water,Water,Water,Water,NULL,Water,Built-up,Water
12455,Water,Water,Water,Water,NULL,Water,Water,Grassland
12456,Water,Water,Water,Water,NULL,Water,Water,Wetland
12457,Water,Water,Water,Water,NULL,Water,Water,Bareland
12458,Water,Water,Water,Water,NULL,Water,Water,Built-up
12459,Water,Water,Water,Water,NULL,Water,Water,Water
12460,Water,Water,Water,Water,NULL,Water,Water,Forest
12461,Water,Water,Water,Water,Water,NULL,NULL,Grassland
12462,Water,Water,Water,Water,Water,NULL,NULL,Cropland
12463,Water,Water,Water,Water,Water,NULL,NULL,Wetland
12464,Water,Water,Water,Water,Water,NULL,NULL,Bareland
12465,Water,Water,Water,Water,Water,NULL,NULL,Water
12466,Water,Water,Water,Water,Water,NULL,NULL,Forest
12467,Water,Water,Water,Water,Water,NULL,Wetland,Grassland
12468,Water,Water,Water,Water,Water,NULL,Wetland,Cropland
12469,Water,Water,Water,Water,Water,NULL,Wetland,Bareland
12470,Water,Water,Water,Water,Water,NULL,Wetland,Water
12471,Water,Water,Water,Water,Water,NULL,Wetland,Forest
12472,Water,Water,Water,Water,Water,NULL,Bareland,Grassland
12473,Water,Water,Water,Water,Water,NULL,Bareland,Water
12474,Water,Water,Water,Water,Water,NULL,Built-up,Grassland
12475,Water,Water,Water,Water,Water,NULL,Built-up,Built-up
12476,Water,Water,Water,Water,Water,NULL,Built-up,Water
12477,Water,Water,Water,Water,Water,NULL,Built-up,Forest
12478,Water,Water,Water,Water,Water,NULL,Water,Grassland
12479,Water,Water,Water,Water,Water,NULL,Water,Cropland
12480,Water,Water,Water,Water,Water,NULL,Water,Wetland
12481,Water,Water,Water,Water,Water,NULL,Water,Bareland
12482,Water,Water,Water,Water,Water,NULL,Water,Water
12483,Water,Water,Water,Water,Water,NULL,Water,Forest
12484,Water,Water,Water,Water,Water,NULL,Forest,Grassland
12485,Water,Water,Water,Water,Water,NULL,Forest,Water
12486,Water,Water,Water,Water,Water,NULL,Forest,Forest
12487,Water,Water,Water,Water,Water,Cropland,NULL,Grassland
12488,Water,Water,Water,Water,Water,Cropland,NULL,Water
12489,Water,Water,Water,Water,Water,Cropland,Water,Grassland
12490,Water,Water,Water,Water,Water,Cropland,Water,Cropland
12491,Water,Water,Water,Water,Water,Cropland,Water,Water
12492,Water,Water,Water,Water,Water,Cropland,Water,Forest
12493,Water,Water,Water,Water,Water,Wetland,NULL,Wetland
12494,Water,Water,Water,Water,Water,Wetland,NULL,Water
12495,Water,Water,Water,Water,Water,Wetland,NULL,Forest
12496,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
12497,Water,Water,Water,Water,Water,Wetland,Wetland,Water
12498,Water,Water,Water,Water,Water,Wetland,Built-up,Water
12499,Water,Water,Water,Water,Water,Wetland,Water,Grassland
12500,Water,Water,Water,Water,Water,Wetland,Water,Wetland
12501,Water,Water,Water,Water,Water,Wetland,Water,Water
12502,Water,Water,Water,Water,Water,Wetland,Water,Forest
12503,Water,Water,Water,Water,Water,Wetland,Forest,Water
12504,Water,Water,Water,Water,Water,Bareland,NULL,Bareland
12505,Water,Water,Water,Water,Water,Bareland,NULL,Water
12506,Water,Water,Water,Water,Water,Bareland,Wetland,Water
12507,Water,Water,Water,Water,Water,Bareland,Bareland,Bareland
12508,Water,Water,Water,Water,Water,Bareland,Bareland,Built-up
12509,Water,Water,Water,Water,Water,Bareland,Bareland,Water
12510,Water,Water,Water,Water,Water,Bareland,Built-up,Water
12511,Water,Water,Water,Water,Water,Bareland,Water,Grassland
12512,Water,Water,Water,Water,Water,Bareland,Water,Bareland
12513,Water,Water,Water,Water,Water,Bareland,Water,Built-up
12514,Water,Water,Water,Water,Water,Bareland,Water,Water
12515,Water,Water,Water,Water,Water,Bareland,Water,Forest
12516,Water,Water,Water,Water,Water,Bareland,Forest,Water
12517,Water,Water,Water,Water,Water,Built-up,NULL,Water
12518,Water,Water,Water,Water,Water,Built-up,Built-up,Grassland
12519,Water,Water,Water,Water,Water,Built-up,Built-up,Built-up
12520,Water,Water,Water,Water,Water,Built-up,Built-up,Water
12521,Water,Water,Water,Water,Water,Built-up,Built-up,Forest
12522,Water,Water,Water,Water,Water,Built-up,Water,Grassland
12523,Water,Water,Water,Water,Water,Built-up,Water,Bareland
12524,Water,Water,Water,Water,Water,Built-up,Water,Built-up
12525,Water,Water,Water,Water,Water,Built-up,Water,Water
12526,Water,Water,Water,Water,Water,Built-up,Water,Forest
12527,Water,Water,Water,Water,Water,Water,NULL,Grassland
12528,Water,Water,Water,Water,Water,Water,NULL,Cropland
12529,Water,Water,Water,Water,Water,Water,NULL,Wetland
12530,Water,Water,Water,Water,Water,Water,NULL,Bareland
12531,Water,Water,Water,Water,Water,Water,NULL,Water
12532,Water,Water,Water,Water,Water,Water,NULL,Forest
12533,Water,Water,Water,Water,Water,Water,Grassland,Water
12534,Water,Water,Water,Water,Water,Water,Wetland,Grassland
12535,Water,Water,Water,Water,Water,Water,Wetland,Wetland
12536,Water,Water,Water,Water,Water,Water,Wetland,Water
12537,Water,Water,Water,Water,Water,Water,Wetland,Forest
12538,Water,Water,Water,Water,Water,Water,Bareland,Water
12539,Water,Water,Water,Water,Water,Water,Built-up,Grassland
12540,Water,Water,Water,Water,Water,Water,Built-up,Wetland
12541,Water,Water,Water,Water,Water,Water,Built-up,Built-up
12542,Water,Water,Water,Water,Water,Water,Built-up,Water
12543,Water,Water,Water,Water,Water,Water,Built-up,Forest
12544,Water,Water,Water,Water,Water,Water,Water,Grassland
12545,Water,Water,Water,Water,Water,Water,Water,Cropland
12546,Water,Water,Water,Water,Water,Water,Water,Wetland
12547,Water,Water,Water,Water,Water,Water,Water,Bareland
12548,Water,Water,Water,Water,Water,Water,Water,Built-up
12549,Water,Water,Water,Water,Water,Water,Water,Water
12550,Water,Water,Water,Water,Water,Water,Water,Forest
12551,Water,Water,Water,Water,Water,Water,Forest,Grassland
12552,Water,Water,Water,Water,Water,Water,Forest,Cropland
12553,Water,Water,Water,Water,Water,Water,Forest,Water
12554,Water,Water,Water,Water,Water,Water,Forest,Forest
12555,Water,Water,Water,Water,Water,Forest,NULL,Grassland
12556,Water,Water,Water,Water,Water,Forest,NULL,Water
12557,Water,Water,Water,Water,Water,Forest,NULL,Forest
12558,Water,Water,Water,Water,Water,Forest,Wetland,Water
12559,Water,Water,Water,Water,Water,Forest,Wetland,Forest
12560,Water,Water,Water,Water,Water,Forest,Water,Grassland
12561,Water,Water,Water,Water,Water,Forest,Water,Water
12562,Water,Water,Water,Water,Water,Forest,Water,Forest
12563,Water,Water,Water,Water,Water,Forest,Forest,Grassland
12564,Water,Water,Water,Water,Water,Forest,Forest,Water
12565,Water,Water,Water,Water,Water,Forest,Forest,Forest
12566,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12567,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
12568,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
12569,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
12570,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
12571,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
12572,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
12573,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
12574,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
12575,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
12576,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
12577,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
12578,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
12579,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
12580,Water,Water,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
12581,Water,Water,Forest,NULL,Non_Wetland,NULL,Built-up,Wetland
12582,Water,Water,Forest,NULL,Non_Wetland,NULL,Built-up,Water
12583,Water,Water,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
12584,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
12585,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
12586,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
12587,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
12588,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
12589,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
12590,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
12591,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
12592,Water,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
12593,Water,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
12594,Water,Water,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
12595,Water,Water,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
12596,Water,Water,Forest,NULL,Non_Wetland,Cropland,Built-up,Grassland
12597,Water,Water,Forest,NULL,Non_Wetland,Cropland,Built-up,Cropland
12598,Water,Water,Forest,NULL,Non_Wetland,Cropland,Built-up,Forest
12599,Water,Water,Forest,NULL,Non_Wetland,Cropland,Water,Grassland
12600,Water,Water,Forest,NULL,Non_Wetland,Cropland,Water,Cropland
12601,Water,Water,Forest,NULL,Non_Wetland,Cropland,Water,Forest
12602,Water,Water,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
12603,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
12604,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
12605,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
12606,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Bareland
12607,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
12608,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
12609,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
12610,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
12611,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
12612,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
12613,Water,Water,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
12614,Water,Water,Forest,NULL,Non_Wetland,Wetland,Built-up,Wetland
12615,Water,Water,Forest,NULL,Non_Wetland,Wetland,Built-up,Water
12616,Water,Water,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
12617,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
12618,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
12619,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
12620,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
12621,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
12622,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
12623,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
12624,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
12625,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
12626,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
12627,Water,Water,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
12628,Water,Water,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
12629,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
12630,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
12631,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Built-up
12632,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
12633,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
12634,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
12635,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
12636,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
12637,Water,Water,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
12638,Water,Water,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
12639,Water,Water,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
12640,Water,Water,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
12641,Water,Water,Forest,NULL,Non_Wetland,Built-up,Built-up,Water
12642,Water,Water,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
12643,Water,Water,Forest,NULL,Non_Wetland,Built-up,Water,Water
12644,Water,Water,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
12645,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
12646,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Cropland
12647,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Wetland
12648,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Bareland
12649,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
12650,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
12651,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
12652,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
12653,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
12654,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
12655,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
12656,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
12657,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
12658,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
12659,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
12660,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
12661,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
12662,Water,Water,Forest,NULL,Non_Wetland,Water,Built-up,Cropland
12663,Water,Water,Forest,NULL,Non_Wetland,Water,Built-up,Wetland
12664,Water,Water,Forest,NULL,Non_Wetland,Water,Built-up,Water
12665,Water,Water,Forest,NULL,Non_Wetland,Water,Built-up,Forest
12666,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
12667,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Cropland
12668,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
12669,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
12670,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Built-up
12671,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
12672,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
12673,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
12674,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
12675,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
12676,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
12677,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
12678,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
12679,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
12680,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
12681,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
12682,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
12683,Water,Water,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
12684,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
12685,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Built-up
12686,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
12687,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
12688,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
12689,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
12690,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
12691,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
12692,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12693,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
12694,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
12695,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
12696,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
12697,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
12698,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
12699,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Cropland
12700,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
12701,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
12702,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Built-up,Grassland
12703,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Built-up,Water
12704,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
12705,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Cropland
12706,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
12707,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
12708,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
12709,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Wetland
12710,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
12711,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
12712,Water,Water,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
12713,Water,Water,Forest,Non_Water,Non_Wetland,Cropland,NULL,Forest
12714,Water,Water,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
12715,Water,Water,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Forest
12716,Water,Water,Forest,Non_Water,Non_Wetland,Cropland,Built-up,Grassland
12717,Water,Water,Forest,Non_Water,Non_Wetland,Cropland,Built-up,Forest
12718,Water,Water,Forest,Non_Water,Non_Wetland,Cropland,Water,Grassland
12719,Water,Water,Forest,Non_Water,Non_Wetland,Cropland,Water,Cropland
12720,Water,Water,Forest,Non_Water,Non_Wetland,Cropland,Water,Forest
12721,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
12722,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
12723,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
12724,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
12725,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12726,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
12727,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Built-up,Water
12728,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
12729,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
12730,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
12731,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
12732,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
12733,Water,Water,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
12734,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
12735,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Cropland
12736,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
12737,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Bareland
12738,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
12739,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
12740,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
12741,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
12742,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
12743,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Water
12744,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
12745,Water,Water,Forest,Non_Water,Non_Wetland,Water,Built-up,Water
12746,Water,Water,Forest,Non_Water,Non_Wetland,Water,Built-up,Forest
12747,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
12748,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Cropland
12749,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
12750,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
12751,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
12752,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
12753,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
12754,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
12755,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
12756,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
12757,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Cropland
12758,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
12759,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
12760,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
12761,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
12762,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
12763,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
12764,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
12765,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
12766,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
12767,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
12768,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
12769,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
12770,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
12771,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
12772,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
12773,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
12774,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
12775,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
12776,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
12777,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
