Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHC_M_R
6214,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6215,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
6216,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6217,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
6218,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
6219,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
6220,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
6221,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
6222,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
6223,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
6224,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
6225,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Built-up
6226,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
6227,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
6228,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
6229,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
6230,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
6231,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
6232,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6233,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
6234,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
6235,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6236,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6237,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
6238,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6239,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
6240,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
6241,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
6242,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
6243,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6244,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
6245,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
6246,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
6247,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
6248,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
6249,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
6250,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
6251,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
6252,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
6253,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
6254,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
6255,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
6256,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
6257,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
6258,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
6259,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
6260,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
6261,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
6262,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
6263,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
6264,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
6265,Water,Water,Shrubland,Water,Non_Wetland,Water,Built-up,Water
6266,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
6267,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
6268,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
6269,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
6270,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
6271,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
6272,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6273,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
6274,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Water
6275,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6276,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
6277,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
6278,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
6279,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
6280,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Water
6281,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
6282,Water,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6283,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6284,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6285,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
6286,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6287,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6288,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
6289,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6290,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
6291,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
6292,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
6293,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
6294,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6295,Water,Water,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6296,Water,Water,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6297,Water,Water,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
6298,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6299,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6300,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
6301,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
6302,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6303,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6304,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
6305,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
6306,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
6307,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
6308,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
6309,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
6310,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
6311,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
6312,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
6313,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Water
6314,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
6315,Water,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6316,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6317,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6318,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
6319,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6320,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6321,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
6322,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6323,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6324,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
6325,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
6326,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
6327,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
6328,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
6329,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
6330,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
6331,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Wetland
6332,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Bareland
6333,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
6334,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
6335,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
6336,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
6337,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
6338,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
6339,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
6340,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
6341,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
6342,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
6343,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Water
6344,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
6345,Water,Water,Grassland,NULL,Non_Wetland,Water,Built-up,Water
6346,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
6347,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
6348,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
6349,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
6350,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
6351,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
6352,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Wetland
6353,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
6354,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
6355,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
6356,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6357,Water,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
6358,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6359,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Water
6360,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
6361,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6362,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
6363,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6364,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Water
6365,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6366,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
6367,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
6368,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
6369,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
6370,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Water
6371,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
6372,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
6373,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
6374,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
6375,Water,Water,Grassland,Water,Non_Wetland,Bareland,NULL,Grassland
6376,Water,Water,Grassland,Water,Non_Wetland,Bareland,NULL,Bareland
6377,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
6378,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
6379,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
6380,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
6381,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
6382,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
6383,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Grassland
6384,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Bareland
6385,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
6386,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Bareland
6387,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
6388,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
6389,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
6390,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Water
6391,Water,Water,Grassland,Water,Non_Wetland,Water,Built-up,Water
6392,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
6393,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
6394,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Bareland
6395,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
6396,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
6397,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
6398,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Wetland
6399,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
6400,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
6401,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
6402,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
6403,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
6404,Water,Water,Wetland,NULL,Wetland,NULL,Built-up,Forest
6405,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
6406,Water,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
6407,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
6408,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
6409,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
6410,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
6411,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6412,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
6413,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6414,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
6415,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
6416,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
6417,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6418,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
6419,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
6420,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
6421,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
6422,Water,Water,Wetland,NULL,Wetland,Cropland,Water,Water
6423,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
6424,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6425,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
6426,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
6427,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
6428,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6429,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6430,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6431,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
6432,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6433,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
6434,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
6435,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
6436,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
6437,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
6438,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
6439,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
6440,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
6441,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
6442,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Bareland
6443,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
6444,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
6445,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6446,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
6447,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
6448,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
6449,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
6450,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
6451,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
6452,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
6453,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
6454,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
6455,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
6456,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
6457,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
6458,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
6459,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
6460,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
6461,Water,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
6462,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
6463,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
6464,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
6465,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
6466,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
6467,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
6468,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
6469,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
6470,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
6471,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
6472,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
6473,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
6474,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
6475,Water,Water,Wetland,NULL,Wetland,Water,Built-up,Water
6476,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
6477,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
6478,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
6479,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
6480,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
6481,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
6482,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
6483,Water,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
6484,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
6485,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
6486,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
6487,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
6488,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
6489,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
6490,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
6491,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
6492,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
6493,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
6494,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
6495,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
6496,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
6497,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
6498,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
6499,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
6500,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
6501,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
6502,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
6503,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
6504,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
6505,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
6506,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
6507,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
6508,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6509,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6510,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
6511,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6512,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6513,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6514,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
6515,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6516,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
6517,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
6518,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Bareland
6519,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
6520,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
6521,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
6522,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
6523,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
6524,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
6525,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
6526,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Built-up
6527,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
6528,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
6529,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
6530,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
6531,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
6532,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
6533,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6534,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6535,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
6536,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6537,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
6538,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
6539,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
6540,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
6541,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
6542,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
6543,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
