Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQT_M_R
12738,Bareland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
12739,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12740,Bareland,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
12741,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
12742,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
12743,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
12744,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
12745,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
12746,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
12747,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
12748,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12749,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12750,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12751,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Wetland
12752,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
12753,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12754,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
12755,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12756,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
12757,Bareland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
12758,Bareland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12759,Bareland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12760,Bareland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12761,Bareland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12762,Bareland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12763,Bareland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12764,Bareland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12765,Bareland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12766,Bareland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
12767,Bareland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12768,Bareland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Wetland
12769,Bareland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
12770,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12771,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12772,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
12773,Bareland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12774,Bareland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
12775,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
12776,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
12777,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12778,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12779,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12780,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
12781,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
12782,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
12783,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12784,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
12785,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
12786,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
12787,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
12788,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
12789,Bareland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12790,Bareland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12791,Bareland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12792,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12793,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12794,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
12795,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
12796,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12797,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
12798,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12799,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12800,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
12801,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
12802,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
12803,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12804,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12805,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12806,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
12807,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
12808,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
12809,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12810,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
12811,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
12812,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
12813,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
12814,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
12815,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Grassland
12816,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
12817,Bareland,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Grassland
12818,Bareland,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
12819,Bareland,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
12820,Bareland,Built-up,Wetland,NULL,Wetland,Shrubland,Built-up,Grassland
12821,Bareland,Built-up,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
12822,Bareland,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
12823,Bareland,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Wetland
12824,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
12825,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Water
12826,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Water,Bareland
12827,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Wetland
12828,Bareland,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
12829,Bareland,Built-up,Wetland,NULL,Wetland,Built-up,Forest,Forest
12830,Bareland,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
12831,Bareland,Built-up,Wetland,Non_Water,Wetland,Shrubland,Bareland,Bareland
12832,Bareland,Built-up,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
12833,Bareland,Built-up,Wetland,Water,Wetland,Grassland,Wetland,Grassland
12834,Bareland,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Bareland
12835,Bareland,Built-up,Wetland,Water,Wetland,Water,Water,Grassland
12836,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
12837,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12838,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12839,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12840,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12841,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12842,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
12843,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
12844,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
12845,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
12846,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12847,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
12848,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
12849,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
12850,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
12851,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
12852,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland,Built-up,Grassland
12853,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
12854,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
12855,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
12856,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
12857,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
12858,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
12859,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
12860,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
12861,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
12862,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
12863,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
12864,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
12865,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Bareland
12866,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
12867,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
12868,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
12869,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
12870,Bareland,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
12871,Bareland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12872,Bareland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12873,Bareland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12874,Bareland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12875,Bareland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
12876,Bareland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
12877,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
12878,Bareland,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
12879,Bareland,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
12880,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
12881,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
12882,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
12883,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
12884,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
12885,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
12886,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12887,Bareland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
12888,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
12889,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12890,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
12891,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
12892,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
12893,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
12894,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
12895,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
12896,Bareland,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
12897,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
12898,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
12899,Bareland,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
12900,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
12901,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
12902,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
12903,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
12904,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12905,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
12906,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
12907,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
12908,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
12909,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
12910,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
12911,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
12912,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
12913,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
12914,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
12915,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
12916,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
12917,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
12918,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12919,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,NULL,Grassland
12920,Bareland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12921,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
12922,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12923,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
12924,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
12925,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12926,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12927,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
12928,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
12929,Bareland,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
12930,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
12931,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
12932,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
12933,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
12934,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
12935,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12936,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
12937,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
12938,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
12939,Bareland,Water,Cropland,Water,Non_Wetland,Grassland,Water,Wetland
12940,Bareland,Water,Cropland,Water,Non_Wetland,Grassland,Water,Bareland
12941,Bareland,Water,Cropland,Water,Non_Wetland,Grassland,Water,Water
12942,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
12943,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Shrubland,Bareland
12944,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
12945,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
12946,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
12947,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
12948,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
12949,Bareland,Water,Wetland,NULL,NULL,Bareland,Water,Bareland
12950,Bareland,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
12951,Bareland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
12952,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
12953,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
12954,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,Bareland
12955,Bareland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
12956,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
12957,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
12958,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
12959,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
12960,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
12961,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
12962,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
12963,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
12964,Bareland,Water,Wetland,NULL,Wetland,Water,Bareland,Wetland
12965,Bareland,Water,Wetland,NULL,Wetland,Forest,Wetland,Grassland
12966,Bareland,Water,Wetland,NULL,Wetland,Forest,Wetland,Wetland
12967,Bareland,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
12968,Bareland,Water,Wetland,Non_Water,NULL,Grassland,Water,Bareland
12969,Bareland,Water,Wetland,Non_Water,NULL,Bareland,NULL,Bareland
12970,Bareland,Water,Wetland,Non_Water,NULL,Bareland,Bareland,Grassland
12971,Bareland,Water,Wetland,Non_Water,NULL,Bareland,Bareland,Bareland
12972,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
12973,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
12974,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Bareland
12975,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
12976,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
12977,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
12978,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
12979,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
12980,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
12981,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
12982,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
12983,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
12984,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
12985,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
12986,Bareland,Water,Wetland,Water,NULL,NULL,NULL,Bareland
12987,Bareland,Water,Wetland,Water,NULL,NULL,NULL,Water
12988,Bareland,Water,Wetland,Water,NULL,Grassland,Bareland,Wetland
12989,Bareland,Water,Wetland,Water,NULL,Grassland,Water,Grassland
12990,Bareland,Water,Wetland,Water,NULL,Grassland,Water,Wetland
12991,Bareland,Water,Wetland,Water,NULL,Grassland,Water,Bareland
12992,Bareland,Water,Wetland,Water,NULL,Grassland,Water,Water
12993,Bareland,Water,Wetland,Water,NULL,Bareland,NULL,Bareland
12994,Bareland,Water,Wetland,Water,NULL,Bareland,Bareland,Grassland
12995,Bareland,Water,Wetland,Water,NULL,Bareland,Bareland,Wetland
12996,Bareland,Water,Wetland,Water,NULL,Bareland,Bareland,Bareland
12997,Bareland,Water,Wetland,Water,NULL,Bareland,Bareland,Water
12998,Bareland,Water,Wetland,Water,NULL,Bareland,Water,Wetland
12999,Bareland,Water,Wetland,Water,NULL,Bareland,Water,Bareland
13000,Bareland,Water,Wetland,Water,NULL,Bareland,Water,Water
13001,Bareland,Water,Wetland,Water,NULL,Water,NULL,Water
13002,Bareland,Water,Wetland,Water,NULL,Water,Bareland,Water
13003,Bareland,Water,Wetland,Water,NULL,Water,Water,Water
13004,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
13005,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
13006,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
13007,Bareland,Water,Wetland,Water,Wetland,Grassland,NULL,Wetland
13008,Bareland,Water,Wetland,Water,Wetland,Grassland,NULL,Water
13009,Bareland,Water,Wetland,Water,Wetland,Grassland,Grassland,Bareland
13010,Bareland,Water,Wetland,Water,Wetland,Grassland,Bareland,Wetland
13011,Bareland,Water,Wetland,Water,Wetland,Grassland,Bareland,Bareland
13012,Bareland,Water,Wetland,Water,Wetland,Grassland,Bareland,Water
13013,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
13014,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
13015,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Water
13016,Bareland,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
13017,Bareland,Water,Wetland,Water,Wetland,Bareland,NULL,Wetland
13018,Bareland,Water,Wetland,Water,Wetland,Bareland,NULL,Bareland
13019,Bareland,Water,Wetland,Water,Wetland,Bareland,NULL,Water
13020,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
13021,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Bareland
13022,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
13023,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Wetland
13024,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
13025,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
13026,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
13027,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
