Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZA_M_R
13136,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
13137,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
13138,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
13139,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
13140,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
13141,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
13142,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
13143,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
13144,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
13145,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13146,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
13147,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13148,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
13149,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
13150,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
13151,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
13152,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13153,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
13154,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
13155,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
13156,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
13157,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
13158,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
13159,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
13160,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
13161,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
13162,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
13163,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
13164,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13165,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
13166,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
13167,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
13168,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
13169,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
13170,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
13171,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
13172,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
13173,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
13174,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
13175,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
13176,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
13177,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
13178,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
13179,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
13180,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13181,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
13182,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
13183,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
13184,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Water
13185,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
13186,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
13187,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
13188,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
13189,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
13190,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
13191,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
13192,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
13193,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
13194,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
13195,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
13196,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
13197,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
13198,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
13199,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
13200,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,NULL
13201,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
13202,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
13203,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
13204,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Water
13205,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
13206,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
13207,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
13208,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
13209,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
13210,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
13211,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
13212,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
13213,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
13214,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
13215,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
13216,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
13217,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
13218,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
13219,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
13220,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
13221,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
13222,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
13223,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
13224,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
13225,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
13226,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Water
13227,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
13228,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
13229,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
13230,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
13231,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
13232,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
13233,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
13234,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
13235,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
13236,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
13237,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
13238,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
13239,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13240,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
13241,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
13242,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
13243,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
13244,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
13245,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
13246,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
13247,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
13248,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
13249,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
13250,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
13251,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
13252,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
13253,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
13254,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
13255,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
13256,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
13257,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
13258,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
13259,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
13260,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
13261,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
13262,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
13263,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
13264,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13265,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
13266,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
13267,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
13268,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
13269,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
13270,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13271,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
13272,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
13273,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
13274,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
13275,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
13276,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
13277,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
13278,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
13279,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
13280,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
13281,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
13282,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
13283,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
13284,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13285,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
13286,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13287,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
13288,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
13289,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Water
13290,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
13291,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
13292,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
13293,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Bareland
13294,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
13295,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
13296,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
13297,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
13298,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
13299,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
13300,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
13301,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
13302,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
13303,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
13304,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
13305,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
13306,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
13307,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
13308,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
13309,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
13310,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
13311,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,NULL
13312,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
13313,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
13314,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
13315,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
13316,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
13317,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
13318,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
13319,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
13320,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
13321,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,NULL
13322,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
13323,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
13324,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
13325,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,NULL
13326,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
13327,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
13328,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
13329,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
13330,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
13331,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
13332,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
13333,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
13334,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
13335,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
13336,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
13337,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Shrubland,NULL
13338,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
13339,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Water
13340,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Forest
13341,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
13342,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
13343,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,NULL
13344,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
13345,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
13346,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
13347,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
13348,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
13349,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
13350,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Water
13351,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
13352,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Forest
13353,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
13354,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
13355,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
13356,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Water
13357,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
13358,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
13359,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
13360,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
13361,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
13362,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Bareland,NULL
13363,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
13364,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Water
13365,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
13366,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
13367,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
13368,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
13369,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
13370,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
13371,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
13372,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13373,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
13374,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
13375,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
13376,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
13377,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
13378,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
13379,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
13380,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
13381,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
13382,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
13383,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
13384,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
13385,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
13386,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
13387,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
13388,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
13389,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
13390,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
13391,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
13392,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
13393,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
13394,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
13395,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13396,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
13397,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
13398,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
13399,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
13400,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13401,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13402,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
13403,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
13404,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
13405,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13406,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
13407,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13408,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
13409,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
13410,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13411,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
13412,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
13413,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
13414,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
13415,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
13416,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
13417,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
13418,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
13419,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
13420,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
13421,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
13422,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
13423,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
13424,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
13425,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
13426,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
13427,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
13428,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
13429,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
13430,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
13431,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
13432,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
13433,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
13434,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13435,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13436,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
13437,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
13438,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
13439,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13440,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
13441,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13442,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13443,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
13444,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
13445,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
13446,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
13447,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13448,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
13449,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
13450,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
