Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEE_M_R
18919,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
18920,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
18921,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
18922,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
18923,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
18924,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
18925,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
18926,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
18927,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
18928,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
18929,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
18930,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
18931,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
18932,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
18933,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
18934,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
18935,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
18936,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
18937,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
18938,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
18939,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
18940,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
18941,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
18942,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
18943,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
18944,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
18945,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
18946,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
18947,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
18948,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
18949,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
18950,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
18951,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
18952,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
18953,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
18954,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
18955,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
18956,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
18957,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
18958,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
18959,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
18960,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
18961,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
18962,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
18963,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
18964,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
18965,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
18966,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
18967,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
18968,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
18969,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
18970,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
18971,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
18972,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
18973,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
18974,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
18975,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
18976,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
18977,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
18978,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
18979,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
18980,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
18981,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
18982,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
18983,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
18984,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
18985,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
18986,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
18987,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
18988,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
18989,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
18990,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
18991,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
18992,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
18993,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
18994,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
18995,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
18996,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
18997,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
18998,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
18999,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
19000,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Cropland
19001,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Built-up
19002,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
19003,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
19004,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
19005,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
19006,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
19007,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
19008,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Water
19009,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
19010,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
19011,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
19012,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
19013,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
19014,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
19015,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
19016,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
19017,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
19018,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
19019,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
19020,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
19021,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
19022,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
19023,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
19024,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
19025,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
19026,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
19027,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
19028,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
19029,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
19030,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
19031,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Cropland
19032,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Wetland
19033,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Water
19034,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
19035,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
19036,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
19037,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
19038,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
19039,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
19040,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
19041,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
19042,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
19043,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
19044,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
19045,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
19046,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
19047,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
19048,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
19049,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
19050,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
19051,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
19052,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
19053,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
19054,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
19055,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
19056,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
19057,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
19058,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
19059,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
19060,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
19061,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
19062,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
19063,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
19064,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
19065,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
19066,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
19067,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
19068,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
19069,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
19070,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
19071,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
19072,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Water
19073,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
19074,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
19075,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
19076,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
19077,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
19078,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
19079,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
19080,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
19081,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
19082,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
19083,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
19084,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
19085,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
19086,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
19087,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
19088,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
19089,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
19090,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
19091,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
19092,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
19093,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
19094,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
19095,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
19096,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
19097,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
19098,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
19099,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
19100,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
19101,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
19102,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
19103,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
19104,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
19105,Forest,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Water
19106,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
19107,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
19108,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Forest
19109,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
19110,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
19111,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
19112,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
19113,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19114,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
19115,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
19116,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
19117,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
19118,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
19119,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
19120,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
19121,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
19122,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
19123,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
19124,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
19125,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
19126,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
19127,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
19128,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
19129,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
19130,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
19131,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
19132,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
19133,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
19134,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
19135,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
19136,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
19137,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
19138,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
19139,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
19140,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
19141,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
19142,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
19143,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
19144,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
19145,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
19146,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
19147,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
19148,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
19149,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
19150,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
19151,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
19152,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
19153,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Water
19154,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
19155,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
19156,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
19157,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
19158,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
19159,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19160,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19161,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
19162,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19163,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
19164,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19165,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
19166,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
19167,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
19168,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
19169,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
19170,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
19171,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
19172,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
19173,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
19174,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
19175,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
19176,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
19177,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
19178,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
19179,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
19180,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19181,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
19182,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
19183,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
19184,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
19185,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
19186,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
19187,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
19188,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
19189,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
19190,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
19191,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
19192,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
19193,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
19194,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
19195,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
19196,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
19197,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
19198,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
19199,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
19200,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
19201,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
19202,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
19203,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
19204,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
19205,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
19206,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
19207,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
19208,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
19209,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
19210,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
19211,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
19212,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
19213,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
19214,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
19215,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
19216,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
19217,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
19218,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
19219,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
19220,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
19221,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
19222,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
19223,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
19224,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
19225,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
19226,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
19227,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
19228,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
19229,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
19230,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
19231,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
19232,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
19233,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
19234,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
19235,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
19236,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
19237,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
19238,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
