Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MED_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MED_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MED_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MED_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MED_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MED_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MED_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MED_M_R
2611,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
2612,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2613,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2614,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2615,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2616,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2617,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
2618,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2619,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2620,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2621,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2622,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2623,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
2624,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2625,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2626,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
2627,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2628,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2629,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
2630,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2631,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2632,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2633,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
2634,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2635,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2636,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2637,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2638,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2639,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2640,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2641,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2642,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2643,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2644,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2645,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
2646,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2647,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2648,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2649,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2650,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2651,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2652,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2653,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2654,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2655,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2656,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
2657,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2658,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2659,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2660,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2661,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2662,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2663,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2664,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2665,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2666,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2667,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2668,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2669,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
2670,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2671,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
2672,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
2673,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
2674,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2675,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
2676,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2677,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2678,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2679,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2680,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2681,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Forest,Grassland
2682,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2683,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2684,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2685,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
2686,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2687,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2688,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2689,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2690,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2691,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2692,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2693,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2694,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2695,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2696,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2697,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
2698,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2699,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
2700,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2701,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
2702,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2703,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2704,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2705,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2706,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2707,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2708,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
2709,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2710,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2711,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
2712,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2713,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2714,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2715,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2716,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2717,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Wetland
2718,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2719,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2720,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
2721,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2722,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2723,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2724,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2725,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
2726,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2727,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2728,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
2729,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
2730,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2731,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2732,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2733,Forest,NULL,Grassland,Water,Non_Wetland,Built-up,Wetland,Grassland
2734,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2735,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
2736,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
2737,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2738,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2739,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2740,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
2741,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
2742,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2743,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
2744,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
2745,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2746,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2747,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2748,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2749,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2750,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2751,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
2752,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2753,Forest,NULL,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
2754,Forest,NULL,Wetland,NULL,Wetland,Grassland,Built-up,Forest
2755,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2756,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
2757,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2758,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2759,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
2760,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
2761,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2762,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2763,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2764,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2765,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2766,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2767,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2768,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2769,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
2770,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2771,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2772,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
2773,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2774,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2775,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
2776,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2777,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2778,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2779,Forest,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
2780,Forest,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Wetland
2781,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
2782,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
2783,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
2784,Forest,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Wetland
2785,Forest,NULL,Wetland,NULL,Wetland,Built-up,Forest,Built-up
2786,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
2787,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2788,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
2789,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
2790,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
2791,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
2792,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
2793,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2794,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
2795,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2796,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
2797,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2798,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2799,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2800,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2801,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2802,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
2803,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2804,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
2805,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2806,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2807,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2808,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2809,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2810,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2811,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2812,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2813,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
2814,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2815,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2816,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2817,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2818,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2819,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2820,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
2821,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
2822,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2823,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2824,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
2825,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
2826,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2827,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2828,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2829,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2830,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2831,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2832,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
2833,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2834,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Wetland
2835,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
2836,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2837,Forest,NULL,Water,NULL,Water,Bareland,Water,Grassland
2838,Forest,NULL,Water,NULL,Water,Water,Water,Forest
2839,Forest,NULL,Water,Water,Water,NULL,Water,Water
2840,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2841,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2842,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2843,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2844,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2845,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2846,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2847,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2848,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2849,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2850,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2851,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2852,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2853,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2854,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2855,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2856,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2857,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2858,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2859,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2860,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2861,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2862,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2863,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
2864,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2865,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2866,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2867,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2868,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2869,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2870,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2871,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2872,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2873,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2874,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2875,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2876,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2877,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2878,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2879,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2880,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2881,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2882,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2883,Forest,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Forest
2884,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
2885,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2886,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2887,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2888,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2889,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2890,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2891,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2892,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2893,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2894,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2895,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2896,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
2897,Forest,Cropland,Wetland,NULL,Wetland,Water,Wetland,Forest
2898,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2899,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2900,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2901,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2902,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2903,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2904,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2905,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2906,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2907,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2908,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
2909,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
2910,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2911,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2912,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2913,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
2914,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2915,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2916,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2917,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2918,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
2919,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
2920,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
2921,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2922,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
2923,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
2924,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
2925,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
2926,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
2927,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
2928,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
