Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KUE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KUE_M_R
12268,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12269,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Bareland
12270,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Water
12271,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
12272,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
12273,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
12274,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
12275,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
12276,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
12277,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
12278,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Water
12279,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
12280,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12281,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12282,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
12283,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12284,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
12285,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
12286,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12287,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
12288,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
12289,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
12290,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
12291,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
12292,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
12293,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
12294,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
12295,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
12296,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
12297,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
12298,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
12299,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
12300,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
12301,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Forest
12302,Water,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
12303,Water,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Built-up
12304,Water,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Water
12305,Water,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
12306,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
12307,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Wetland
12308,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Bareland
12309,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Water
12310,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Forest
12311,Water,NULL,Forest,Water,Non_Wetland,NULL,Forest,Forest
12312,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
12313,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
12314,Water,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
12315,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
12316,Water,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Grassland
12317,Water,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Forest
12318,Water,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
12319,Water,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
12320,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
12321,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
12322,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
12323,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
12324,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
12325,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
12326,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
12327,Water,NULL,Forest,Water,Non_Wetland,Forest,NULL,Forest
12328,Water,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Forest
12329,Water,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Grassland
12330,Water,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Water
12331,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
12332,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
12333,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
12334,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
12335,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
12336,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
12337,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
12338,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
12339,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
12340,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Water
12341,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
12342,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
12343,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
12344,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Bareland
12345,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Water
12346,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
12347,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
12348,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Water
12349,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
12350,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
12351,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
12352,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Cropland
12353,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Bareland
12354,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Water
12355,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
12356,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
12357,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
12358,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
12359,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
12360,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
12361,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
12362,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
12363,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
12364,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
12365,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
12366,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
12367,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
12368,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
12369,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
12370,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
12371,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
12372,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
12373,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
12374,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
12375,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
12376,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
12377,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
12378,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
12379,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
12380,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
12381,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
12382,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
12383,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
12384,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
12385,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
12386,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
12387,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Water
12388,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Forest
12389,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
12390,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Water
12391,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
12392,Water,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
12393,Water,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,Water
12394,Water,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
12395,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Grassland
12396,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Bareland
12397,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Water
12398,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Forest
12399,Water,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
12400,Water,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
12401,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
12402,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
12403,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
12404,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Cropland
12405,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
12406,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
12407,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Water,Forest
12408,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
12409,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
12410,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
12411,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
12412,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
12413,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
12414,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12415,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Bareland
12416,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
12417,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
12418,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
12419,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
12420,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
12421,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
12422,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
12423,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12424,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
12425,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12426,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12427,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
12428,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12429,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
12430,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
12431,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
12432,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
12433,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
12434,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
12435,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
12436,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Water
12437,Water,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
12438,Water,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
12439,Water,Cropland,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
12440,Water,Cropland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
12441,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
12442,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
12443,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
12444,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
12445,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
12446,Water,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
12447,Water,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,Bareland
12448,Water,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,Water
12449,Water,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,Forest
12450,Water,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
12451,Water,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,Water
12452,Water,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,Forest
12453,Water,Cropland,NULL,Water,Non_Wetland,NULL,Water,Grassland
12454,Water,Cropland,NULL,Water,Non_Wetland,NULL,Water,Water
12455,Water,Cropland,NULL,Water,Non_Wetland,NULL,Water,Forest
12456,Water,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
12457,Water,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
12458,Water,Cropland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
12459,Water,Cropland,NULL,Water,Non_Wetland,Grassland,Water,Grassland
12460,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Water,Water
12461,Water,Cropland,NULL,Water,Non_Wetland,Water,NULL,Grassland
12462,Water,Cropland,NULL,Water,Non_Wetland,Water,NULL,Forest
12463,Water,Cropland,NULL,Water,Non_Wetland,Water,Grassland,Water
12464,Water,Cropland,NULL,Water,Non_Wetland,Water,Wetland,Water
12465,Water,Cropland,NULL,Water,Non_Wetland,Water,Wetland,Forest
12466,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Bareland
12467,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Water
12468,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
12469,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
12470,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
12471,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
12472,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
12473,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
12474,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
12475,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
12476,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
12477,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
12478,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
12479,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
12480,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
12481,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
12482,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
12483,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
12484,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
12485,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
12486,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
12487,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
12488,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
12489,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
12490,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
12491,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
12492,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
12493,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
12494,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
12495,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
12496,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
12497,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
12498,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
12499,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12500,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
12501,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12502,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
12503,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12504,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
12505,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
12506,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Water,Forest
12507,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
12508,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
12509,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
12510,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
12511,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12512,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
12513,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12514,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
12515,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
12516,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
12517,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
12518,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
12519,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
12520,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
12521,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
12522,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12523,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12524,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
12525,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12526,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
12527,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
12528,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
12529,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
12530,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
12531,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
12532,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
12533,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
12534,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
12535,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
12536,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
12537,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
12538,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
12539,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
12540,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
12541,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
12542,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
12543,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
12544,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
12545,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
12546,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
12547,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
12548,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
12549,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
12550,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
12551,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
12552,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
12553,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12554,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
12555,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
12556,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
12557,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12558,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
12559,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
12560,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
12561,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
12562,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
12563,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
12564,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
12565,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
12566,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
12567,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
12568,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12569,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12570,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
12571,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12572,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
12573,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12574,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
12575,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
12576,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
12577,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
12578,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
12579,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
12580,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
12581,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
12582,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
12583,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
12584,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
12585,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
12586,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
12587,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
12588,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
