Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLS_M_R
15690,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Water
15691,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Forest
15692,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Forest
15693,Forest,Cropland,Forest,Water,Non_Wetland,Bareland,NULL,Forest
15694,Forest,Cropland,Forest,Water,Non_Wetland,Water,NULL,Grassland
15695,Forest,Cropland,Forest,Water,Non_Wetland,Water,NULL,Forest
15696,Forest,Cropland,Forest,Water,Non_Wetland,Water,Water,Wetland
15697,Forest,Cropland,Forest,Water,Non_Wetland,Water,Water,Water
15698,Forest,Cropland,Forest,Water,Non_Wetland,Water,Forest,Water
15699,Forest,Cropland,Forest,Water,Non_Wetland,Forest,NULL,Forest
15700,Forest,Cropland,Forest,Water,Non_Wetland,Forest,Water,Wetland
15701,Forest,Cropland,Forest,Water,Non_Wetland,Forest,Water,Forest
15702,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
15703,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
15704,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Wetland
15705,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
15706,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
15707,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
15708,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
15709,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
15710,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
15711,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
15712,Forest,Wetland,NULL,NULL,Non_Wetland,Water,NULL,Wetland
15713,Forest,Wetland,NULL,NULL,Non_Wetland,Water,NULL,Water
15714,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
15715,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
15716,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
15717,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
15718,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
15719,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
15720,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
15721,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
15722,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
15723,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
15724,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
15725,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
15726,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
15727,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
15728,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
15729,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Forest,Cropland
15730,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
15731,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
15732,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
15733,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
15734,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
15735,Forest,Wetland,NULL,Water,Non_Wetland,Water,NULL,Cropland
15736,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
15737,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
15738,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
15739,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
15740,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
15741,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15742,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
15743,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
15744,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
15745,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
15746,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
15747,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
15748,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
15749,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
15750,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
15751,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15752,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15753,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Grassland
15754,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
15755,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
15756,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
15757,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
15758,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
15759,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
15760,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
15761,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
15762,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
15763,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
15764,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
15765,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
15766,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
15767,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
15768,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
15769,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
15770,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
15771,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
15772,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
15773,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15774,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
15775,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
15776,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
15777,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
15778,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
15779,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,NULL,Forest
15780,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
15781,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
15782,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
15783,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
15784,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
15785,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
15786,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
15787,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
15788,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
15789,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
15790,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
15791,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
15792,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Wetland
15793,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
15794,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15795,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
15796,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
15797,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15798,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
15799,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
15800,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
15801,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
15802,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
15803,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
15804,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
15805,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
15806,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
15807,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Forest,Cropland
15808,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
15809,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
15810,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Wetland
15811,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
15812,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
15813,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
15814,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Forest,Wetland
15815,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
15816,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
15817,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
15818,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,Forest,Cropland
15819,Forest,Wetland,Cropland,Water,Non_Wetland,Water,NULL,Cropland
15820,Forest,Wetland,Cropland,Water,Non_Wetland,Water,NULL,Wetland
15821,Forest,Wetland,Cropland,Water,Non_Wetland,Water,Forest,Wetland
15822,Forest,Wetland,Cropland,Water,Non_Wetland,Forest,Forest,Wetland
15823,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
15824,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
15825,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Grassland
15826,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
15827,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
15828,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
15829,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
15830,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
15831,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
15832,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
15833,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
15834,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
15835,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
15836,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
15837,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Forest
15838,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
15839,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
15840,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
15841,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
15842,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
15843,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Cropland
15844,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Forest
15845,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
15846,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
15847,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
15848,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
15849,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
15850,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Grassland
15851,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
15852,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
15853,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
15854,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
15855,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
15856,Forest,Wetland,Wetland,Water,Wetland,NULL,Forest,Wetland
15857,Forest,Wetland,Wetland,Water,Wetland,Forest,Forest,Wetland
15858,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
15859,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
15860,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Forest,Wetland
15861,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Forest,Water
15862,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
15863,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
15864,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
15865,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
15866,Forest,Wetland,Water,Non_Water,Water,Water,Forest,Water
15867,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
15868,Forest,Wetland,Water,Water,Water,NULL,Water,Wetland
15869,Forest,Wetland,Water,Water,Water,NULL,Water,Water
15870,Forest,Wetland,Water,Water,Water,Water,Water,Water
15871,Forest,Wetland,Water,Water,Water,Water,Water,Forest
15872,Forest,Wetland,Water,Water,Water,Water,Forest,Water
15873,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
15874,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
15875,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
15876,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
15877,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Wetland
15878,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
15879,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
15880,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
15881,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
15882,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
15883,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
15884,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
15885,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
15886,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
15887,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
15888,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
15889,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
15890,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
15891,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Wetland
15892,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
15893,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
15894,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
15895,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
15896,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
15897,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
15898,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
15899,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
15900,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
15901,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
15902,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
15903,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
15904,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
15905,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
15906,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
15907,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
15908,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
15909,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
15910,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
15911,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
15912,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
15913,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
15914,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
15915,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
15916,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
15917,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Cropland
15918,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
15919,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
15920,Forest,Bareland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
15921,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
15922,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
15923,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
15924,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
15925,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
15926,Forest,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
15927,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
15928,Forest,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
15929,Forest,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
15930,Forest,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
15931,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
15932,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
15933,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
15934,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
15935,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
15936,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
15937,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
15938,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
15939,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
15940,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
15941,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
15942,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
15943,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
15944,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
15945,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
15946,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
15947,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
15948,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
15949,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
15950,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
15951,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Grassland
15952,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Forest
15953,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
15954,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
15955,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
15956,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
15957,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15958,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15959,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
15960,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
15961,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
15962,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
15963,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
15964,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
15965,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
15966,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
15967,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
15968,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
15969,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
15970,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
15971,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
15972,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
15973,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
15974,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
15975,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
15976,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Forest
15977,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
15978,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
15979,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
15980,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
15981,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
15982,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
15983,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
15984,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
15985,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
15986,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
15987,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
15988,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
15989,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
15990,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
15991,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
15992,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
15993,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
15994,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
15995,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
15996,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
15997,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
15998,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
15999,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Water,Forest
16000,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
16001,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
16002,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
16003,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
16004,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Forest
16005,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
16006,Forest,Built-up,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
16007,Forest,Built-up,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
