Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LXQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LXQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LXQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LXQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LXQ_M_R
15253,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
15254,Water,Water,Water,Non_Water,Water,Forest,NULL,Water
15255,Water,Water,Water,Non_Water,Water,Forest,Shrubland,Water
15256,Water,Water,Water,Non_Water,Water,Forest,Shrubland,Forest
15257,Water,Water,Water,Non_Water,Water,Forest,Water,Grassland
15258,Water,Water,Water,Non_Water,Water,Forest,Water,Wetland
15259,Water,Water,Water,Non_Water,Water,Forest,Water,Water
15260,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
15261,Water,Water,Water,Water,Water,NULL,NULL,NULL
15262,Water,Water,Water,Water,Water,NULL,NULL,Grassland
15263,Water,Water,Water,Water,Water,NULL,NULL,Wetland
15264,Water,Water,Water,Water,Water,NULL,NULL,Water
15265,Water,Water,Water,Water,Water,NULL,NULL,Forest
15266,Water,Water,Water,Water,Water,NULL,Shrubland,Wetland
15267,Water,Water,Water,Water,Water,NULL,Shrubland,Forest
15268,Water,Water,Water,Water,Water,NULL,Grassland,Grassland
15269,Water,Water,Water,Water,Water,NULL,Bareland,Water
15270,Water,Water,Water,Water,Water,NULL,Built-up,Grassland
15271,Water,Water,Water,Water,Water,NULL,Water,NULL
15272,Water,Water,Water,Water,Water,NULL,Water,Grassland
15273,Water,Water,Water,Water,Water,NULL,Water,Cropland
15274,Water,Water,Water,Water,Water,NULL,Water,Wetland
15275,Water,Water,Water,Water,Water,NULL,Water,Water
15276,Water,Water,Water,Water,Water,NULL,Water,Forest
15277,Water,Water,Water,Water,Water,NULL,Forest,Wetland
15278,Water,Water,Water,Water,Water,Shrubland,NULL,Grassland
15279,Water,Water,Water,Water,Water,Shrubland,NULL,Wetland
15280,Water,Water,Water,Water,Water,Shrubland,NULL,Water
15281,Water,Water,Water,Water,Water,Shrubland,NULL,Forest
15282,Water,Water,Water,Water,Water,Shrubland,Shrubland,Grassland
15283,Water,Water,Water,Water,Water,Shrubland,Shrubland,Wetland
15284,Water,Water,Water,Water,Water,Shrubland,Shrubland,Bareland
15285,Water,Water,Water,Water,Water,Shrubland,Shrubland,Water
15286,Water,Water,Water,Water,Water,Shrubland,Shrubland,Forest
15287,Water,Water,Water,Water,Water,Shrubland,Grassland,Grassland
15288,Water,Water,Water,Water,Water,Shrubland,Water,NULL
15289,Water,Water,Water,Water,Water,Shrubland,Water,Grassland
15290,Water,Water,Water,Water,Water,Shrubland,Water,Wetland
15291,Water,Water,Water,Water,Water,Shrubland,Water,Bareland
15292,Water,Water,Water,Water,Water,Shrubland,Water,Water
15293,Water,Water,Water,Water,Water,Shrubland,Water,Forest
15294,Water,Water,Water,Water,Water,Shrubland,Forest,Forest
15295,Water,Water,Water,Water,Water,Grassland,Water,Grassland
15296,Water,Water,Water,Water,Water,Grassland,Water,Wetland
15297,Water,Water,Water,Water,Water,Grassland,Water,Water
15298,Water,Water,Water,Water,Water,Cropland,NULL,Water
15299,Water,Water,Water,Water,Water,Bareland,NULL,Water
15300,Water,Water,Water,Water,Water,Bareland,Shrubland,Water
15301,Water,Water,Water,Water,Water,Bareland,Bareland,Grassland
15302,Water,Water,Water,Water,Water,Bareland,Built-up,Water
15303,Water,Water,Water,Water,Water,Bareland,Water,Grassland
15304,Water,Water,Water,Water,Water,Bareland,Water,Wetland
15305,Water,Water,Water,Water,Water,Bareland,Water,Bareland
15306,Water,Water,Water,Water,Water,Bareland,Water,Built-up
15307,Water,Water,Water,Water,Water,Bareland,Water,Water
15308,Water,Water,Water,Water,Water,Built-up,Water,Grassland
15309,Water,Water,Water,Water,Water,Built-up,Water,Water
15310,Water,Water,Water,Water,Water,Water,NULL,Grassland
15311,Water,Water,Water,Water,Water,Water,NULL,Wetland
15312,Water,Water,Water,Water,Water,Water,NULL,Water
15313,Water,Water,Water,Water,Water,Water,NULL,Forest
15314,Water,Water,Water,Water,Water,Water,Shrubland,NULL
15315,Water,Water,Water,Water,Water,Water,Shrubland,Grassland
15316,Water,Water,Water,Water,Water,Water,Shrubland,Wetland
15317,Water,Water,Water,Water,Water,Water,Shrubland,Bareland
15318,Water,Water,Water,Water,Water,Water,Shrubland,Water
15319,Water,Water,Water,Water,Water,Water,Shrubland,Forest
15320,Water,Water,Water,Water,Water,Water,Grassland,Grassland
15321,Water,Water,Water,Water,Water,Water,Grassland,Water
15322,Water,Water,Water,Water,Water,Water,Bareland,Wetland
15323,Water,Water,Water,Water,Water,Water,Built-up,Bareland
15324,Water,Water,Water,Water,Water,Water,Built-up,Water
15325,Water,Water,Water,Water,Water,Water,Water,NULL
15326,Water,Water,Water,Water,Water,Water,Water,Grassland
15327,Water,Water,Water,Water,Water,Water,Water,Cropland
15328,Water,Water,Water,Water,Water,Water,Water,Wetland
15329,Water,Water,Water,Water,Water,Water,Water,Bareland
15330,Water,Water,Water,Water,Water,Water,Water,Built-up
15331,Water,Water,Water,Water,Water,Water,Water,Water
15332,Water,Water,Water,Water,Water,Water,Water,Forest
15333,Water,Water,Water,Water,Water,Water,Forest,Wetland
15334,Water,Water,Water,Water,Water,Water,Forest,Water
15335,Water,Water,Water,Water,Water,Water,Forest,Forest
15336,Water,Water,Water,Water,Water,Forest,NULL,Water
15337,Water,Water,Water,Water,Water,Forest,NULL,Forest
15338,Water,Water,Water,Water,Water,Forest,Shrubland,Grassland
15339,Water,Water,Water,Water,Water,Forest,Shrubland,Wetland
15340,Water,Water,Water,Water,Water,Forest,Shrubland,Water
15341,Water,Water,Water,Water,Water,Forest,Shrubland,Forest
15342,Water,Water,Water,Water,Water,Forest,Grassland,Wetland
15343,Water,Water,Water,Water,Water,Forest,Water,NULL
15344,Water,Water,Water,Water,Water,Forest,Water,Grassland
15345,Water,Water,Water,Water,Water,Forest,Water,Wetland
15346,Water,Water,Water,Water,Water,Forest,Water,Water
15347,Water,Water,Water,Water,Water,Forest,Water,Forest
15348,Water,Water,Water,Water,Water,Forest,Forest,Wetland
15349,Water,Water,Water,Water,Water,Forest,Forest,Water
15350,Water,Water,Water,Water,Water,Forest,Forest,Forest
15351,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
15352,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
15353,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
15354,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
15355,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
15356,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
15357,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
15358,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
15359,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
15360,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
15361,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
15362,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
15363,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
15364,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
15365,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
15366,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
15367,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
15368,Water,Water,Forest,NULL,Non_Wetland,NULL,Built-up,Wetland
15369,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
15370,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
15371,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Cropland
15372,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
15373,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
15374,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
15375,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
15376,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
15377,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
15378,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
15379,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
15380,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15381,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15382,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
15383,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
15384,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15385,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15386,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
15387,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
15388,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
15389,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
15390,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
15391,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
15392,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
15393,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
15394,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
15395,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
15396,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
15397,Water,Water,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
15398,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
15399,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15400,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
15401,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
15402,Water,Water,Forest,NULL,Non_Wetland,Bareland,Built-up,Water
15403,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
15404,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
15405,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
15406,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,NULL
15407,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
15408,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Wetland
15409,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
15410,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
15411,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
15412,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
15413,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
15414,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Built-up
15415,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
15416,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
15417,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
15418,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
15419,Water,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
15420,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
15421,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Cropland
15422,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
15423,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
15424,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
15425,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
15426,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
15427,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
15428,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
15429,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
15430,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
15431,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
15432,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
15433,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
15434,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
15435,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
15436,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
15437,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Wetland
15438,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
15439,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
15440,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
15441,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
15442,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
15443,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
15444,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
15445,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
15446,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
15447,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
15448,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
15449,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Water
15450,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
15451,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
15452,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
15453,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
15454,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
15455,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
15456,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Cropland
15457,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
15458,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Bareland
15459,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
15460,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
15461,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
15462,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
15463,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
15464,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Water
15465,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
15466,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
15467,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
15468,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
15469,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
15470,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
15471,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
15472,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
15473,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
15474,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
15475,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
15476,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
15477,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
15478,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15479,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
15480,Water,Water,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
15481,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Water
15482,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
15483,Water,Water,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
15484,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
15485,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
15486,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Cropland
15487,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
15488,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
15489,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
15490,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
15491,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
15492,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
15493,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
15494,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
15495,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,NULL
15496,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
15497,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
15498,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Wetland
15499,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
15500,Water,Water,Forest,Non_Water,Non_Wetland,Water,Built-up,Wetland
15501,Water,Water,Forest,Non_Water,Non_Wetland,Water,Built-up,Water
15502,Water,Water,Forest,Non_Water,Non_Wetland,Water,Built-up,Forest
15503,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,NULL
15504,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
15505,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Cropland
15506,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
15507,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
15508,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
15509,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
15510,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,NULL
15511,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
15512,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
15513,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
15514,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
15515,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
15516,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
15517,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
15518,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
15519,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
15520,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Water
15521,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
15522,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
15523,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
15524,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
15525,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
15526,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
15527,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
15528,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
15529,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
15530,Water,Water,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
15531,Water,Water,Forest,Water,Non_Wetland,NULL,Shrubland,Water
15532,Water,Water,Forest,Water,Non_Wetland,NULL,Shrubland,Forest
15533,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
15534,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
15535,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Cropland
15536,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Wetland
15537,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
15538,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
15539,Water,Water,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
15540,Water,Water,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
15541,Water,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
15542,Water,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
15543,Water,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
15544,Water,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
15545,Water,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
15546,Water,Water,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
15547,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,NULL
15548,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
15549,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
15550,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Water
15551,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Forest
15552,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
15553,Water,Water,Forest,Water,Non_Wetland,Bareland,NULL,Grassland
15554,Water,Water,Forest,Water,Non_Wetland,Bareland,Built-up,Grassland
15555,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
15556,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
15557,Water,Water,Forest,Water,Non_Wetland,Built-up,Built-up,Grassland
15558,Water,Water,Forest,Water,Non_Wetland,Water,NULL,NULL
15559,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Grassland
15560,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Wetland
15561,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
15562,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
15563,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
15564,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Wetland
15565,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
15566,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Forest
15567,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
15568,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
15569,Water,Water,Forest,Water,Non_Wetland,Water,Built-up,Wetland
15570,Water,Water,Forest,Water,Non_Wetland,Water,Built-up,Water
15571,Water,Water,Forest,Water,Non_Wetland,Water,Water,NULL
15572,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
15573,Water,Water,Forest,Water,Non_Wetland,Water,Water,Cropland
15574,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
15575,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
15576,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
15577,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
