Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MTB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MTB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MTB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MTB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MTB_M_R
27846,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
27847,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
27848,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
27849,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
27850,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
27851,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
27852,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
27853,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
27854,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
27855,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
27856,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
27857,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
27858,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
27859,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
27860,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
27861,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
27862,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
27863,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
27864,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
27865,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
27866,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
27867,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
27868,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
27869,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
27870,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
27871,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,Water,Grassland
27872,Forest,Built-up,Cropland,Water,Non_Wetland,Bareland,NULL,Forest
27873,Forest,Built-up,Wetland,NULL,NULL,Shrubland,NULL,Forest
27874,Forest,Built-up,Wetland,NULL,NULL,Water,Bareland,Grassland
27875,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
27876,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
27877,Forest,Built-up,Wetland,NULL,Wetland,NULL,Shrubland,Forest
27878,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Wetland
27879,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
27880,Forest,Built-up,Wetland,NULL,Wetland,NULL,Built-up,NULL
27881,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,Grassland
27882,Forest,Built-up,Wetland,NULL,Wetland,NULL,Forest,Forest
27883,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,NULL
27884,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
27885,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
27886,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,Forest
27887,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
27888,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
27889,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
27890,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Bareland,NULL
27891,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
27892,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
27893,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Built-up,NULL
27894,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Built-up,Grassland
27895,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Built-up,Wetland
27896,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Built-up,Forest
27897,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Water,Forest
27898,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
27899,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Forest,Forest
27900,Forest,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Grassland
27901,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
27902,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
27903,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Water,Grassland
27904,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
27905,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
27906,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Wetland
27907,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Wetland
27908,Forest,Built-up,Wetland,NULL,Wetland,Bareland,NULL,NULL
27909,Forest,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Wetland
27910,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,NULL
27911,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
27912,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
27913,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Water,Wetland
27914,Forest,Built-up,Wetland,NULL,Wetland,Water,Water,Grassland
27915,Forest,Built-up,Wetland,NULL,Wetland,Forest,NULL,Grassland
27916,Forest,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Grassland
27917,Forest,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Wetland
27918,Forest,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Forest
27919,Forest,Built-up,Wetland,NULL,Wetland,Forest,Built-up,NULL
27920,Forest,Built-up,Wetland,NULL,Wetland,Forest,Built-up,Wetland
27921,Forest,Built-up,Wetland,NULL,Wetland,Forest,Built-up,Built-up
27922,Forest,Built-up,Wetland,NULL,Wetland,Forest,Built-up,Forest
27923,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,Grassland
27924,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,Wetland
27925,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
27926,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Grassland
27927,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Forest
27928,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Forest,Forest
27929,Forest,Built-up,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
27930,Forest,Built-up,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
27931,Forest,Built-up,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
27932,Forest,Built-up,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
27933,Forest,Built-up,Wetland,Non_Water,Wetland,Shrubland,Bareland,Wetland
27934,Forest,Built-up,Wetland,Non_Water,Wetland,Shrubland,Built-up,NULL
27935,Forest,Built-up,Wetland,Non_Water,Wetland,Shrubland,Built-up,Cropland
27936,Forest,Built-up,Wetland,Non_Water,Wetland,Shrubland,Built-up,Wetland
27937,Forest,Built-up,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
27938,Forest,Built-up,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
27939,Forest,Built-up,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
27940,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
27941,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
27942,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
27943,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
27944,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
27945,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Bareland,Wetland
27946,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Built-up,Wetland
27947,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Built-up,Forest
27948,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
27949,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
27950,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
27951,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
27952,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
27953,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
27954,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Wetland,NULL
27955,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Bareland,Wetland
27956,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Built-up,Forest
27957,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Water,Wetland
27958,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Water,Forest
27959,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Forest,Forest
27960,Forest,Built-up,Wetland,Water,NULL,Shrubland,Bareland,Grassland
27961,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
27962,Forest,Built-up,Wetland,Water,Wetland,NULL,Water,Forest
27963,Forest,Built-up,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
27964,Forest,Built-up,Wetland,Water,Wetland,Shrubland,Built-up,Cropland
27965,Forest,Built-up,Wetland,Water,Wetland,Shrubland,Water,Forest
27966,Forest,Built-up,Wetland,Water,Wetland,Grassland,Bareland,Wetland
27967,Forest,Built-up,Wetland,Water,Wetland,Grassland,Bareland,Forest
27968,Forest,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Wetland
27969,Forest,Built-up,Wetland,Water,Wetland,Wetland,Water,Wetland
27970,Forest,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
27971,Forest,Built-up,Wetland,Water,Wetland,Bareland,Water,Grassland
27972,Forest,Built-up,Wetland,Water,Wetland,Water,Water,Wetland
27973,Forest,Built-up,Wetland,Water,Wetland,Forest,Water,Wetland
27974,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
27975,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
27976,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
27977,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,NULL,NULL
27978,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
27979,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
27980,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
27981,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
27982,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Built-up,Forest
27983,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
27984,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
27985,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
27986,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
27987,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
27988,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
27989,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,NULL,Built-up
27990,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
27991,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
27992,Forest,Built-up,Bareland,Water,Non_Wetland,Shrubland,NULL,Forest
27993,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
27994,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
27995,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
27996,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
27997,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
27998,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
27999,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
28000,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
28001,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
28002,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
28003,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
28004,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
28005,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
28006,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
28007,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
28008,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
28009,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
28010,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
28011,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
28012,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
28013,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
28014,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
28015,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
28016,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
28017,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
28018,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
28019,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
28020,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
28021,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
28022,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
28023,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
28024,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
28025,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Wetland
28026,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
28027,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
28028,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
28029,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
28030,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Wetland
28031,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
28032,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
28033,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
28034,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
28035,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
28036,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
28037,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
28038,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
28039,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
28040,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
28041,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
28042,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
28043,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
28044,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Wetland
28045,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
28046,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
28047,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
28048,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
28049,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
28050,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
28051,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
28052,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
28053,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
28054,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
28055,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
28056,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
28057,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,NULL
28058,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
28059,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
28060,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
28061,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
28062,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
28063,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
28064,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
28065,Forest,Built-up,Water,Non_Water,Water,Wetland,Water,Forest
28066,Forest,Built-up,Water,Water,Water,Shrubland,Water,Grassland
28067,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
28068,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
28069,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
28070,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
28071,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
28072,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
28073,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
28074,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
28075,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
28076,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
28077,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
28078,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
28079,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
28080,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
28081,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
28082,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,NULL
28083,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
28084,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
28085,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
28086,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
28087,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
28088,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
28089,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
28090,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
28091,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
28092,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
28093,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
28094,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
28095,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
28096,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
28097,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
28098,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
28099,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
28100,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
28101,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
28102,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
28103,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
28104,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
28105,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
28106,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
28107,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
28108,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
28109,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
28110,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
28111,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
28112,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
28113,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
28114,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
28115,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
28116,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
28117,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
28118,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
28119,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
28120,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
28121,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
28122,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
28123,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
28124,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
28125,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
28126,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
28127,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
28128,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
28129,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
28130,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
28131,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,Built-up,NULL
28132,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,Built-up,Grassland
28133,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,Built-up,Forest
28134,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
28135,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
28136,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
28137,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
28138,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
28139,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
28140,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
28141,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
28142,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
28143,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
28144,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
28145,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
28146,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
28147,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
28148,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
28149,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
28150,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
28151,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
28152,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
28153,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
28154,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
28155,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
28156,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
28157,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
