Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NWK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NWK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NWK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NWK_M_R
2709,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2710,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2711,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
2712,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
2713,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2714,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
2715,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2716,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2717,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2718,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2719,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2720,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2721,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2722,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2723,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2724,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2725,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2726,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2727,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2728,Forest,Cropland,Water,NULL,Water,NULL,NULL,Bareland
2729,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
2730,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
2731,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
2732,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
2733,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
2734,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
2735,Forest,Cropland,Water,Water,Water,NULL,NULL,Bareland
2736,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
2737,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
2738,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2739,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2740,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2741,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2742,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2743,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2744,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2745,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2746,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2747,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2748,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2749,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2750,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2751,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2752,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2753,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2754,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
2755,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2756,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2757,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2758,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2759,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2760,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2761,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2762,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2763,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2764,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2765,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2766,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2767,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2768,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2769,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2770,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2771,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2772,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2773,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2774,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2775,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2776,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2777,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2778,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2779,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2780,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2781,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2782,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2783,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2784,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
2785,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2786,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2787,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2788,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2789,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
2790,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
2791,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
2792,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2793,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
2794,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2795,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2796,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
2797,Forest,Wetland,Water,NULL,Water,NULL,NULL,Cropland
2798,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
2799,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
2800,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
2801,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
2802,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
2803,Forest,Wetland,Water,Water,Water,NULL,NULL,Cropland
2804,Forest,Wetland,Water,Water,Water,NULL,NULL,Bareland
2805,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
2806,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
2807,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2808,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2809,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2810,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2811,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2812,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2813,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2814,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2815,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2816,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
2817,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2818,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2819,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2820,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2821,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2822,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2823,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2824,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2825,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2826,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2827,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2828,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2829,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2830,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2831,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2832,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2833,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2834,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
2835,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
2836,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
2837,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2838,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2839,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2840,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2841,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2842,Forest,Bareland,Water,NULL,Water,NULL,NULL,Grassland
2843,Forest,Bareland,Water,NULL,Water,NULL,NULL,Bareland
2844,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
2845,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2846,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2847,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2848,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2849,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2850,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2851,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
2852,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2853,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2854,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2855,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2856,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2857,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2858,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2859,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2860,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2861,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2862,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2863,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2864,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2865,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2866,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2867,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2868,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2869,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2870,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2871,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2872,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2873,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2874,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2875,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2876,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2877,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2878,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2879,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2880,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2881,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
2882,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
2883,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
2884,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
2885,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
2886,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Cropland
2887,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
2888,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
2889,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2890,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2891,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2892,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2893,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2894,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2895,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2896,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2897,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2898,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2899,Forest,Built-up,Water,NULL,Water,NULL,NULL,Grassland
2900,Forest,Built-up,Water,NULL,Water,NULL,NULL,Bareland
2901,Forest,Built-up,Water,NULL,Water,NULL,NULL,Water
2902,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
2903,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Cropland
2904,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
2905,Forest,Built-up,Water,Water,Water,NULL,NULL,Grassland
2906,Forest,Built-up,Water,Water,Water,NULL,NULL,Forest
2907,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2908,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2909,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2910,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2911,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2912,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
2913,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2914,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2915,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2916,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2917,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
2918,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2919,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2920,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2921,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2922,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2923,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2924,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2925,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2926,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2927,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2928,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2929,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2930,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2931,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2932,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2933,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2934,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2935,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2936,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2937,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2938,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2939,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2940,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2941,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2942,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2943,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2944,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2945,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2946,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2947,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2948,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2949,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2950,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2951,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2952,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2953,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2954,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2955,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2956,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2957,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2958,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2959,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2960,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2961,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
2962,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2963,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Built-up
2964,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2965,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2966,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2967,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2968,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2969,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2970,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2971,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2972,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
2973,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2974,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2975,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
2976,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2977,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2978,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2979,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2980,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2981,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2982,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2983,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2984,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2985,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2986,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
2987,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
2988,Forest,Water,Water,NULL,Water,NULL,NULL,Water
2989,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
2990,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2991,Forest,Water,Water,Non_Water,Water,NULL,NULL,Cropland
2992,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2993,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
2994,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
2995,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
2996,Forest,Water,Water,Water,Water,NULL,NULL,Cropland
2997,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
2998,Forest,Water,Water,Water,Water,NULL,NULL,Water
2999,Forest,Water,Water,Water,Water,NULL,NULL,Forest
3000,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3001,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3002,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3003,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3004,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3005,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3006,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
3007,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3008,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3009,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
3010,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3011,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3012,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3013,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3014,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
3015,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3016,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
3017,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
3018,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3019,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3020,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3021,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3022,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
3023,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3024,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3025,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
3026,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3027,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
3028,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
3029,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3030,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3031,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3032,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3033,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3034,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3035,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3036,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
3037,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3038,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3039,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3040,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
3041,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3042,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3043,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3044,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
3045,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3046,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3047,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3048,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3049,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3050,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3051,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3052,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3053,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3054,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
