Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KKF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KKF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KKF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KKF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KKF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KKF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KKF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KKF_M_R
1879,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1880,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1881,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1882,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1883,Bareland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1884,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1885,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
1886,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1887,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1888,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
1889,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
1890,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
1891,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1892,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1893,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1894,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1895,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1896,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1897,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1898,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1899,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1900,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1901,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1902,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1903,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1904,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1905,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1906,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1907,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1908,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1909,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1910,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1911,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1912,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1913,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1914,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1915,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1916,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1917,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1918,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1919,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1920,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1921,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1922,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1923,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1924,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1925,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1926,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1927,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1928,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1929,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1930,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1931,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1932,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1933,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1934,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1935,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1936,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1937,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1938,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1939,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1940,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1941,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1942,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1943,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1944,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1945,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1946,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1947,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1948,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1949,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1950,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1951,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1952,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1953,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1954,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1955,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1956,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1957,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1958,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1959,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1960,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1961,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1962,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1963,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1964,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1965,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1966,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1967,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1968,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1969,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1970,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1971,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1972,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1973,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1974,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1975,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1976,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1977,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1978,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1979,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1980,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1981,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1982,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1983,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1984,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1985,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1986,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1987,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1988,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1989,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
1990,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1991,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1992,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1993,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1994,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1995,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1996,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1997,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1998,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1999,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2000,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2001,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2002,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2003,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2004,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2005,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2006,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2007,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2008,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2009,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2010,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2011,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2012,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2013,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2014,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2015,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2016,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
2017,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2018,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2019,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
2020,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
2021,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
2022,Water,NULL,Water,NULL,Water,NULL,NULL,Water
2023,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
2024,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2025,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2026,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2027,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
2028,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
2029,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
2030,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
2031,Water,NULL,Water,Water,Water,NULL,NULL,Water
2032,Water,NULL,Water,Water,Water,NULL,NULL,Forest
2033,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2034,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2035,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2036,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2037,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2038,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2039,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2040,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2041,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2042,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2043,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2044,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2045,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2046,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2047,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2048,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2049,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2050,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
2051,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2052,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2053,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2054,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2055,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2056,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2057,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2058,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2059,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2060,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2061,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2062,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2063,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2064,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2065,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2066,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2067,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2068,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2069,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2070,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2071,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2072,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
2073,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2074,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
2075,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2076,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
2077,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2078,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2079,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2080,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2081,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2082,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2083,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2084,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2085,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2086,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2087,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2088,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
2089,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
2090,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
2091,Water,Cropland,Water,Water,Water,NULL,NULL,Cropland
2092,Water,Cropland,Water,Water,Water,NULL,NULL,Water
2093,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2094,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2095,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2096,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2097,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
2098,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2099,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2100,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2101,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2102,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2103,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2104,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
2105,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
2106,Water,Wetland,Water,Water,Water,NULL,NULL,Water
2107,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2108,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2109,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2110,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2111,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2112,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2113,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2114,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2115,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2116,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
2117,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2118,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2119,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2120,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2121,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2122,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2123,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2124,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2125,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2126,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2127,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2128,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2129,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2130,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2131,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2132,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2133,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2134,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2135,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2136,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2137,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2138,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2139,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2140,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2141,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2142,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2143,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
2144,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2145,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2146,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
2147,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
2148,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2149,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2150,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2151,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2152,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
2153,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
2154,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2155,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
2156,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2157,Water,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
2158,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2159,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2160,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2161,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2162,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2163,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2164,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2165,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2166,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2167,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2168,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2169,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2170,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2171,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2172,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2173,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2174,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2175,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
2176,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
2177,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
2178,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
2179,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
2180,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
2181,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
2182,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
2183,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
2184,Water,Bareland,Water,Water,Water,NULL,NULL,Water
2185,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2186,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2187,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2188,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2189,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2190,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2191,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2192,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2193,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2194,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2195,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
2196,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2197,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2198,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2199,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2200,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2201,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2202,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2203,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2204,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2205,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2206,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2207,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2208,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2209,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2210,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2211,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2212,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2213,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2214,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2215,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2216,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2217,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2218,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2219,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2220,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2221,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2222,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2223,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2224,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2225,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2226,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2227,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2228,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
