Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MQP_M_R
2115,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
2116,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
2117,Water,NULL,Shrubland,Water,Non_Wetland,Built-up
2118,Water,NULL,Shrubland,Water,Non_Wetland,Water
2119,Water,NULL,Shrubland,Water,Non_Wetland,Forest
2120,Water,NULL,Grassland,NULL,Non_Wetland,NULL
2121,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
2122,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
2123,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
2124,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
2125,Water,NULL,Grassland,NULL,Non_Wetland,Water
2126,Water,NULL,Grassland,NULL,Non_Wetland,Forest
2127,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
2128,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
2129,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
2130,Water,NULL,Grassland,Non_Water,Non_Wetland,Water
2131,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
2132,Water,NULL,Grassland,Water,Non_Wetland,Grassland
2133,Water,NULL,Grassland,Water,Non_Wetland,Bareland
2134,Water,NULL,Grassland,Water,Non_Wetland,Water
2135,Water,NULL,Grassland,Water,Non_Wetland,Forest
2136,Water,NULL,Cropland,NULL,Non_Wetland,NULL
2137,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
2138,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
2139,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
2140,Water,NULL,Cropland,NULL,Non_Wetland,Built-up
2141,Water,NULL,Cropland,NULL,Non_Wetland,Water
2142,Water,NULL,Cropland,NULL,Non_Wetland,Forest
2143,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL
2144,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
2145,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
2146,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
2147,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
2148,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
2149,Water,NULL,Cropland,Water,Non_Wetland,Grassland
2150,Water,NULL,Cropland,Water,Non_Wetland,Cropland
2151,Water,NULL,Cropland,Water,Non_Wetland,Bareland
2152,Water,NULL,Cropland,Water,Non_Wetland,Built-up
2153,Water,NULL,Cropland,Water,Non_Wetland,Water
2154,Water,NULL,Cropland,Water,Non_Wetland,Forest
2155,Water,NULL,Wetland,NULL,Wetland,Grassland
2156,Water,NULL,Wetland,NULL,Wetland,Bareland
2157,Water,NULL,Wetland,NULL,Wetland,Water
2158,Water,NULL,Wetland,NULL,Wetland,Forest
2159,Water,NULL,Wetland,Non_Water,Wetland,Grassland
2160,Water,NULL,Wetland,Non_Water,Wetland,Bareland
2161,Water,NULL,Wetland,Non_Water,Wetland,Water
2162,Water,NULL,Wetland,Non_Water,Wetland,Forest
2163,Water,NULL,Wetland,Water,Wetland,Grassland
2164,Water,NULL,Wetland,Water,Wetland,Cropland
2165,Water,NULL,Wetland,Water,Wetland,Bareland
2166,Water,NULL,Wetland,Water,Wetland,Water
2167,Water,NULL,Wetland,Water,Wetland,Forest
2168,Water,NULL,Bareland,NULL,Non_Wetland,NULL
2169,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
2170,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
2171,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
2172,Water,NULL,Bareland,NULL,Non_Wetland,Built-up
2173,Water,NULL,Bareland,NULL,Non_Wetland,Water
2174,Water,NULL,Bareland,NULL,Non_Wetland,Forest
2175,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
2176,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
2177,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
2178,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
2179,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
2180,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
2181,Water,NULL,Bareland,Water,Non_Wetland,Grassland
2182,Water,NULL,Bareland,Water,Non_Wetland,Cropland
2183,Water,NULL,Bareland,Water,Non_Wetland,Bareland
2184,Water,NULL,Bareland,Water,Non_Wetland,Water
2185,Water,NULL,Bareland,Water,Non_Wetland,Forest
2186,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
2187,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
2188,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
2189,Water,NULL,Built-up,NULL,Non_Wetland,Forest
2190,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
2191,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland
2192,Water,NULL,Water,NULL,Water,Grassland
2193,Water,NULL,Water,NULL,Water,Cropland
2194,Water,NULL,Water,NULL,Water,Bareland
2195,Water,NULL,Water,NULL,Water,Water
2196,Water,NULL,Water,NULL,Water,Forest
2197,Water,NULL,Water,Non_Water,Water,Grassland
2198,Water,NULL,Water,Non_Water,Water,Cropland
2199,Water,NULL,Water,Non_Water,Water,Bareland
2200,Water,NULL,Water,Non_Water,Water,Forest
2201,Water,NULL,Water,Water,Water,Grassland
2202,Water,NULL,Water,Water,Water,Cropland
2203,Water,NULL,Water,Water,Water,Bareland
2204,Water,NULL,Water,Water,Water,Water
2205,Water,NULL,Water,Water,Water,Forest
2206,Water,NULL,Forest,NULL,Non_Wetland,NULL
2207,Water,NULL,Forest,NULL,Non_Wetland,Grassland
2208,Water,NULL,Forest,NULL,Non_Wetland,Cropland
2209,Water,NULL,Forest,NULL,Non_Wetland,Bareland
2210,Water,NULL,Forest,NULL,Non_Wetland,Built-up
2211,Water,NULL,Forest,NULL,Non_Wetland,Water
2212,Water,NULL,Forest,NULL,Non_Wetland,Forest
2213,Water,NULL,Forest,Non_Water,Non_Wetland,NULL
2214,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
2215,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
2216,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland
2217,Water,NULL,Forest,Non_Water,Non_Wetland,Built-up
2218,Water,NULL,Forest,Non_Water,Non_Wetland,Water
2219,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
2220,Water,NULL,Forest,Water,Non_Wetland,Grassland
2221,Water,NULL,Forest,Water,Non_Wetland,Cropland
2222,Water,NULL,Forest,Water,Non_Wetland,Bareland
2223,Water,NULL,Forest,Water,Non_Wetland,Water
2224,Water,NULL,Forest,Water,Non_Wetland,Forest
2225,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
2226,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2227,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2228,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2229,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
2230,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
2231,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
2232,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
2233,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
2234,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
2235,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
2236,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
2237,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
2238,Water,Cropland,Shrubland,Water,Non_Wetland,Water
2239,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
2240,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
2241,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
2242,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
2243,Water,Cropland,Grassland,NULL,Non_Wetland,Water
2244,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
2245,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
2246,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
2247,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
2248,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
2249,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
2250,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
2251,Water,Cropland,Cropland,NULL,Non_Wetland,Water
2252,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
2253,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
2254,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
2255,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
2256,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water
2257,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
2258,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
2259,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
2260,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
2261,Water,Cropland,Cropland,Water,Non_Wetland,Water
2262,Water,Cropland,Cropland,Water,Non_Wetland,Forest
2263,Water,Cropland,Wetland,NULL,Wetland,Cropland
2264,Water,Cropland,Wetland,NULL,Wetland,Water
2265,Water,Cropland,Wetland,NULL,Wetland,Forest
2266,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
2267,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
2268,Water,Cropland,Wetland,Non_Water,Wetland,Bareland
2269,Water,Cropland,Wetland,Non_Water,Wetland,Water
2270,Water,Cropland,Wetland,Non_Water,Wetland,Forest
2271,Water,Cropland,Wetland,Water,Wetland,Grassland
2272,Water,Cropland,Wetland,Water,Wetland,Bareland
2273,Water,Cropland,Wetland,Water,Wetland,Water
2274,Water,Cropland,Wetland,Water,Wetland,Forest
2275,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
2276,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
2277,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
2278,Water,Cropland,Bareland,NULL,Non_Wetland,Water
2279,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
2280,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
2281,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
2282,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
2283,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water
2284,Water,Cropland,Bareland,Non_Water,Non_Wetland,Forest
2285,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
2286,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
2287,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
2288,Water,Cropland,Bareland,Water,Non_Wetland,Water
2289,Water,Cropland,Bareland,Water,Non_Wetland,Forest
2290,Water,Cropland,Water,NULL,Water,Grassland
2291,Water,Cropland,Water,NULL,Water,Cropland
2292,Water,Cropland,Water,NULL,Water,Bareland
2293,Water,Cropland,Water,NULL,Water,Water
2294,Water,Cropland,Water,NULL,Water,Forest
2295,Water,Cropland,Water,Non_Water,Water,Grassland
2296,Water,Cropland,Water,Non_Water,Water,Cropland
2297,Water,Cropland,Water,Non_Water,Water,Bareland
2298,Water,Cropland,Water,Non_Water,Water,Water
2299,Water,Cropland,Water,Non_Water,Water,Forest
2300,Water,Cropland,Water,Water,Water,Grassland
2301,Water,Cropland,Water,Water,Water,Cropland
2302,Water,Cropland,Water,Water,Water,Bareland
2303,Water,Cropland,Water,Water,Water,Water
2304,Water,Cropland,Water,Water,Water,Forest
2305,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
2306,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
2307,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
2308,Water,Cropland,Forest,NULL,Non_Wetland,Water
2309,Water,Cropland,Forest,NULL,Non_Wetland,Forest
2310,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
2311,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
2312,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland
2313,Water,Cropland,Forest,Non_Water,Non_Wetland,Water
2314,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
2315,Water,Cropland,Forest,Water,Non_Wetland,Cropland
2316,Water,Cropland,Forest,Water,Non_Wetland,Bareland
2317,Water,Cropland,Forest,Water,Non_Wetland,Water
2318,Water,Cropland,Forest,Water,Non_Wetland,Forest
2319,Water,Wetland,Bareland,Water,Non_Wetland,Bareland
2320,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
2321,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2322,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
2323,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
2324,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
2325,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Cropland
2326,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
2327,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
2328,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
2329,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
2330,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
2331,Water,Bareland,Shrubland,Water,Non_Wetland,Water
2332,Water,Bareland,Shrubland,Water,Non_Wetland,Forest
2333,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
2334,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
2335,Water,Bareland,Grassland,NULL,Non_Wetland,Water
2336,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
2337,Water,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
2338,Water,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
2339,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
2340,Water,Bareland,Grassland,Non_Water,Non_Wetland,Water
2341,Water,Bareland,Grassland,Non_Water,Non_Wetland,Forest
2342,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
2343,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
2344,Water,Bareland,Grassland,Water,Non_Wetland,Water
2345,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
2346,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
2347,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
2348,Water,Bareland,Cropland,NULL,Non_Wetland,Water
2349,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
2350,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
2351,Water,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
2352,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
2353,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water
2354,Water,Bareland,Cropland,Non_Water,Non_Wetland,Forest
2355,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
2356,Water,Bareland,Cropland,Water,Non_Wetland,Cropland
2357,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
2358,Water,Bareland,Cropland,Water,Non_Wetland,Water
2359,Water,Bareland,Cropland,Water,Non_Wetland,Forest
2360,Water,Bareland,Wetland,NULL,Wetland,Grassland
2361,Water,Bareland,Wetland,NULL,Wetland,Bareland
2362,Water,Bareland,Wetland,NULL,Wetland,Water
2363,Water,Bareland,Wetland,NULL,Wetland,Forest
2364,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
2365,Water,Bareland,Wetland,Non_Water,Wetland,Cropland
2366,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
2367,Water,Bareland,Wetland,Non_Water,Wetland,Water
2368,Water,Bareland,Wetland,Non_Water,Wetland,Forest
2369,Water,Bareland,Wetland,Water,Wetland,Grassland
2370,Water,Bareland,Wetland,Water,Wetland,Cropland
2371,Water,Bareland,Wetland,Water,Wetland,Bareland
2372,Water,Bareland,Wetland,Water,Wetland,Water
2373,Water,Bareland,Wetland,Water,Wetland,Forest
2374,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
2375,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
2376,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
2377,Water,Bareland,Bareland,NULL,Non_Wetland,Water
2378,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
2379,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
2380,Water,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
2381,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
2382,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
2383,Water,Bareland,Bareland,Non_Water,Non_Wetland,Forest
2384,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
2385,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
2386,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
2387,Water,Bareland,Bareland,Water,Non_Wetland,Water
2388,Water,Bareland,Bareland,Water,Non_Wetland,Forest
2389,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
2390,Water,Bareland,Built-up,Non_Water,Non_Wetland,Forest
2391,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
2392,Water,Bareland,Built-up,Water,Non_Wetland,Water
2393,Water,Bareland,Water,NULL,Water,Cropland
2394,Water,Bareland,Water,NULL,Water,Bareland
2395,Water,Bareland,Water,NULL,Water,Water
2396,Water,Bareland,Water,NULL,Water,Forest
2397,Water,Bareland,Water,Non_Water,Water,Grassland
2398,Water,Bareland,Water,Non_Water,Water,Cropland
2399,Water,Bareland,Water,Non_Water,Water,Bareland
2400,Water,Bareland,Water,Non_Water,Water,Water
2401,Water,Bareland,Water,Non_Water,Water,Forest
2402,Water,Bareland,Water,Water,Water,Grassland
2403,Water,Bareland,Water,Water,Water,Cropland
2404,Water,Bareland,Water,Water,Water,Bareland
2405,Water,Bareland,Water,Water,Water,Water
2406,Water,Bareland,Water,Water,Water,Forest
2407,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
2408,Water,Bareland,Forest,NULL,Non_Wetland,Cropland
2409,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
2410,Water,Bareland,Forest,NULL,Non_Wetland,Water
2411,Water,Bareland,Forest,NULL,Non_Wetland,Forest
2412,Water,Bareland,Forest,Non_Water,Non_Wetland,Grassland
2413,Water,Bareland,Forest,Non_Water,Non_Wetland,Cropland
2414,Water,Bareland,Forest,Non_Water,Non_Wetland,Bareland
2415,Water,Bareland,Forest,Non_Water,Non_Wetland,Water
2416,Water,Bareland,Forest,Non_Water,Non_Wetland,Forest
2417,Water,Bareland,Forest,Water,Non_Wetland,Grassland
2418,Water,Bareland,Forest,Water,Non_Wetland,Bareland
2419,Water,Bareland,Forest,Water,Non_Wetland,Water
2420,Water,Bareland,Forest,Water,Non_Wetland,Forest
2421,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
2422,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2423,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2424,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
2425,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2426,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
2427,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
2428,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
2429,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
2430,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water
2431,Water,Built-up,Shrubland,Water,Non_Wetland,Cropland
2432,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland
2433,Water,Built-up,Shrubland,Water,Non_Wetland,Water
2434,Water,Built-up,Shrubland,Water,Non_Wetland,Forest
2435,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
2436,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
2437,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
2438,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
2439,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
2440,Water,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
2441,Water,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
2442,Water,Built-up,Grassland,Non_Water,Non_Wetland,Forest
2443,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
2444,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
2445,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
2446,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up
2447,Water,Built-up,Cropland,NULL,Non_Wetland,Water
2448,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
2449,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
2450,Water,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
2451,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
2452,Water,Built-up,Cropland,Non_Water,Non_Wetland,Water
2453,Water,Built-up,Cropland,Non_Water,Non_Wetland,Forest
2454,Water,Built-up,Cropland,Water,Non_Wetland,Bareland
2455,Water,Built-up,Cropland,Water,Non_Wetland,Water
2456,Water,Built-up,Cropland,Water,Non_Wetland,Forest
2457,Water,Built-up,Wetland,NULL,Wetland,Water
2458,Water,Built-up,Wetland,NULL,Wetland,Forest
2459,Water,Built-up,Wetland,Non_Water,Wetland,Grassland
2460,Water,Built-up,Wetland,Water,Wetland,Bareland
2461,Water,Built-up,Wetland,Water,Wetland,Water
2462,Water,Built-up,Wetland,Water,Wetland,Forest
2463,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
2464,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
2465,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up
2466,Water,Built-up,Bareland,NULL,Non_Wetland,Water
2467,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
2468,Water,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
2469,Water,Built-up,Bareland,Non_Water,Non_Wetland,Water
2470,Water,Built-up,Bareland,Water,Non_Wetland,Grassland
2471,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
2472,Water,Built-up,Bareland,Water,Non_Wetland,Water
2473,Water,Built-up,Bareland,Water,Non_Wetland,Forest
2474,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
2475,Water,Built-up,Built-up,NULL,Non_Wetland,Cropland
2476,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
2477,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
2478,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
2479,Water,Built-up,Water,NULL,Water,Grassland
2480,Water,Built-up,Water,NULL,Water,Water
2481,Water,Built-up,Water,NULL,Water,Forest
2482,Water,Built-up,Water,Non_Water,Water,Bareland
2483,Water,Built-up,Water,Non_Water,Water,Water
2484,Water,Built-up,Water,Non_Water,Water,Forest
2485,Water,Built-up,Water,Water,Water,Grassland
2486,Water,Built-up,Water,Water,Water,Bareland
2487,Water,Built-up,Water,Water,Water,Water
2488,Water,Built-up,Water,Water,Water,Forest
2489,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
2490,Water,Built-up,Forest,NULL,Non_Wetland,Cropland
2491,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
2492,Water,Built-up,Forest,NULL,Non_Wetland,Built-up
2493,Water,Built-up,Forest,NULL,Non_Wetland,Forest
2494,Water,Built-up,Forest,Non_Water,Non_Wetland,Bareland
2495,Water,Built-up,Forest,Non_Water,Non_Wetland,Water
2496,Water,Built-up,Forest,Water,Non_Wetland,Bareland
2497,Water,Built-up,Forest,Water,Non_Wetland,Water
2498,Water,Built-up,Forest,Water,Non_Wetland,Forest
2499,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
2500,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
2501,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
2502,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
2503,Water,Water,Shrubland,NULL,Non_Wetland,Water
2504,Water,Water,Shrubland,NULL,Non_Wetland,Forest
2505,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2506,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
2507,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
2508,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
2509,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
2510,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
2511,Water,Water,Shrubland,Water,Non_Wetland,Grassland
2512,Water,Water,Shrubland,Water,Non_Wetland,Cropland
2513,Water,Water,Shrubland,Water,Non_Wetland,Bareland
2514,Water,Water,Shrubland,Water,Non_Wetland,Built-up
2515,Water,Water,Shrubland,Water,Non_Wetland,Water
2516,Water,Water,Shrubland,Water,Non_Wetland,Forest
2517,Water,Water,Grassland,NULL,Non_Wetland,Grassland
2518,Water,Water,Grassland,NULL,Non_Wetland,Cropland
2519,Water,Water,Grassland,NULL,Non_Wetland,Bareland
2520,Water,Water,Grassland,NULL,Non_Wetland,Built-up
2521,Water,Water,Grassland,NULL,Non_Wetland,Water
