Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LCJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LCJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LCJ_M_R
2544,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2545,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
2546,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
2547,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
2548,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
2549,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
2550,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2551,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
2552,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
2553,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
2554,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2555,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2556,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2557,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2558,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2559,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
2560,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2561,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2562,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
2563,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
2564,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
2565,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
2566,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2567,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Bareland
2568,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Water
2569,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
2570,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2571,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
2572,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2573,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
2574,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
2575,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
2576,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
2577,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
2578,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
2579,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2580,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
2581,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
2582,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
2583,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2584,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Bareland
2585,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
2586,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
2587,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Water
2588,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
2589,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
2590,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2591,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2592,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2593,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2594,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
2595,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
2596,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Water
2597,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
2598,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Water
2599,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Forest
2600,Forest,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
2601,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Water
2602,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
2603,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
2604,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
2605,Forest,Water,NULL,Water,Non_Wetland,Grassland,Forest,Water
2606,Forest,Water,NULL,Water,Non_Wetland,Grassland,Forest,Forest
2607,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
2608,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
2609,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
2610,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
2611,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
2612,Forest,Water,NULL,Water,Non_Wetland,Bareland,Forest,Water
2613,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Water
2614,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
2615,Forest,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
2616,Forest,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
2617,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Bareland
2618,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
2619,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
2620,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
2621,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
2622,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
2623,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Grassland
2624,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
2625,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
2626,Forest,Water,NULL,Water,Non_Wetland,Forest,NULL,Water
2627,Forest,Water,NULL,Water,Non_Wetland,Forest,NULL,Forest
2628,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Grassland
2629,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
2630,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
2631,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
2632,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
2633,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2634,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2635,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2636,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2637,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2638,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
2639,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2640,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
2641,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2642,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
2643,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2644,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2645,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
2646,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2647,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2648,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2649,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
2650,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2651,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
2652,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2653,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
2654,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
2655,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
2656,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2657,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
2658,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
2659,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
2660,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2661,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2662,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2663,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
2664,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2665,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2666,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
2667,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
2668,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2669,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
2670,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
2671,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2672,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
2673,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2674,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
2675,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
2676,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
2677,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
2678,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2679,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2680,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2681,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2682,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2683,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2684,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2685,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
2686,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
2687,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Water
2688,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
2689,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2690,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2691,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
2692,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2693,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2694,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
2695,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
2696,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
2697,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Bareland
2698,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Water
2699,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2700,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
2701,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2702,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
2703,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2704,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
2705,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
2706,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
2707,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
2708,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2709,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
2710,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2711,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Bareland
2712,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
2713,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
2714,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2715,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
2716,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
2717,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
2718,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
2719,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Bareland
2720,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
2721,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
2722,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2723,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
2724,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Water
2725,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
2726,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2727,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2728,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2729,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2730,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
2731,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
2732,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
2733,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2734,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Bareland
2735,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
2736,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
2737,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
2738,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Forest,Water
2739,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
2740,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
2741,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
2742,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
2743,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
2744,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
2745,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Bareland
2746,Forest,Water,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
2747,Forest,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
2748,Forest,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
2749,Forest,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
2750,Forest,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
2751,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2752,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
2753,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
2754,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2755,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
2756,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
2757,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
2758,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
2759,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Bareland
2760,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
2761,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
2762,Forest,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Water
2763,Forest,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
2764,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Water
2765,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
2766,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Water
2767,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
2768,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2769,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2770,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2771,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2772,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2773,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2774,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2775,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2776,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2777,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2778,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
2779,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2780,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2781,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Water
2782,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2783,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2784,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
2785,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2786,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
2787,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2788,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Bareland
2789,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2790,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
2791,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
2792,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Bareland
2793,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
2794,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2795,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2796,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2797,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
2798,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2799,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2800,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2801,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Bareland
2802,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2803,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
2804,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2805,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
2806,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2807,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2808,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
2809,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2810,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Water
2811,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2812,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2813,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Water
2814,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2815,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
2816,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Water
2817,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2818,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Bareland
2819,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
2820,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2821,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
2822,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2823,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
2824,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
2825,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
2826,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
2827,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Bareland
2828,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
2829,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
2830,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2831,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2832,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2833,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
2834,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
2835,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Water,Forest
2836,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
2837,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Forest,Water
2838,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
2839,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
2840,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2841,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
2842,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
2843,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Bareland
2844,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
2845,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
2846,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Bareland
2847,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
2848,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2849,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2850,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2851,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
2852,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
2853,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
2854,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
2855,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2856,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
2857,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
2858,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
2859,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
2860,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2861,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
2862,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Water
2863,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2864,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2865,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2866,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2867,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
2868,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2869,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
2870,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
2871,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
2872,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2873,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
2874,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2875,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
