Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMB_M_R
2127,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
2128,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
2129,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2130,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2131,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2132,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2133,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2134,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2135,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
2136,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2137,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2138,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
2139,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2140,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
2141,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
2142,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
2143,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
2144,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
2145,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2146,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
2147,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2148,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
2149,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
2150,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Water
2151,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Forest
2152,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2153,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
2154,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Forest
2155,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
2156,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
2157,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
2158,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Forest
2159,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2160,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2161,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2162,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
2163,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
2164,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
2165,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
2166,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2167,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2168,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2169,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
2170,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
2171,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
2172,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2173,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2174,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2175,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2176,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2177,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
2178,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2179,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2180,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2181,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
2182,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
2183,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
2184,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
2185,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2186,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
2187,Forest,Wetland,Wetland,NULL,Wetland,Built-up,Wetland,Forest
2188,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
2189,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
2190,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
2191,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
2192,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
2193,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
2194,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
2195,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
2196,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
2197,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
2198,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Grassland
2199,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
2200,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
2201,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
2202,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
2203,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2204,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2205,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
2206,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2207,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
2208,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2209,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2210,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2211,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2212,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2213,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2214,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2215,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
2216,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2217,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2218,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2219,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2220,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2221,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2222,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2223,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
2224,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2225,Forest,Wetland,Wetland,Non_Water,Wetland,Built-up,Wetland,Grassland
2226,Forest,Wetland,Wetland,Non_Water,Wetland,Built-up,Wetland,Wetland
2227,Forest,Wetland,Wetland,Non_Water,Wetland,Built-up,Wetland,Forest
2228,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2229,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
2230,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
2231,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2232,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2233,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
2234,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2235,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
2236,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
2237,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
2238,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
2239,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2240,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
2241,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
2242,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
2243,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
2244,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
2245,Forest,Wetland,Wetland,Water,Wetland,Grassland,NULL,Wetland
2246,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2247,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
2248,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2249,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
2250,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
2251,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
2252,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
2253,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
2254,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
2255,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2256,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
2257,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
2258,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2259,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2260,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
2261,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
2262,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
2263,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
2264,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
2265,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
2266,Forest,Wetland,Wetland,Water,Wetland,Wetland,Forest,Forest
2267,Forest,Wetland,Wetland,Water,Wetland,Built-up,Wetland,Grassland
2268,Forest,Wetland,Wetland,Water,Wetland,Water,NULL,Grassland
2269,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
2270,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
2271,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Forest
2272,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
2273,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
2274,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
2275,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
2276,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
2277,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
2278,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
2279,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
2280,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
2281,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
2282,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Water
2283,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
2284,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2285,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2286,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2287,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2288,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2289,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2290,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2291,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
2292,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2293,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2294,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
2295,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2296,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2297,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
2298,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
2299,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2300,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2301,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2302,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2303,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2304,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2305,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2306,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2307,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2308,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2309,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2310,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2311,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
2312,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2313,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2314,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
2315,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
2316,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2317,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
2318,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2319,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2320,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
2321,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2322,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
2323,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2324,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
2325,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2326,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
2327,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
2328,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
2329,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
2330,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2331,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2332,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2333,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
2334,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2335,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2336,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2337,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
2338,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Wetland
2339,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
2340,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
2341,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
2342,Forest,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
2343,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
2344,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
2345,Forest,Wetland,Water,NULL,Water,Grassland,Grassland,Grassland
2346,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Grassland
2347,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Forest
2348,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
2349,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
2350,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Water
2351,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
2352,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
2353,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
2354,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
2355,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
2356,Forest,Wetland,Water,NULL,Water,Water,Grassland,Grassland
2357,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
2358,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
2359,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
2360,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
2361,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
2362,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
2363,Forest,Wetland,Water,NULL,Water,Water,Water,Water
2364,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
2365,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
2366,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
2367,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
2368,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Forest
2369,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Grassland
2370,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Wetland
2371,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Grassland
2372,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Wetland
2373,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Grassland
2374,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Forest
2375,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
2376,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
2377,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
2378,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
2379,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
2380,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
2381,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
2382,Forest,Wetland,Water,Non_Water,Water,Water,Grassland,Grassland
2383,Forest,Wetland,Water,Non_Water,Water,Water,Grassland,Forest
2384,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
2385,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
2386,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
2387,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
2388,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
2389,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
2390,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
2391,Forest,Wetland,Water,Water,Water,NULL,Wetland,Grassland
2392,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
2393,Forest,Wetland,Water,Water,Water,NULL,Water,Wetland
2394,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
2395,Forest,Wetland,Water,Water,Water,Grassland,Grassland,Grassland
2396,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
2397,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
2398,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Forest
2399,Forest,Wetland,Water,Water,Water,Grassland,Water,Grassland
2400,Forest,Wetland,Water,Water,Water,Grassland,Water,Wetland
2401,Forest,Wetland,Water,Water,Water,Grassland,Water,Forest
2402,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Grassland
2403,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
2404,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Water
2405,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Forest
2406,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
2407,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
2408,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
2409,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
2410,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
2411,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
2412,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
2413,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
2414,Forest,Wetland,Water,Water,Water,Water,Grassland,Grassland
2415,Forest,Wetland,Water,Water,Water,Water,Grassland,Wetland
2416,Forest,Wetland,Water,Water,Water,Water,Grassland,Water
2417,Forest,Wetland,Water,Water,Water,Water,Grassland,Forest
2418,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
2419,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
2420,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
2421,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
2422,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
2423,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
2424,Forest,Wetland,Water,Water,Water,Water,Water,Water
2425,Forest,Wetland,Water,Water,Water,Water,Water,Forest
2426,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
2427,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
2428,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2429,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2430,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
2431,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2432,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2433,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2434,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2435,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2436,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2437,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2438,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2439,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2440,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2441,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2442,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2443,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2444,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2445,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2446,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2447,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
2448,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2449,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2450,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2451,Forest,Wetland,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
2452,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2453,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2454,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
2455,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2456,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
2457,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
2458,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
2459,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
2460,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2461,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
2462,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2463,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2464,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2465,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
