Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCE_M_R
3050,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
3051,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
3052,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
3053,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
3054,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
3055,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,NULL
3056,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,NULL
3057,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
3058,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,NULL
3059,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,NULL
3060,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
3061,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
3062,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
3063,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,NULL
3064,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,NULL
3065,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3066,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
3067,Forest,Water,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
3068,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
3069,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,NULL
3070,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3071,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,NULL
3072,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3073,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3074,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
3075,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
3076,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
3077,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
3078,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,NULL
3079,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
3080,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
3081,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
3082,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
3083,Forest,Water,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
3084,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,NULL
3085,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3086,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
3087,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
3088,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
3089,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3090,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3091,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
3092,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
3093,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3094,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3095,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3096,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
3097,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
3098,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
3099,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3100,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
3101,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
3102,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
3103,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
3104,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
3105,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
3106,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
3107,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
3108,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
3109,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
3110,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
3111,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,NULL
3112,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
3113,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3114,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
3115,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
3116,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
3117,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
3118,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
3119,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
3120,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
3121,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
3122,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
3123,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
3124,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
3125,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
3126,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
3127,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
3128,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,NULL
3129,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
3130,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
3131,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,NULL
3132,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
3133,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,NULL
3134,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,NULL
3135,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
3136,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,NULL
3137,Forest,Water,Wetland,NULL,Wetland,NULL,Water,NULL
3138,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,NULL
3139,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
3140,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,NULL
3141,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
3142,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,NULL
3143,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3144,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,NULL
3145,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
3146,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,NULL
3147,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
3148,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,NULL
3149,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
3150,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,NULL
3151,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
3152,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,NULL
3153,Forest,Water,Wetland,NULL,Wetland,Water,Water,NULL
3154,Forest,Water,Wetland,NULL,Wetland,Water,Forest,NULL
3155,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,NULL
3156,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,NULL
3157,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,NULL
3158,Forest,Water,Wetland,NULL,Wetland,Forest,Water,NULL
3159,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,NULL
3160,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,NULL
3161,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,NULL
3162,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,NULL
3163,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
3164,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Bareland,NULL
3165,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,NULL
3166,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
3167,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
3168,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,NULL
3169,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
3170,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
3171,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
3172,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,NULL
3173,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
3174,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
3175,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
3176,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
3177,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
3178,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,NULL
3179,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,NULL
3180,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
3181,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
3182,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,NULL
3183,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
3184,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,NULL
3185,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
3186,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
3187,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,NULL
3188,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
3189,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
3190,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
3191,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
3192,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
3193,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
3194,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
3195,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
3196,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
3197,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
3198,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,NULL
3199,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Wetland,NULL
3200,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Water,NULL
3201,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
3202,Forest,Water,Water,NULL,Water,NULL,Wetland,NULL
3203,Forest,Water,Water,NULL,Water,NULL,Water,NULL
3204,Forest,Water,Water,NULL,Water,NULL,Forest,NULL
3205,Forest,Water,Water,NULL,Water,Grassland,Wetland,NULL
3206,Forest,Water,Water,NULL,Water,Grassland,Water,NULL
3207,Forest,Water,Water,NULL,Water,Wetland,Wetland,NULL
3208,Forest,Water,Water,NULL,Water,Wetland,Bareland,NULL
3209,Forest,Water,Water,NULL,Water,Wetland,Water,NULL
3210,Forest,Water,Water,NULL,Water,Wetland,Forest,NULL
3211,Forest,Water,Water,NULL,Water,Bareland,Bareland,NULL
3212,Forest,Water,Water,NULL,Water,Bareland,Water,NULL
3213,Forest,Water,Water,NULL,Water,Bareland,Forest,NULL
3214,Forest,Water,Water,NULL,Water,Water,Wetland,NULL
3215,Forest,Water,Water,NULL,Water,Water,Water,NULL
3216,Forest,Water,Water,NULL,Water,Water,Forest,NULL
3217,Forest,Water,Water,NULL,Water,Forest,Wetland,NULL
3218,Forest,Water,Water,NULL,Water,Forest,Bareland,NULL
3219,Forest,Water,Water,NULL,Water,Forest,Water,NULL
3220,Forest,Water,Water,NULL,Water,Forest,Forest,NULL
3221,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
3222,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
3223,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
3224,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,NULL
3225,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
3226,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
3227,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,NULL
3228,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3229,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3230,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
3231,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
3232,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
3233,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
3234,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
3235,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
3236,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
3237,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
3238,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
3239,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
3240,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
3241,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,NULL
3242,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,NULL
3243,Forest,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
3244,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3245,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
3246,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3247,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
3248,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
3249,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,NULL
3250,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
3251,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3252,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3253,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3254,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3255,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
3256,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
3257,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,NULL
3258,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3259,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,NULL
3260,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
3261,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
3262,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
3263,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3264,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
3265,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,NULL
3266,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
3267,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3268,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
3269,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
3270,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,NULL
3271,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
3272,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
3273,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,NULL
3274,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
3275,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
3276,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,NULL
3277,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,NULL
3278,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,NULL
3279,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,NULL
3280,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,NULL
3281,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,NULL
3282,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
3283,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
3284,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
3285,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
3286,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,NULL
3287,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,NULL
3288,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3289,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3290,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3291,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
3292,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
3293,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
3294,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3295,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3296,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3297,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3298,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3299,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
3300,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
3301,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
3302,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3303,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
3304,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
3305,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3306,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3307,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3308,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
3309,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
3310,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
3311,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3312,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
3313,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3314,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
3315,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
3316,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
3317,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
3318,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,NULL
3319,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
3320,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
3321,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
3322,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
3323,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
3324,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
3325,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
3326,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
3327,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
3328,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
3329,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
3330,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
3331,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3332,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
3333,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
3334,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
3335,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
3336,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,NULL
3337,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
3338,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
3339,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3340,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3341,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
3342,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
3343,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
3344,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
3345,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
3346,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
3347,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Wetland,NULL
3348,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,NULL
3349,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
3350,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3351,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
3352,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
3353,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
3354,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
3355,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
3356,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
3357,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
3358,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
3359,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
3360,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
3361,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
3362,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
3363,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Wetland,NULL
3364,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
3365,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
3366,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,NULL
3367,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
3368,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
3369,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,NULL
3370,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
3371,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
3372,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
3373,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
3374,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
3375,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,NULL
3376,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,NULL
3377,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
3378,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
3379,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
3380,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3381,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
3382,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
3383,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
3384,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
3385,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
3386,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
3387,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
3388,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
3389,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
3390,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,NULL
3391,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
3392,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,NULL
3393,Forest,Forest,Wetland,NULL,Wetland,NULL,Built-up,NULL
