Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFC_M_R
5790,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
5791,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
5792,Water,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
5793,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5794,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
5795,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5796,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
5797,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5798,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
5799,Water,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
5800,Water,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
5801,Water,Forest,Wetland,NULL,Wetland,Bareland,Water,Grassland
5802,Water,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
5803,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
5804,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
5805,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
5806,Water,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
5807,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
5808,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Wetland
5809,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
5810,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
5811,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
5812,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5813,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5814,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5815,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
5816,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
5817,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
5818,Water,Forest,Wetland,Water,Wetland,NULL,Water,Water
5819,Water,Forest,Wetland,Water,Wetland,NULL,Water,Forest
5820,Water,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
5821,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
5822,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
5823,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
5824,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Built-up
5825,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Water
5826,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
5827,Water,Forest,Wetland,Water,Wetland,Bareland,Forest,Grassland
5828,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
5829,Water,Forest,Wetland,Water,Wetland,Water,Water,Wetland
5830,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
5831,Water,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
5832,Water,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
5833,Water,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
5834,Water,Forest,Water,NULL,NULL,Wetland,Wetland,Forest
5835,Water,Forest,Water,NULL,Water,Grassland,Wetland,Forest
5836,Water,Forest,Water,NULL,Water,Wetland,Wetland,Forest
5837,Water,Forest,Water,NULL,Water,Wetland,Water,Grassland
5838,Water,Forest,Water,NULL,Water,Wetland,Water,Forest
5839,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
5840,Water,Forest,Water,NULL,Water,Water,Water,Water
5841,Water,Forest,Water,NULL,Water,Water,Water,Forest
5842,Water,Forest,Water,NULL,Water,Water,Forest,Forest
5843,Water,Forest,Water,Non_Water,Water,NULL,Water,Wetland
5844,Water,Forest,Water,Non_Water,Water,Wetland,Water,Wetland
5845,Water,Forest,Water,Non_Water,Water,Water,Water,Wetland
5846,Water,Forest,Water,Water,NULL,Wetland,Water,Water
5847,Water,Forest,Water,Water,NULL,Water,Water,Wetland
5848,Water,Forest,Water,Water,NULL,Water,Water,Water
5849,Water,Forest,Water,Water,Water,NULL,Wetland,Forest
5850,Water,Forest,Water,Water,Water,NULL,Water,Forest
5851,Water,Forest,Water,Water,Water,Grassland,Wetland,Forest
5852,Water,Forest,Water,Water,Water,Wetland,Wetland,Forest
5853,Water,Forest,Water,Water,Water,Wetland,Water,Grassland
5854,Water,Forest,Water,Water,Water,Wetland,Water,Wetland
5855,Water,Forest,Water,Water,Water,Wetland,Water,Water
5856,Water,Forest,Water,Water,Water,Wetland,Water,Forest
5857,Water,Forest,Water,Water,Water,Bareland,Water,Forest
5858,Water,Forest,Water,Water,Water,Water,Wetland,Water
5859,Water,Forest,Water,Water,Water,Water,Water,Wetland
5860,Water,Forest,Water,Water,Water,Water,Water,Water
5861,Water,Forest,Water,Water,Water,Water,Water,Forest
5862,Water,Forest,Water,Water,Water,Forest,Wetland,Forest
5863,Water,Forest,Water,Water,Water,Forest,Water,Wetland
5864,Water,Forest,Water,Water,Water,Forest,Water,Water
5865,Water,Forest,Water,Water,Water,Forest,Water,Forest
5866,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5867,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5868,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
5869,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5870,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5871,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5872,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5873,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
5874,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5875,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5876,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
5877,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5878,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
5879,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5880,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
5881,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
5882,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
5883,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5884,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
5885,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5886,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
5887,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
5888,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5889,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5890,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5891,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5892,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
5893,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5894,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5895,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
5896,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5897,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5898,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5899,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
5900,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5901,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5902,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5903,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
5904,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5905,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5906,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5907,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Bareland
5908,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
5909,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
5910,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5911,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5912,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5913,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5914,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5915,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5916,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
5917,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
5918,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5919,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5920,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
5921,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
5922,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland,Water,Bareland
5923,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
5924,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Bareland
5925,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Cropland,Water,Bareland
5926,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5927,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
5928,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5929,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5930,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
5931,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Built-up
5932,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
5933,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
5934,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
5935,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
5936,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
5937,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
5938,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
5939,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
5940,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
5941,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5942,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5943,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Bareland
5944,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5945,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Bareland
5946,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5947,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5948,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5949,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
5950,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
5951,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
5952,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Bareland
5953,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
5954,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
5955,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
5956,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5957,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5958,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
5959,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
5960,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5961,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
5962,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5963,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5964,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5965,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5966,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5967,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
5968,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
5969,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
5970,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5971,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
5972,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5973,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5974,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
5975,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
5976,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Bareland
5977,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5978,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5979,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
5980,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Bareland
5981,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5982,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5983,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
5984,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5985,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5986,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
5987,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5988,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5989,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5990,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
5991,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5992,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5993,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5994,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5995,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
5996,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5997,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5998,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5999,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6000,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6001,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6002,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
6003,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6004,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6005,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6006,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6007,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6008,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
6009,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6010,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6011,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6012,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6013,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
6014,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
6015,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
6016,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
6017,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
6018,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6019,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
6020,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Grassland
6021,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Grassland
6022,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6023,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6024,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Bareland
6025,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6026,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6027,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6028,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
6029,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
6030,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6031,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
6032,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
6033,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6034,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6035,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
6036,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
6037,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
6038,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6039,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6040,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6041,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
6042,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
6043,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6044,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6045,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
6046,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
6047,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
6048,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6049,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6050,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6051,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6052,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6053,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6054,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6055,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6056,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
6057,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6058,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
6059,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
6060,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
6061,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
