Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NTA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NTA_M_R
1763,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
1764,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
1765,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
1766,Forest,NULL,Water,Water,Water,NULL,Water,Forest
1767,Forest,NULL,Water,Water,Water,Grassland,Grassland,Forest
1768,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1769,Forest,NULL,Water,Water,Water,Wetland,Forest,Grassland
1770,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
1771,Forest,NULL,Water,Water,Water,Water,Wetland,Water
1772,Forest,NULL,Water,Water,Water,Water,Water,Forest
1773,Forest,NULL,Water,Water,Water,Water,Forest,Grassland
1774,Forest,NULL,Water,Water,Water,Forest,Water,Water
1775,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1776,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1777,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1778,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1779,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1780,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1781,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
1782,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1783,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1784,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1785,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1786,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1787,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1788,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1789,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1790,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1791,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1792,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1793,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1794,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1795,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1796,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1797,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1798,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1799,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1800,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1801,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1802,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1803,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1804,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1805,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1806,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1807,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1808,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1809,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1810,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1811,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1812,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1813,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1814,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1815,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1816,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1817,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1818,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1819,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1820,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1821,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1822,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1823,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1824,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1825,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1826,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1827,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1828,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1829,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1830,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1831,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1832,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1833,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1834,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1835,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1836,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
1837,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1838,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1839,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1840,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1841,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1842,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1843,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1844,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1845,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1846,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,NULL
1847,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1848,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1849,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1850,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1851,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1852,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1853,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1854,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1855,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1856,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1857,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1858,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1859,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1860,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1861,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1862,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1863,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1864,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1865,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1866,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1867,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1868,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1869,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1870,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1871,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1872,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1873,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1874,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1875,Forest,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Forest
1876,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1877,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1878,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1879,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1880,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Water
1881,Forest,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
1882,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1883,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1884,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1885,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1886,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1887,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1888,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1889,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1890,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1891,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1892,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1893,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1894,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1895,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1896,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1897,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1898,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1899,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1900,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1901,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1902,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1903,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1904,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1905,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1906,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1907,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1908,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1909,Forest,Cropland,Forest,Water,Non_Wetland,Forest,Grassland,Forest
1910,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1911,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1912,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1913,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1914,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1915,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1916,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1917,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1918,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1919,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1920,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
1921,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1922,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1923,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1924,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1925,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1926,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1927,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1928,Forest,Wetland,Water,Water,Water,Water,Water,Water
1929,Forest,Wetland,Water,Water,Water,Water,Water,Forest
1930,Forest,Wetland,Water,Water,Water,Water,Forest,Water
1931,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1932,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1933,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1934,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1935,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1936,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1937,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1938,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
1939,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
1940,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1941,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1942,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1943,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1944,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1945,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1946,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1947,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1948,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1949,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1950,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1951,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1952,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1953,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1954,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1955,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1956,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1957,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1958,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1959,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1960,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1961,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1962,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1963,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1964,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1965,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1966,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1967,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1968,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1969,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1970,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1971,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
1972,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1973,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1974,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1975,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1976,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1977,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1978,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1979,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1980,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1981,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1982,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
1983,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
1984,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1985,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1986,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1987,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1988,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1989,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1990,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1991,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1992,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1993,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1994,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
1995,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1996,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1997,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1998,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1999,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2000,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2001,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2002,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2003,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2004,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
2005,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2006,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2007,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2008,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2009,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
2010,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
2011,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2012,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2013,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
2014,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
2015,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2016,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2017,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
2018,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2019,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2020,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2021,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
2022,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2023,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2024,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2025,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2026,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2027,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
2028,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2029,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2030,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
2031,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
2032,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2033,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2034,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
2035,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
2036,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
2037,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
2038,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
2039,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
2040,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
2041,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
2042,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2043,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2044,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2045,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2046,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2047,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2048,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2049,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2050,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2051,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2052,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2053,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
2054,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2055,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2056,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
2057,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2058,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2059,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
2060,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2061,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
2062,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2063,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
2064,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
2065,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2066,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2067,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
2068,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
2069,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
2070,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
2071,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
2072,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2073,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
2074,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2075,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2076,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
2077,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2078,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
2079,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2080,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
2081,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
2082,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
2083,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
