Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNF_M_R
13470,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
13471,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,NULL
13472,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
13473,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
13474,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
13475,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
13476,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
13477,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Water
13478,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
13479,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
13480,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
13481,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,NULL,Water
13482,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
13483,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
13484,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
13485,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
13486,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
13487,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
13488,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
13489,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
13490,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
13491,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
13492,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
13493,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
13494,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
13495,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
13496,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
13497,Forest,Water,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
13498,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
13499,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
13500,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
13501,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
13502,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
13503,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
13504,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
13505,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
13506,Forest,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
13507,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
13508,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
13509,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
13510,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
13511,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
13512,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
13513,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
13514,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
13515,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
13516,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
13517,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
13518,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
13519,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
13520,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
13521,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
13522,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
13523,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
13524,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
13525,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
13526,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
13527,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
13528,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
13529,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
13530,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
13531,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
13532,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
13533,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
13534,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13535,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13536,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
13537,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
13538,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
13539,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
13540,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13541,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
13542,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13543,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
13544,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
13545,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
13546,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
13547,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
13548,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
13549,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
13550,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
13551,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
13552,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
13553,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
13554,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
13555,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
13556,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
13557,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
13558,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
13559,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
13560,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
13561,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
13562,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13563,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
13564,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
13565,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
13566,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
13567,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
13568,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
13569,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
13570,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
13571,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
13572,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
13573,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
13574,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
13575,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
13576,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
13577,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
13578,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
13579,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
13580,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
13581,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
13582,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
13583,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
13584,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
13585,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
13586,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
13587,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
13588,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
13589,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
13590,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
13591,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
13592,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
13593,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
13594,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
13595,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
13596,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
13597,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
13598,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
13599,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13600,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
13601,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13602,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
13603,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
13604,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
13605,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
13606,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
13607,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
13608,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
13609,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
13610,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
13611,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
13612,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
13613,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
13614,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
13615,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
13616,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
13617,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
13618,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
13619,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
13620,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
13621,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
13622,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
13623,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
13624,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
13625,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
13626,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
13627,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
13628,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
13629,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
13630,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
13631,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
13632,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
13633,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
13634,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
13635,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
13636,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
13637,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
13638,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
13639,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
13640,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
13641,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
13642,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
13643,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,NULL
13644,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
13645,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
13646,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
13647,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
13648,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
13649,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13650,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
13651,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
13652,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
13653,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Water
13654,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
13655,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,NULL
13656,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
13657,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
13658,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
13659,Forest,Forest,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
13660,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
13661,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Forest,Forest
13662,Forest,Forest,NULL,Water,Non_Wetland,Water,Shrubland,Forest
13663,Forest,Forest,NULL,Water,Non_Wetland,Forest,Shrubland,Grassland
13664,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
13665,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
13666,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
13667,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
13668,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
13669,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
13670,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13671,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
13672,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
13673,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
13674,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
13675,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
13676,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
13677,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
13678,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
13679,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
13680,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
13681,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
13682,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
13683,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
13684,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
13685,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
13686,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13687,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
13688,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
13689,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
13690,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
13691,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13692,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13693,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
13694,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
13695,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
13696,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
13697,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13698,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
13699,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13700,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
13701,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
13702,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13703,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
13704,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
13705,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
13706,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
13707,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
13708,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
13709,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
13710,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
13711,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
13712,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
13713,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
13714,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
13715,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
13716,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
13717,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
13718,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
13719,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
13720,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
13721,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
13722,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
13723,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
13724,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
13725,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
13726,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
13727,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
13728,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13729,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13730,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
13731,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
13732,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
13733,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13734,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
13735,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13736,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13737,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
13738,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
13739,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
13740,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
13741,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13742,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
13743,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
13744,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13745,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
13746,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
13747,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
13748,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
13749,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
13750,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
13751,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
13752,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
13753,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
13754,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
13755,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
13756,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
13757,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13758,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
13759,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
13760,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13761,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
13762,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
13763,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
13764,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
13765,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
13766,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
13767,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
13768,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
13769,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
13770,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
13771,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
13772,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13773,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
13774,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
13775,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13776,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
13777,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
13778,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
13779,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13780,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
13781,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
13782,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
13783,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
13784,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
13785,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
13786,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
