Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEC_M_R
9341,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
9342,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
9343,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
9344,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
9345,Water,Water,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
9346,Water,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
9347,Water,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Water
9348,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
9349,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
9350,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
9351,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
9352,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
9353,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
9354,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
9355,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
9356,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
9357,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Water
9358,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
9359,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
9360,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Forest
9361,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
9362,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
9363,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Built-up
9364,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
9365,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
9366,Water,Water,Built-up,NULL,Non_Wetland,Forest,Water,Water
9367,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
9368,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
9369,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
9370,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
9371,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Water
9372,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
9373,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Built-up
9374,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
9375,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
9376,Water,Water,Built-up,Non_Water,Non_Wetland,Cropland,NULL,Water
9377,Water,Water,Built-up,Non_Water,Non_Wetland,Cropland,Water,Water
9378,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9379,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
9380,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
9381,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
9382,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,Water,Water
9383,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Grassland
9384,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Cropland
9385,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Wetland
9386,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Bareland
9387,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Water
9388,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Grassland,Water
9389,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
9390,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Water
9391,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
9392,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
9393,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Built-up
9394,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
9395,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
9396,Water,Water,Built-up,Non_Water,Non_Wetland,Forest,Wetland,Grassland
9397,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
9398,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
9399,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
9400,Water,Water,Built-up,Water,Non_Wetland,NULL,Built-up,Grassland
9401,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Grassland
9402,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Bareland
9403,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Built-up
9404,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Water
9405,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Forest
9406,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
9407,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
9408,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
9409,Water,Water,Built-up,Water,Non_Wetland,Built-up,Water,Built-up
9410,Water,Water,Built-up,Water,Non_Wetland,Built-up,Water,Water
9411,Water,Water,Built-up,Water,Non_Wetland,Built-up,Water,Forest
9412,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
9413,Water,Water,Built-up,Water,Non_Wetland,Water,Built-up,Grassland
9414,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
9415,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Cropland
9416,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
9417,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Built-up
9418,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
9419,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
9420,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
9421,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
9422,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
9423,Water,Water,Water,NULL,Water,NULL,NULL,Built-up
9424,Water,Water,Water,NULL,Water,NULL,NULL,Water
9425,Water,Water,Water,NULL,Water,NULL,NULL,Forest
9426,Water,Water,Water,NULL,Water,NULL,Grassland,Grassland
9427,Water,Water,Water,NULL,Water,NULL,Wetland,Grassland
9428,Water,Water,Water,NULL,Water,NULL,Wetland,Cropland
9429,Water,Water,Water,NULL,Water,NULL,Wetland,Water
9430,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
9431,Water,Water,Water,NULL,Water,NULL,Built-up,Water
9432,Water,Water,Water,NULL,Water,NULL,Water,Grassland
9433,Water,Water,Water,NULL,Water,NULL,Water,Cropland
9434,Water,Water,Water,NULL,Water,NULL,Water,Wetland
9435,Water,Water,Water,NULL,Water,NULL,Water,Bareland
9436,Water,Water,Water,NULL,Water,NULL,Water,Built-up
9437,Water,Water,Water,NULL,Water,NULL,Water,Water
9438,Water,Water,Water,NULL,Water,NULL,Water,Forest
9439,Water,Water,Water,NULL,Water,NULL,Forest,Water
9440,Water,Water,Water,NULL,Water,Grassland,NULL,Wetland
9441,Water,Water,Water,NULL,Water,Grassland,NULL,Water
9442,Water,Water,Water,NULL,Water,Grassland,NULL,Forest
9443,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
9444,Water,Water,Water,NULL,Water,Grassland,Water,Wetland
9445,Water,Water,Water,NULL,Water,Grassland,Water,Water
9446,Water,Water,Water,NULL,Water,Cropland,NULL,Water
9447,Water,Water,Water,NULL,Water,Cropland,Water,Grassland
9448,Water,Water,Water,NULL,Water,Cropland,Water,Cropland
9449,Water,Water,Water,NULL,Water,Cropland,Water,Water
9450,Water,Water,Water,NULL,Water,Wetland,NULL,Grassland
9451,Water,Water,Water,NULL,Water,Wetland,NULL,Wetland
9452,Water,Water,Water,NULL,Water,Wetland,NULL,Water
9453,Water,Water,Water,NULL,Water,Wetland,NULL,Forest
9454,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
9455,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
9456,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
9457,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
9458,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
9459,Water,Water,Water,NULL,Water,Wetland,Water,Water
9460,Water,Water,Water,NULL,Water,Wetland,Water,Forest
9461,Water,Water,Water,NULL,Water,Bareland,NULL,Grassland
9462,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
9463,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
9464,Water,Water,Water,NULL,Water,Bareland,Water,Built-up
9465,Water,Water,Water,NULL,Water,Bareland,Water,Water
9466,Water,Water,Water,NULL,Water,Built-up,NULL,Grassland
9467,Water,Water,Water,NULL,Water,Built-up,NULL,Water
9468,Water,Water,Water,NULL,Water,Built-up,Built-up,Cropland
9469,Water,Water,Water,NULL,Water,Built-up,Built-up,Water
9470,Water,Water,Water,NULL,Water,Built-up,Water,Water
9471,Water,Water,Water,NULL,Water,Water,NULL,Grassland
9472,Water,Water,Water,NULL,Water,Water,NULL,Cropland
9473,Water,Water,Water,NULL,Water,Water,NULL,Water
9474,Water,Water,Water,NULL,Water,Water,NULL,Forest
9475,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
9476,Water,Water,Water,NULL,Water,Water,Grassland,Water
9477,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
9478,Water,Water,Water,NULL,Water,Water,Wetland,Water
9479,Water,Water,Water,NULL,Water,Water,Wetland,Forest
9480,Water,Water,Water,NULL,Water,Water,Built-up,Water
9481,Water,Water,Water,NULL,Water,Water,Built-up,Forest
9482,Water,Water,Water,NULL,Water,Water,Water,Grassland
9483,Water,Water,Water,NULL,Water,Water,Water,Cropland
9484,Water,Water,Water,NULL,Water,Water,Water,Wetland
9485,Water,Water,Water,NULL,Water,Water,Water,Bareland
9486,Water,Water,Water,NULL,Water,Water,Water,Built-up
9487,Water,Water,Water,NULL,Water,Water,Water,Water
9488,Water,Water,Water,NULL,Water,Water,Water,Forest
9489,Water,Water,Water,NULL,Water,Water,Forest,Cropland
9490,Water,Water,Water,NULL,Water,Water,Forest,Water
9491,Water,Water,Water,NULL,Water,Water,Forest,Forest
9492,Water,Water,Water,NULL,Water,Forest,NULL,Grassland
9493,Water,Water,Water,NULL,Water,Forest,NULL,Water
9494,Water,Water,Water,NULL,Water,Forest,NULL,Forest
9495,Water,Water,Water,NULL,Water,Forest,Wetland,Wetland
9496,Water,Water,Water,NULL,Water,Forest,Wetland,Water
9497,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
9498,Water,Water,Water,NULL,Water,Forest,Water,Grassland
9499,Water,Water,Water,NULL,Water,Forest,Water,Cropland
9500,Water,Water,Water,NULL,Water,Forest,Water,Wetland
9501,Water,Water,Water,NULL,Water,Forest,Water,Water
9502,Water,Water,Water,NULL,Water,Forest,Water,Forest
9503,Water,Water,Water,NULL,Water,Forest,Forest,Bareland
9504,Water,Water,Water,NULL,Water,Forest,Forest,Water
9505,Water,Water,Water,NULL,Water,Forest,Forest,Forest
9506,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
9507,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
9508,Water,Water,Water,Non_Water,Water,NULL,NULL,Cropland
9509,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
9510,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
9511,Water,Water,Water,Non_Water,Water,NULL,Wetland,NULL
9512,Water,Water,Water,Non_Water,Water,NULL,Wetland,Grassland
9513,Water,Water,Water,Non_Water,Water,NULL,Wetland,Cropland
9514,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
9515,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
9516,Water,Water,Water,Non_Water,Water,NULL,Water,Grassland
9517,Water,Water,Water,Non_Water,Water,NULL,Water,Cropland
9518,Water,Water,Water,Non_Water,Water,NULL,Water,Wetland
9519,Water,Water,Water,Non_Water,Water,NULL,Water,Bareland
9520,Water,Water,Water,Non_Water,Water,NULL,Water,Water
9521,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
9522,Water,Water,Water,Non_Water,Water,NULL,Forest,Water
9523,Water,Water,Water,Non_Water,Water,NULL,Forest,Forest
9524,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Water
9525,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
9526,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
9527,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
9528,Water,Water,Water,Non_Water,Water,Cropland,Water,Water
9529,Water,Water,Water,Non_Water,Water,Wetland,NULL,Grassland
9530,Water,Water,Water,Non_Water,Water,Wetland,NULL,Wetland
9531,Water,Water,Water,Non_Water,Water,Wetland,NULL,Water
9532,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
9533,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
9534,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
9535,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
9536,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
9537,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
9538,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
9539,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
9540,Water,Water,Water,Non_Water,Water,Built-up,Built-up,Cropland
9541,Water,Water,Water,Non_Water,Water,Built-up,Built-up,Water
9542,Water,Water,Water,Non_Water,Water,Water,NULL,Grassland
9543,Water,Water,Water,Non_Water,Water,Water,NULL,Cropland
9544,Water,Water,Water,Non_Water,Water,Water,NULL,Wetland
9545,Water,Water,Water,Non_Water,Water,Water,NULL,Water
9546,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
9547,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
9548,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
9549,Water,Water,Water,Non_Water,Water,Water,Wetland,Cropland
9550,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
9551,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
9552,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
9553,Water,Water,Water,Non_Water,Water,Water,Built-up,Water
9554,Water,Water,Water,Non_Water,Water,Water,Water,NULL
9555,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
9556,Water,Water,Water,Non_Water,Water,Water,Water,Cropland
9557,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
9558,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
9559,Water,Water,Water,Non_Water,Water,Water,Water,Built-up
9560,Water,Water,Water,Non_Water,Water,Water,Water,Water
9561,Water,Water,Water,Non_Water,Water,Water,Water,Forest
9562,Water,Water,Water,Non_Water,Water,Water,Forest,Grassland
9563,Water,Water,Water,Non_Water,Water,Water,Forest,Cropland
9564,Water,Water,Water,Non_Water,Water,Water,Forest,Water
9565,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
9566,Water,Water,Water,Non_Water,Water,Forest,NULL,Grassland
9567,Water,Water,Water,Non_Water,Water,Forest,NULL,Water
9568,Water,Water,Water,Non_Water,Water,Forest,Wetland,Grassland
9569,Water,Water,Water,Non_Water,Water,Forest,Wetland,Cropland
9570,Water,Water,Water,Non_Water,Water,Forest,Wetland,Wetland
9571,Water,Water,Water,Non_Water,Water,Forest,Wetland,Water
9572,Water,Water,Water,Non_Water,Water,Forest,Wetland,Forest
9573,Water,Water,Water,Non_Water,Water,Forest,Water,Grassland
9574,Water,Water,Water,Non_Water,Water,Forest,Water,Cropland
9575,Water,Water,Water,Non_Water,Water,Forest,Water,Wetland
9576,Water,Water,Water,Non_Water,Water,Forest,Water,Water
9577,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
9578,Water,Water,Water,Non_Water,Water,Forest,Forest,Grassland
9579,Water,Water,Water,Non_Water,Water,Forest,Forest,Cropland
9580,Water,Water,Water,Non_Water,Water,Forest,Forest,Water
9581,Water,Water,Water,Non_Water,Water,Forest,Forest,Forest
9582,Water,Water,Water,Water,Water,NULL,NULL,Grassland
9583,Water,Water,Water,Water,Water,NULL,NULL,Cropland
9584,Water,Water,Water,Water,Water,NULL,NULL,Wetland
9585,Water,Water,Water,Water,Water,NULL,NULL,Built-up
9586,Water,Water,Water,Water,Water,NULL,NULL,Water
9587,Water,Water,Water,Water,Water,NULL,NULL,Forest
9588,Water,Water,Water,Water,Water,NULL,Wetland,Cropland
9589,Water,Water,Water,Water,Water,NULL,Wetland,Water
9590,Water,Water,Water,Water,Water,NULL,Wetland,Forest
9591,Water,Water,Water,Water,Water,NULL,Water,Grassland
9592,Water,Water,Water,Water,Water,NULL,Water,Cropland
9593,Water,Water,Water,Water,Water,NULL,Water,Wetland
9594,Water,Water,Water,Water,Water,NULL,Water,Bareland
9595,Water,Water,Water,Water,Water,NULL,Water,Built-up
9596,Water,Water,Water,Water,Water,NULL,Water,Water
9597,Water,Water,Water,Water,Water,NULL,Water,Forest
9598,Water,Water,Water,Water,Water,NULL,Forest,Water
9599,Water,Water,Water,Water,Water,NULL,Forest,Forest
9600,Water,Water,Water,Water,Water,Grassland,NULL,Forest
9601,Water,Water,Water,Water,Water,Grassland,Grassland,Water
9602,Water,Water,Water,Water,Water,Grassland,Water,Grassland
9603,Water,Water,Water,Water,Water,Grassland,Water,Wetland
9604,Water,Water,Water,Water,Water,Grassland,Water,Water
9605,Water,Water,Water,Water,Water,Cropland,Water,Cropland
9606,Water,Water,Water,Water,Water,Cropland,Water,Bareland
9607,Water,Water,Water,Water,Water,Cropland,Water,Water
9608,Water,Water,Water,Water,Water,Wetland,NULL,Grassland
9609,Water,Water,Water,Water,Water,Wetland,NULL,Water
9610,Water,Water,Water,Water,Water,Wetland,Wetland,Water
9611,Water,Water,Water,Water,Water,Wetland,Water,Grassland
9612,Water,Water,Water,Water,Water,Wetland,Water,Cropland
9613,Water,Water,Water,Water,Water,Wetland,Water,Wetland
9614,Water,Water,Water,Water,Water,Wetland,Water,Water
9615,Water,Water,Water,Water,Water,Wetland,Water,Forest
9616,Water,Water,Water,Water,Water,Bareland,NULL,Bareland
9617,Water,Water,Water,Water,Water,Bareland,Water,Grassland
9618,Water,Water,Water,Water,Water,Bareland,Water,Bareland
9619,Water,Water,Water,Water,Water,Bareland,Water,Water
9620,Water,Water,Water,Water,Water,Built-up,Water,Cropland
9621,Water,Water,Water,Water,Water,Built-up,Water,Water
9622,Water,Water,Water,Water,Water,Water,NULL,Grassland
9623,Water,Water,Water,Water,Water,Water,NULL,Cropland
9624,Water,Water,Water,Water,Water,Water,NULL,Wetland
9625,Water,Water,Water,Water,Water,Water,NULL,Water
9626,Water,Water,Water,Water,Water,Water,NULL,Forest
9627,Water,Water,Water,Water,Water,Water,Grassland,Grassland
9628,Water,Water,Water,Water,Water,Water,Grassland,Water
9629,Water,Water,Water,Water,Water,Water,Wetland,Grassland
9630,Water,Water,Water,Water,Water,Water,Wetland,Cropland
9631,Water,Water,Water,Water,Water,Water,Wetland,Water
9632,Water,Water,Water,Water,Water,Water,Wetland,Forest
9633,Water,Water,Water,Water,Water,Water,Built-up,Water
9634,Water,Water,Water,Water,Water,Water,Water,Grassland
9635,Water,Water,Water,Water,Water,Water,Water,Cropland
9636,Water,Water,Water,Water,Water,Water,Water,Wetland
9637,Water,Water,Water,Water,Water,Water,Water,Bareland
9638,Water,Water,Water,Water,Water,Water,Water,Built-up
9639,Water,Water,Water,Water,Water,Water,Water,Water
9640,Water,Water,Water,Water,Water,Water,Water,Forest
9641,Water,Water,Water,Water,Water,Water,Forest,Wetland
9642,Water,Water,Water,Water,Water,Water,Forest,Water
9643,Water,Water,Water,Water,Water,Water,Forest,Forest
9644,Water,Water,Water,Water,Water,Forest,NULL,Grassland
9645,Water,Water,Water,Water,Water,Forest,NULL,Cropland
9646,Water,Water,Water,Water,Water,Forest,NULL,Water
9647,Water,Water,Water,Water,Water,Forest,NULL,Forest
9648,Water,Water,Water,Water,Water,Forest,Wetland,Water
9649,Water,Water,Water,Water,Water,Forest,Water,Grassland
9650,Water,Water,Water,Water,Water,Forest,Water,Water
9651,Water,Water,Water,Water,Water,Forest,Water,Forest
9652,Water,Water,Water,Water,Water,Forest,Forest,Water
9653,Water,Water,Water,Water,Water,Forest,Forest,Forest
9654,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9655,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
9656,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
9657,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
9658,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
9659,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9660,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9661,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
9662,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9663,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
9664,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
9665,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
9666,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
9667,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9668,Water,Water,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
9669,Water,Water,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
9670,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
9671,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Cropland
9672,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
9673,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
9674,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
9675,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
9676,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
9677,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9678,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9679,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9680,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9681,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
9682,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
9683,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
9684,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
9685,Water,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
9686,Water,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
9687,Water,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Water
9688,Water,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
9689,Water,Water,Forest,NULL,Non_Wetland,Cropland,Water,Grassland
9690,Water,Water,Forest,NULL,Non_Wetland,Cropland,Water,Cropland
9691,Water,Water,Forest,NULL,Non_Wetland,Cropland,Water,Water
9692,Water,Water,Forest,NULL,Non_Wetland,Cropland,Water,Forest
9693,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
9694,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
9695,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
9696,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
9697,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
9698,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9699,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
9700,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
