Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBU_M_R
2001,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2002,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2003,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2004,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2005,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2006,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2007,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2008,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2009,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2010,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2011,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2012,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2013,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2014,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2015,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2016,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2017,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2018,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2019,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2020,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2021,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2022,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2023,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2024,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2025,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2026,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2027,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2028,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2029,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2030,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2031,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2032,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
2033,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2034,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2035,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2036,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2037,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
2038,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2039,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2040,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2041,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2042,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2043,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2044,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2045,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
2046,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2047,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2048,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2049,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2050,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2051,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2052,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2053,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2054,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2055,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2056,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2057,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
2058,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2059,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2060,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2061,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2062,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2063,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2064,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2065,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2066,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2067,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2068,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2069,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2070,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2071,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2072,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2073,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
2074,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2075,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2076,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2077,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2078,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2079,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2080,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2081,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2082,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2083,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
2084,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2085,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2086,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
2087,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
2088,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2089,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2090,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2091,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
2092,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2093,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2094,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2095,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2096,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
2097,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2098,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2099,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2100,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2101,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2102,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2103,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2104,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2105,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2106,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2107,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2108,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2109,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
2110,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2111,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2112,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
2113,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2114,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2115,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2116,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2117,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2118,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
2119,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
2120,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
2121,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2122,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2123,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2124,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2125,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2126,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
2127,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2128,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2129,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2130,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2131,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2132,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
2133,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Water
2134,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2135,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2136,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
2137,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,NULL
2138,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
2139,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
2140,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
2141,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
2142,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2143,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
2144,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
2145,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Water
2146,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
2147,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
2148,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2149,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2150,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
2151,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2152,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2153,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2154,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2155,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
2156,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
2157,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2158,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
2159,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2160,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2161,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
2162,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
2163,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
2164,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
2165,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
2166,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2167,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2168,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2169,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
2170,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2171,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2172,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
2173,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2174,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2175,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2176,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2177,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2178,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2179,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2180,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2181,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2182,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2183,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2184,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2185,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2186,Forest,NULL,Water,NULL,Water,NULL,Water,Forest
2187,Forest,NULL,Water,NULL,Water,NULL,Forest,Forest
2188,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
2189,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
2190,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Forest
2191,Forest,NULL,Water,NULL,Water,Grassland,Forest,NULL
2192,Forest,NULL,Water,NULL,Water,Grassland,Forest,Grassland
2193,Forest,NULL,Water,NULL,Water,Grassland,Forest,Wetland
2194,Forest,NULL,Water,NULL,Water,Grassland,Forest,Forest
2195,Forest,NULL,Water,NULL,Water,Wetland,Forest,Grassland
2196,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
2197,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Forest
2198,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
2199,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Forest
2200,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
2201,Forest,NULL,Water,NULL,Water,Bareland,Water,Grassland
2202,Forest,NULL,Water,NULL,Water,Bareland,Forest,Grassland
2203,Forest,NULL,Water,NULL,Water,Bareland,Forest,Forest
2204,Forest,NULL,Water,NULL,Water,Water,Grassland,Grassland
2205,Forest,NULL,Water,NULL,Water,Water,Grassland,Water
2206,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
2207,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
2208,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
2209,Forest,NULL,Water,NULL,Water,Water,Water,Water
2210,Forest,NULL,Water,NULL,Water,Water,Water,Forest
2211,Forest,NULL,Water,NULL,Water,Water,Forest,Grassland
2212,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
2213,Forest,NULL,Water,NULL,Water,Forest,Grassland,Grassland
2214,Forest,NULL,Water,NULL,Water,Forest,Grassland,Forest
2215,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
2216,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
2217,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Water
2218,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
2219,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
2220,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Water
2221,Forest,NULL,Water,Non_Water,Water,Grassland,Forest,Grassland
2222,Forest,NULL,Water,Non_Water,Water,Grassland,Forest,Water
2223,Forest,NULL,Water,Non_Water,Water,Grassland,Forest,Forest
2224,Forest,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
2225,Forest,NULL,Water,Non_Water,Water,Bareland,Grassland,Forest
2226,Forest,NULL,Water,Non_Water,Water,Bareland,Water,Wetland
2227,Forest,NULL,Water,Non_Water,Water,Bareland,Forest,Forest
2228,Forest,NULL,Water,Water,Water,Grassland,Grassland,Forest
2229,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
2230,Forest,NULL,Water,Water,Water,Grassland,Wetland,Water
2231,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
2232,Forest,NULL,Water,Water,Water,Grassland,Forest,Grassland
2233,Forest,NULL,Water,Water,Water,Grassland,Forest,Water
2234,Forest,NULL,Water,Water,Water,Grassland,Forest,Forest
2235,Forest,NULL,Water,Water,Water,Bareland,Grassland,Water
2236,Forest,NULL,Water,Water,Water,Bareland,Water,Water
2237,Forest,NULL,Water,Water,Water,Water,Grassland,Water
2238,Forest,NULL,Water,Water,Water,Water,Water,Water
2239,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2240,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2241,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2242,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2243,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2244,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2245,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2246,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2247,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2248,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2249,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2250,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2251,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2252,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2253,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2254,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2255,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2256,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2257,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2258,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2259,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2260,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2261,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2262,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2263,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2264,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2265,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2266,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2267,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2268,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
2269,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2270,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2271,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2272,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2273,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2274,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
2275,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2276,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2277,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2278,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2279,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2280,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2281,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2282,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2283,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
2284,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2285,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2286,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2287,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2288,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2289,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
2290,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2291,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
2292,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2293,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2294,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
2295,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2296,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2297,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2298,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2299,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
2300,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2301,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Water
2302,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2303,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
2304,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2305,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
2306,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
2307,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
2308,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2309,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2310,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2311,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2312,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2313,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
2314,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
2315,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2316,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2317,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2318,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2319,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2320,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2321,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2322,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2323,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2324,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2325,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2326,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2327,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
