Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MPR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MPR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MPR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MPR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MPR_M_R
14631,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
14632,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
14633,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
14634,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
14635,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14636,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
14637,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
14638,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
14639,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
14640,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
14641,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
14642,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
14643,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
14644,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
14645,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
14646,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
14647,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
14648,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
14649,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
14650,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
14651,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
14652,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
14653,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
14654,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,NULL
14655,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
14656,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,NULL
14657,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
14658,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
14659,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
14660,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
14661,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
14662,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
14663,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
14664,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
14665,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,NULL
14666,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
14667,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
14668,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,NULL
14669,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
14670,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Built-up
14671,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Water
14672,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
14673,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
14674,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
14675,Forest,Built-up,NULL,Water,Non_Wetland,Forest,Forest,Forest
14676,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
14677,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
14678,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
14679,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
14680,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
14681,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
14682,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
14683,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
14684,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
14685,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
14686,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14687,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14688,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
14689,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14690,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
14691,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14692,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
14693,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
14694,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
14695,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
14696,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
14697,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
14698,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
14699,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
14700,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
14701,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
14702,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
14703,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
14704,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
14705,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
14706,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
14707,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14708,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
14709,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
14710,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
14711,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14712,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
14713,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
14714,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
14715,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
14716,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
14717,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
14718,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
14719,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
14720,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
14721,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
14722,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
14723,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
14724,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
14725,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
14726,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
14727,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
14728,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
14729,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
14730,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
14731,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
14732,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
14733,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
14734,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
14735,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
14736,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
14737,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
14738,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
14739,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
14740,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
14741,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
14742,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
14743,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
14744,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
14745,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
14746,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
14747,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
14748,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
14749,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
14750,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
14751,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
14752,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
14753,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
14754,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
14755,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
14756,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
14757,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
14758,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
14759,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
14760,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
14761,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
14762,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
14763,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
14764,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,NULL
14765,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
14766,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
14767,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
14768,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
14769,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
14770,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
14771,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
14772,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
14773,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
14774,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
14775,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
14776,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14777,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
14778,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
14779,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
14780,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
14781,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
14782,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
14783,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
14784,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
14785,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
14786,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Built-up
14787,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
14788,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14789,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14790,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14791,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
14792,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14793,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
14794,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
14795,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
14796,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
14797,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
14798,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
14799,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
14800,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
14801,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
14802,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
14803,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
14804,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
14805,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14806,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
14807,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
14808,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
14809,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14810,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
14811,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
14812,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
14813,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
14814,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
14815,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
14816,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
14817,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
14818,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
14819,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
14820,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
14821,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
14822,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
14823,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14824,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
14825,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
14826,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
14827,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14828,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
14829,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
14830,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
14831,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
14832,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
14833,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
14834,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
14835,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
14836,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,NULL
14837,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
14838,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
14839,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
14840,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,NULL
14841,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
14842,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
14843,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
14844,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
14845,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
14846,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
14847,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
14848,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
14849,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
14850,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,NULL
14851,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
14852,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Built-up
14853,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
14854,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
14855,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
14856,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Built-up
14857,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
14858,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
14859,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
14860,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Built-up
14861,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
14862,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
14863,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
14864,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
14865,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
14866,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,NULL
14867,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Grassland
14868,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
14869,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Water,NULL
14870,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Water,Forest
14871,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
14872,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
14873,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
14874,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
14875,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,NULL
14876,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
14877,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
14878,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
14879,Forest,Built-up,Grassland,Water,Non_Wetland,Grassland,NULL,Forest
14880,Forest,Built-up,Grassland,Water,Non_Wetland,Grassland,Water,Forest
14881,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
14882,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
14883,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
14884,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
14885,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
14886,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
14887,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
14888,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
14889,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14890,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14891,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14892,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
14893,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14894,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
14895,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
14896,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
14897,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
14898,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
14899,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
14900,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
14901,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
14902,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
14903,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
14904,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14905,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
14906,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
14907,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
14908,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14909,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
14910,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
14911,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
14912,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
14913,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
14914,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
14915,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
14916,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
14917,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
14918,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
14919,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
14920,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
14921,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14922,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14923,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
14924,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
14925,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
14926,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
14927,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
14928,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
14929,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
14930,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
14931,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
14932,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
14933,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
14934,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
14935,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
14936,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
14937,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
14938,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
14939,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
