Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYQ_M_R
13752,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
13753,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
13754,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
13755,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
13756,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
13757,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
13758,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Water
13759,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
13760,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
13761,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Bareland
13762,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
13763,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
13764,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
13765,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
13766,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
13767,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
13768,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
13769,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
13770,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
13771,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
13772,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Forest
13773,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
13774,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
13775,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
13776,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
13777,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
13778,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
13779,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
13780,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
13781,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
13782,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
13783,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
13784,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
13785,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
13786,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
13787,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
13788,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
13789,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
13790,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
13791,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
13792,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Bareland
13793,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
13794,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
13795,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
13796,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
13797,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
13798,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
13799,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
13800,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
13801,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
13802,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
13803,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
13804,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
13805,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
13806,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
13807,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
13808,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
13809,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
13810,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
13811,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
13812,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
13813,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
13814,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
13815,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Water
13816,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
13817,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
13818,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
13819,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
13820,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
13821,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
13822,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
13823,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
13824,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Built-up
13825,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
13826,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
13827,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
13828,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Water,Forest
13829,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
13830,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
13831,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
13832,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Grassland
13833,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Bareland
13834,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
13835,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
13836,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
13837,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Forest,Grassland
13838,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Forest,Forest
13839,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Forest
13840,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13841,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13842,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Forest
13843,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
13844,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
13845,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
13846,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Wetland,Forest
13847,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
13848,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Water,Grassland
13849,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Water,Forest
13850,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
13851,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
13852,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
13853,Forest,Forest,Water,NULL,Water,NULL,NULL,Cropland
13854,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
13855,Forest,Forest,Water,NULL,Water,NULL,Wetland,Grassland
13856,Forest,Forest,Water,NULL,Water,NULL,Wetland,Bareland
13857,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
13858,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
13859,Forest,Forest,Water,NULL,Water,NULL,Water,NULL
13860,Forest,Forest,Water,NULL,Water,NULL,Water,Grassland
13861,Forest,Forest,Water,NULL,Water,NULL,Water,Water
13862,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
13863,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
13864,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
13865,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
13866,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
13867,Forest,Forest,Water,NULL,Water,Wetland,NULL,Water
13868,Forest,Forest,Water,NULL,Water,Wetland,NULL,Forest
13869,Forest,Forest,Water,NULL,Water,Wetland,Wetland,NULL
13870,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
13871,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Bareland
13872,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
13873,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
13874,Forest,Forest,Water,NULL,Water,Wetland,Bareland,Forest
13875,Forest,Forest,Water,NULL,Water,Wetland,Water,Grassland
13876,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
13877,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
13878,Forest,Forest,Water,NULL,Water,Wetland,Forest,Grassland
13879,Forest,Forest,Water,NULL,Water,Wetland,Forest,Bareland
13880,Forest,Forest,Water,NULL,Water,Wetland,Forest,Water
13881,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
13882,Forest,Forest,Water,NULL,Water,Bareland,NULL,Forest
13883,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Bareland
13884,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
13885,Forest,Forest,Water,NULL,Water,Bareland,Water,Grassland
13886,Forest,Forest,Water,NULL,Water,Bareland,Water,Bareland
13887,Forest,Forest,Water,NULL,Water,Bareland,Water,Water
13888,Forest,Forest,Water,NULL,Water,Bareland,Water,Forest
13889,Forest,Forest,Water,NULL,Water,Bareland,Forest,Bareland
13890,Forest,Forest,Water,NULL,Water,Water,NULL,Forest
13891,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
13892,Forest,Forest,Water,NULL,Water,Water,Water,Water
13893,Forest,Forest,Water,NULL,Water,Water,Water,Forest
13894,Forest,Forest,Water,NULL,Water,Water,Forest,Bareland
13895,Forest,Forest,Water,NULL,Water,Water,Forest,Water
13896,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
13897,Forest,Forest,Water,NULL,Water,Forest,NULL,Water
13898,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
13899,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
13900,Forest,Forest,Water,NULL,Water,Forest,Water,Water
13901,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
13902,Forest,Forest,Water,NULL,Water,Forest,Forest,Water
13903,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
13904,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
13905,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
13906,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Grassland
13907,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Cropland
13908,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
13909,Forest,Forest,Water,Non_Water,Water,NULL,Water,Water
13910,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
13911,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
13912,Forest,Forest,Water,Non_Water,Water,Wetland,NULL,Forest
13913,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,NULL
13914,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
13915,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
13916,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
13917,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Bareland
13918,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Water
13919,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
13920,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,Water
13921,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,Forest
13922,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Grassland
13923,Forest,Forest,Water,Non_Water,Water,Water,NULL,Water
13924,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
13925,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
13926,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
13927,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
13928,Forest,Forest,Water,Water,Water,NULL,NULL,Water
13929,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
13930,Forest,Forest,Water,Water,Water,NULL,Wetland,Grassland
13931,Forest,Forest,Water,Water,Water,NULL,Wetland,Cropland
13932,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
13933,Forest,Forest,Water,Water,Water,NULL,Water,Grassland
13934,Forest,Forest,Water,Water,Water,NULL,Water,Bareland
13935,Forest,Forest,Water,Water,Water,NULL,Water,Water
13936,Forest,Forest,Water,Water,Water,NULL,Water,Forest
13937,Forest,Forest,Water,Water,Water,NULL,Forest,Water
13938,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
13939,Forest,Forest,Water,Water,Water,Wetland,NULL,Water
13940,Forest,Forest,Water,Water,Water,Wetland,NULL,Forest
13941,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
13942,Forest,Forest,Water,Water,Water,Wetland,Wetland,Wetland
13943,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
13944,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
13945,Forest,Forest,Water,Water,Water,Wetland,Water,Grassland
13946,Forest,Forest,Water,Water,Water,Wetland,Water,Wetland
13947,Forest,Forest,Water,Water,Water,Wetland,Water,Bareland
13948,Forest,Forest,Water,Water,Water,Wetland,Water,Water
13949,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
13950,Forest,Forest,Water,Water,Water,Wetland,Forest,Water
13951,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
13952,Forest,Forest,Water,Water,Water,Bareland,Water,Grassland
13953,Forest,Forest,Water,Water,Water,Water,NULL,Forest
13954,Forest,Forest,Water,Water,Water,Water,Wetland,Water
13955,Forest,Forest,Water,Water,Water,Water,Water,Water
13956,Forest,Forest,Water,Water,Water,Water,Water,Forest
13957,Forest,Forest,Water,Water,Water,Water,Forest,Water
13958,Forest,Forest,Water,Water,Water,Water,Forest,Forest
13959,Forest,Forest,Water,Water,Water,Forest,NULL,Forest
13960,Forest,Forest,Water,Water,Water,Forest,Wetland,Grassland
13961,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
13962,Forest,Forest,Water,Water,Water,Forest,Water,Water
13963,Forest,Forest,Water,Water,Water,Forest,Water,Forest
13964,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
13965,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
13966,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
13967,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
13968,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
13969,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
13970,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
13971,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
13972,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
13973,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
13974,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
13975,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
13976,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
13977,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
13978,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
13979,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
13980,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
13981,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Bareland
13982,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Built-up
13983,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
13984,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
13985,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
13986,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
13987,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
13988,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
13989,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Grassland
13990,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
13991,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
13992,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
13993,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
13994,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
13995,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
13996,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
13997,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
13998,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
13999,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
14000,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
14001,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14002,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14003,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14004,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
14005,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14006,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
14007,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
14008,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
14009,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
14010,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
14011,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
14012,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
14013,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
14014,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
14015,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
14016,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
14017,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14018,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
14019,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
14020,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
14021,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
14022,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
14023,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
14024,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
14025,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
14026,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
14027,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
14028,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
14029,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
14030,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
14031,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
14032,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
14033,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
14034,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
14035,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
14036,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
14037,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
14038,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
14039,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
14040,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
14041,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
14042,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
14043,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
14044,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
14045,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
14046,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
14047,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
14048,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
14049,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Bareland
14050,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Built-up
14051,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Water
14052,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
14053,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
14054,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
14055,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
14056,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
14057,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
14058,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
14059,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
14060,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
14061,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
14062,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
14063,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
14064,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Built-up
14065,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
14066,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
14067,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
14068,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
14069,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
14070,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,NULL
14071,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
14072,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
14073,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Bareland
14074,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Water
14075,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
14076,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
14077,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
14078,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Bareland
14079,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Built-up
14080,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Water
14081,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
14082,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
14083,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
14084,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
14085,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Water
14086,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
14087,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14088,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
