Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBD_M_R
11278,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
11279,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11280,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
11281,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
11282,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
11283,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
11284,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
11285,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
11286,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
11287,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
11288,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
11289,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
11290,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11291,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
11292,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
11293,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
11294,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
11295,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
11296,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
11297,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
11298,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
11299,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
11300,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
11301,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
11302,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Water
11303,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
11304,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
11305,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
11306,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
11307,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11308,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11309,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
11310,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11311,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
11312,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
11313,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
11314,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
11315,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
11316,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
11317,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
11318,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
11319,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
11320,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
11321,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
11322,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
11323,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
11324,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
11325,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
11326,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
11327,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
11328,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
11329,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
11330,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
11331,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Forest,Water
11332,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
11333,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
11334,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
11335,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Forest
11336,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
11337,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
11338,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
11339,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
11340,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
11341,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
11342,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
11343,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
11344,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
11345,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
11346,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
11347,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
11348,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
11349,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
11350,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
11351,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
11352,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11353,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11354,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11355,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
11356,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
11357,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
11358,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
11359,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
11360,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11361,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11362,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
11363,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
11364,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
11365,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11366,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
11367,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
11368,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11369,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
11370,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
11371,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
11372,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
11373,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
11374,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
11375,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
11376,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
11377,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
11378,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
11379,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
11380,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11381,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11382,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
11383,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
11384,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11385,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
11386,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11387,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
11388,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
11389,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
11390,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
11391,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11392,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
11393,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
11394,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
11395,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11396,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
11397,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
11398,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
11399,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
11400,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
11401,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
11402,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
11403,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
11404,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
11405,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
11406,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
11407,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
11408,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
11409,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Water
11410,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
11411,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
11412,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11413,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
11414,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
11415,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
11416,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11417,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11418,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11419,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11420,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11421,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11422,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11423,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
11424,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11425,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
11426,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11427,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
11428,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
11429,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
11430,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
11431,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
11432,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11433,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
11434,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
11435,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
11436,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11437,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
11438,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
11439,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
11440,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
11441,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11442,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11443,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11444,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
11445,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
11446,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11447,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
11448,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11449,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11450,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11451,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11452,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
11453,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
11454,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11455,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
11456,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
11457,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
11458,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11459,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
11460,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
11461,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
11462,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
11463,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
11464,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
11465,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
11466,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
11467,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
11468,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
11469,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
11470,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
11471,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
11472,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
11473,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
11474,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
11475,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
11476,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
11477,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
11478,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
11479,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
11480,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
11481,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
11482,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
11483,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11484,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
11485,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
11486,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11487,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
11488,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
11489,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Built-up
11490,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
11491,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
11492,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
11493,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11494,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
11495,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
11496,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
11497,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
11498,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
11499,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
11500,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
11501,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
11502,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Water
11503,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
11504,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
11505,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
11506,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Water
11507,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
11508,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
11509,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
11510,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
11511,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
11512,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
11513,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11514,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
11515,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
11516,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
11517,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
11518,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
11519,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11520,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11521,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11522,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
11523,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11524,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
11525,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11526,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
11527,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
11528,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
11529,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11530,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
11531,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
11532,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
11533,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
11534,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
11535,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11536,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
11537,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
11538,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
11539,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
11540,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
11541,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
11542,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
11543,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
11544,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
11545,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
11546,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
11547,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
11548,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
11549,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
11550,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
11551,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11552,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
11553,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
11554,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
11555,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
11556,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
11557,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
11558,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
11559,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
11560,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
11561,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
11562,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Built-up
11563,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
11564,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
11565,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
11566,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
11567,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
11568,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
11569,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11570,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
11571,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11572,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
11573,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
11574,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11575,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
11576,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
11577,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
11578,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
11579,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11580,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
11581,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
11582,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
11583,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
11584,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
11585,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
11586,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
11587,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
11588,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
11589,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11590,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
11591,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11592,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,NULL
11593,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
11594,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
