Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPR_M_R
2822,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
2823,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
2824,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
2825,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2826,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2827,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2828,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2829,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
2830,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
2831,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2832,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2833,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
2834,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
2835,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2836,Water,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Water
2837,Water,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
2838,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
2839,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
2840,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
2841,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2842,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2843,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Water
2844,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2845,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Wetland
2846,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
2847,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
2848,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
2849,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
2850,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2851,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
2852,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2853,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2854,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2855,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
2856,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2857,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2858,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
2859,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
2860,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
2861,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
2862,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
2863,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
2864,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
2865,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
2866,Water,Water,Bareland,Water,Non_Wetland,Bareland,NULL,Water
2867,Water,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
2868,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
2869,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
2870,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
2871,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
2872,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
2873,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
2874,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
2875,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Forest
2876,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2877,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2878,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
2879,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2880,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2881,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
2882,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
2883,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
2884,Water,Water,Bareland,Water,Non_Wetland,Forest,Forest,Water
2885,Water,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Water
2886,Water,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
2887,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
2888,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2889,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2890,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2891,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
2892,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2893,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
2894,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
2895,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
2896,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
2897,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
2898,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
2899,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
2900,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2901,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
2902,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
2903,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
2904,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
2905,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
2906,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2907,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2908,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Water
2909,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
2910,Water,Water,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
2911,Water,Water,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
2912,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
2913,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
2914,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
2915,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
2916,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
2917,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
2918,Water,Water,Water,NULL,Water,NULL,Wetland,Water
2919,Water,Water,Water,NULL,Water,NULL,Water,Water
2920,Water,Water,Water,NULL,Water,NULL,Water,Forest
2921,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
2922,Water,Water,Water,NULL,Water,Grassland,Grassland,Water
2923,Water,Water,Water,NULL,Water,Grassland,Wetland,Grassland
2924,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
2925,Water,Water,Water,NULL,Water,Grassland,Water,Water
2926,Water,Water,Water,NULL,Water,Wetland,Grassland,Water
2927,Water,Water,Water,NULL,Water,Bareland,NULL,Grassland
2928,Water,Water,Water,NULL,Water,Bareland,NULL,Water
2929,Water,Water,Water,NULL,Water,Bareland,Grassland,Grassland
2930,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
2931,Water,Water,Water,NULL,Water,Bareland,Water,Water
2932,Water,Water,Water,NULL,Water,Bareland,Water,Forest
2933,Water,Water,Water,NULL,Water,Water,NULL,Grassland
2934,Water,Water,Water,NULL,Water,Water,NULL,Bareland
2935,Water,Water,Water,NULL,Water,Water,NULL,Water
2936,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
2937,Water,Water,Water,NULL,Water,Water,Grassland,Water
2938,Water,Water,Water,NULL,Water,Water,Grassland,Forest
2939,Water,Water,Water,NULL,Water,Water,Wetland,Water
2940,Water,Water,Water,NULL,Water,Water,Wetland,Forest
2941,Water,Water,Water,NULL,Water,Water,Water,Grassland
2942,Water,Water,Water,NULL,Water,Water,Water,Bareland
2943,Water,Water,Water,NULL,Water,Water,Water,Water
2944,Water,Water,Water,NULL,Water,Water,Water,Forest
2945,Water,Water,Water,NULL,Water,Water,Forest,Grassland
2946,Water,Water,Water,NULL,Water,Water,Forest,Water
2947,Water,Water,Water,NULL,Water,Water,Forest,Forest
2948,Water,Water,Water,NULL,Water,Forest,Wetland,Water
2949,Water,Water,Water,NULL,Water,Forest,Water,Water
2950,Water,Water,Water,NULL,Water,Forest,Water,Forest
2951,Water,Water,Water,NULL,Water,Forest,Forest,Water
2952,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
2953,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
2954,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Water
2955,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
2956,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
2957,Water,Water,Water,Non_Water,Water,Water,Grassland,Grassland
2958,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
2959,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
2960,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
2961,Water,Water,Water,Non_Water,Water,Water,Bareland,Water
2962,Water,Water,Water,Non_Water,Water,Water,Bareland,Forest
2963,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
2964,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
2965,Water,Water,Water,Non_Water,Water,Water,Water,Water
2966,Water,Water,Water,Non_Water,Water,Water,Water,Forest
2967,Water,Water,Water,Non_Water,Water,Water,Forest,Water
2968,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
2969,Water,Water,Water,Non_Water,Water,Forest,Wetland,Water
2970,Water,Water,Water,Water,Water,NULL,Wetland,Forest
2971,Water,Water,Water,Water,Water,NULL,Water,Water
2972,Water,Water,Water,Water,Water,NULL,Water,Forest
2973,Water,Water,Water,Water,Water,Grassland,NULL,Grassland
2974,Water,Water,Water,Water,Water,Grassland,NULL,Bareland
2975,Water,Water,Water,Water,Water,Grassland,Grassland,Forest
2976,Water,Water,Water,Water,Water,Grassland,Water,Grassland
2977,Water,Water,Water,Water,Water,Grassland,Water,Water
2978,Water,Water,Water,Water,Water,Grassland,Water,Forest
2979,Water,Water,Water,Water,Water,Bareland,NULL,Water
2980,Water,Water,Water,Water,Water,Bareland,Wetland,Water
2981,Water,Water,Water,Water,Water,Bareland,Bareland,Grassland
2982,Water,Water,Water,Water,Water,Bareland,Bareland,Bareland
2983,Water,Water,Water,Water,Water,Bareland,Bareland,Water
2984,Water,Water,Water,Water,Water,Bareland,Bareland,Forest
2985,Water,Water,Water,Water,Water,Bareland,Water,Water
2986,Water,Water,Water,Water,Water,Bareland,Water,Forest
2987,Water,Water,Water,Water,Water,Water,NULL,Grassland
2988,Water,Water,Water,Water,Water,Water,NULL,Bareland
2989,Water,Water,Water,Water,Water,Water,NULL,Water
2990,Water,Water,Water,Water,Water,Water,Grassland,Grassland
2991,Water,Water,Water,Water,Water,Water,Grassland,Bareland
2992,Water,Water,Water,Water,Water,Water,Grassland,Water
2993,Water,Water,Water,Water,Water,Water,Grassland,Forest
2994,Water,Water,Water,Water,Water,Water,Wetland,Grassland
2995,Water,Water,Water,Water,Water,Water,Wetland,Water
2996,Water,Water,Water,Water,Water,Water,Wetland,Forest
2997,Water,Water,Water,Water,Water,Water,Bareland,Bareland
2998,Water,Water,Water,Water,Water,Water,Bareland,Water
2999,Water,Water,Water,Water,Water,Water,Water,Grassland
3000,Water,Water,Water,Water,Water,Water,Water,Wetland
3001,Water,Water,Water,Water,Water,Water,Water,Bareland
3002,Water,Water,Water,Water,Water,Water,Water,Water
3003,Water,Water,Water,Water,Water,Water,Water,Forest
3004,Water,Water,Water,Water,Water,Water,Forest,Water
3005,Water,Water,Water,Water,Water,Water,Forest,Forest
3006,Water,Water,Water,Water,Water,Forest,Wetland,Water
3007,Water,Water,Water,Water,Water,Forest,Wetland,Forest
3008,Water,Water,Water,Water,Water,Forest,Water,Water
3009,Water,Water,Water,Water,Water,Forest,Water,Forest
3010,Water,Water,Water,Water,Water,Forest,Forest,Water
3011,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
3012,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3013,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3014,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
3015,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3016,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
3017,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3018,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3019,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3020,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
3021,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3022,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
3023,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3024,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3025,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
3026,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3027,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
3028,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3029,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3030,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3031,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3032,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
3033,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3034,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
3035,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3036,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3037,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3038,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3039,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
3040,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3041,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3042,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
3043,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3044,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3045,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
3046,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3047,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3048,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3049,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3050,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
3051,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3052,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
3053,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
3054,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
3055,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
3056,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
3057,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
3058,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
3059,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3060,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3061,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3062,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3063,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3064,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3065,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
3066,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3067,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
3068,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
3069,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
3070,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3071,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
3072,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
3073,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
3074,Water,Water,Forest,Water,Non_Wetland,Cropland,Wetland,Grassland
3075,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
3076,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
3077,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3078,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3079,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
3080,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
3081,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3082,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3083,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3084,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3085,Water,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3086,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3087,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
3088,Water,Forest,Water,NULL,Water,NULL,Wetland,Forest
3089,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
3090,Water,Forest,Water,NULL,Water,Water,Water,Grassland
3091,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3092,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3093,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3094,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3095,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3096,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3097,Permanent_ice_and_snow,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3098,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3099,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3100,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3101,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3102,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3103,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
3104,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3105,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3106,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3107,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3108,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3109,Permanent_ice_and_snow,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3110,Permanent_ice_and_snow,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3111,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3112,Permanent_ice_and_snow,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3113,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3114,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3115,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3116,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
3117,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3118,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
3119,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Water,Forest
3120,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Wetland,Grassland
3121,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3122,Permanent_ice_and_snow,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3123,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3124,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3125,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3126,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
3127,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3128,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3129,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3130,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
3131,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3132,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3133,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3134,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3135,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3136,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3137,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3138,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3139,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3140,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
3141,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
3142,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3143,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3144,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3145,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3146,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3147,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
3148,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
3149,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
