Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBP_M_R
5943,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
5944,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
5945,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
5946,Forest,Wetland,Water,NULL,Water,Water,Water,Water
5947,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
5948,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
5949,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Water
5950,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
5951,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Water
5952,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Forest
5953,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Forest
5954,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Forest
5955,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
5956,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
5957,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
5958,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
5959,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
5960,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
5961,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
5962,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
5963,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
5964,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
5965,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
5966,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
5967,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
5968,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
5969,Forest,Wetland,Water,Water,Water,NULL,Wetland,Water
5970,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
5971,Forest,Wetland,Water,Water,Water,NULL,Water,Water
5972,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
5973,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Forest
5974,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
5975,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
5976,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
5977,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
5978,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
5979,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
5980,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
5981,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
5982,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
5983,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
5984,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
5985,Forest,Wetland,Water,Water,Water,Water,Water,Water
5986,Forest,Wetland,Water,Water,Water,Water,Water,Forest
5987,Forest,Wetland,Water,Water,Water,Forest,Wetland,Water
5988,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
5989,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
5990,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
5991,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5992,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5993,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
5994,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5995,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5996,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
5997,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5998,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5999,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6000,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
6001,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6002,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6003,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
6004,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6005,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6006,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
6007,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
6008,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
6009,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
6010,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6011,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
6012,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
6013,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6014,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
6015,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6016,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
6017,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
6018,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
6019,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6020,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
6021,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
6022,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6023,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6024,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6025,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
6026,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
6027,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
6028,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
6029,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
6030,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
6031,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
6032,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
6033,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
6034,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
6035,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Forest
6036,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
6037,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
6038,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
6039,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
6040,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
6041,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
6042,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
6043,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
6044,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
6045,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
6046,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
6047,Forest,Bareland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
6048,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6049,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6050,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
6051,Forest,Bareland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Bareland
6052,Forest,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Cropland
6053,Forest,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Water
6054,Forest,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6055,Forest,Bareland,Wetland,NULL,Wetland,Grassland,Water,Wetland
6056,Forest,Bareland,Wetland,NULL,Wetland,Grassland,Water,Forest
6057,Forest,Bareland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
6058,Forest,Bareland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
6059,Forest,Bareland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
6060,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
6061,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
6062,Forest,Bareland,Wetland,Water,Wetland,Grassland,NULL,Grassland
6063,Forest,Bareland,Wetland,Water,Wetland,Grassland,NULL,Water
6064,Forest,Bareland,Wetland,Water,Wetland,Water,NULL,Water
6065,Forest,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
6066,Forest,Bareland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6067,Forest,Bareland,Water,NULL,Water,Grassland,Wetland,Grassland
6068,Forest,Bareland,Water,NULL,Water,Grassland,Wetland,Water
6069,Forest,Bareland,Water,Non_Water,Water,Grassland,Wetland,Water
6070,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6071,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6072,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6073,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6074,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6075,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
6076,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
6077,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6078,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
6079,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6080,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
6081,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
6082,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
6083,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
6084,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
6085,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
6086,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6087,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
6088,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
6089,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6090,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
6091,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6092,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6093,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6094,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6095,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6096,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
6097,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6098,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6099,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6100,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6101,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6102,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
6103,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
6104,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
6105,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6106,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
6107,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
6108,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
6109,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
6110,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
6111,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6112,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
6113,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
6114,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6115,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6116,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6117,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
6118,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6119,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
6120,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6121,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
6122,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6123,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6124,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6125,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6126,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6127,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6128,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6129,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
6130,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6131,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6132,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
6133,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6134,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
6135,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
6136,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
6137,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
6138,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
6139,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
6140,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
6141,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6142,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
6143,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
6144,Forest,Built-up,Water,NULL,Water,Wetland,Grassland,Forest
6145,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6146,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6147,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
6148,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
6149,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6150,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6151,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6152,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6153,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
6154,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
6155,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
6156,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
6157,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
6158,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6159,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
6160,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6161,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6162,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
6163,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
6164,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6165,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6166,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6167,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
6168,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
6169,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
6170,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6171,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6172,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
6173,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6174,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
6175,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
6176,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Bareland
6177,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
6178,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6179,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Bareland
6180,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
6181,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
6182,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
6183,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
6184,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
6185,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
6186,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
6187,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
6188,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
6189,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6190,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
6191,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6192,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
6193,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
6194,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6195,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6196,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
6197,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
6198,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
6199,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
6200,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
6201,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
6202,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
6203,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
6204,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
6205,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Forest
6206,Forest,Water,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
6207,Forest,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
6208,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Water
6209,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
6210,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
6211,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
6212,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Wetland
6213,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
6214,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
6215,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
6216,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
6217,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
6218,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
6219,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Water
6220,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6221,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
6222,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6223,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6224,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6225,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
6226,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
6227,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6228,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6229,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6230,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6231,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6232,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
6233,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
6234,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6235,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6236,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6237,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
6238,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
6239,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
6240,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
6241,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6242,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6243,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6244,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6245,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
6246,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
6247,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
6248,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
6249,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
6250,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
6251,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
6252,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
6253,Forest,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
6254,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
6255,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6256,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6257,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6258,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6259,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6260,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
6261,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
6262,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6263,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6264,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
6265,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
6266,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
6267,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
6268,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6269,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
6270,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
6271,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Water,Forest
6272,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
6273,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
