Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MPM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MPM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MPM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MPM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MPM_M_R
10606,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
10607,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
10608,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
10609,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
10610,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
10611,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
10612,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10613,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
10614,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
10615,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
10616,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
10617,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
10618,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
10619,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
10620,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10621,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
10622,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
10623,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
10624,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
10625,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
10626,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
10627,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
10628,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
10629,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10630,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
10631,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10632,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
10633,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
10634,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
10635,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
10636,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
10637,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
10638,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
10639,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
10640,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
10641,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
10642,Forest,NULL,NULL,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
10643,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
10644,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
10645,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
10646,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
10647,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
10648,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
10649,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
10650,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
10651,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
10652,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Water
10653,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
10654,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
10655,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
10656,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
10657,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
10658,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
10659,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
10660,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
10661,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
10662,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
10663,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
10664,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
10665,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
10666,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
10667,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
10668,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
10669,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
10670,Forest,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
10671,Forest,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
10672,Forest,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
10673,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
10674,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
10675,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Bareland
10676,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Water
10677,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
10678,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
10679,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Bareland
10680,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
10681,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
10682,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
10683,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
10684,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
10685,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
10686,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Wetland
10687,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
10688,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
10689,Forest,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Grassland
10690,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
10691,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10692,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
10693,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
10694,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10695,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
10696,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10697,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
10698,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
10699,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
10700,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
10701,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
10702,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10703,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
10704,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
10705,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
10706,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
10707,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
10708,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
10709,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
10710,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
10711,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
10712,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
10713,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10714,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
10715,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
10716,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
10717,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
10718,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10719,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10720,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10721,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10722,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
10723,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
10724,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
10725,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10726,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10727,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10728,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10729,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10730,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
10731,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
10732,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
10733,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10734,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
10735,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
10736,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
10737,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
10738,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
10739,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
10740,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
10741,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
10742,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
10743,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10744,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
10745,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
10746,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10747,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
10748,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
10749,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10750,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
10751,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
10752,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10753,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
10754,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10755,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
10756,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
10757,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
10758,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10759,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10760,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
10761,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
10762,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
10763,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
10764,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10765,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
10766,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
10767,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
10768,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
10769,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
10770,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
10771,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
10772,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
10773,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
10774,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
10775,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
10776,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
10777,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10778,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
10779,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10780,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
10781,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
10782,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10783,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
10784,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10785,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
10786,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10787,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
10788,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
10789,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10790,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10791,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
10792,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
10793,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
10794,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
10795,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
10796,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
10797,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
10798,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
10799,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
10800,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
10801,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
10802,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
10803,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
10804,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
10805,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Wetland
10806,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
10807,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
10808,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
10809,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
10810,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
10811,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
10812,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
10813,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10814,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
10815,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
10816,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
10817,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
10818,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
10819,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
10820,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
10821,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
10822,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
10823,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
10824,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
10825,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
10826,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
10827,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
10828,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
10829,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
10830,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
10831,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
10832,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
10833,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
10834,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
10835,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
10836,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
10837,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
10838,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
10839,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
10840,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
10841,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
10842,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
10843,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
10844,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
10845,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
10846,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
10847,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10848,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
10849,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
10850,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
10851,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
10852,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10853,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
10854,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
10855,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
10856,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
10857,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
10858,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
10859,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
10860,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
10861,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
10862,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10863,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
10864,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
10865,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
10866,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10867,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
10868,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
10869,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
10870,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
10871,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
10872,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
10873,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
10874,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
10875,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
10876,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
10877,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
10878,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
10879,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
10880,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
10881,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
10882,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
10883,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
10884,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
10885,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
10886,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
10887,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
10888,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
10889,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,NULL
10890,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Water
10891,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
10892,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
10893,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,NULL
10894,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
10895,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
10896,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
10897,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
10898,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
10899,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Wetland
10900,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
10901,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
10902,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
10903,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
10904,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
10905,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
10906,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
10907,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
10908,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
10909,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
10910,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,NULL
10911,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Forest
10912,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Bareland
10913,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
10914,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
10915,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,NULL
10916,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
10917,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Wetland
10918,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Bareland
10919,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
10920,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Bareland
10921,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Wetland
