Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXP_M_R
3853,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
3854,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
3855,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
3856,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3857,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,Forest,Bareland,Forest
3858,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Water,Bareland,Forest
3859,Permanent_ice_and_snow,NULL,Water,NULL,Water,Bareland,Bareland,Forest
3860,Permanent_ice_and_snow,NULL,Water,NULL,Water,Water,Bareland,Bareland
3861,Permanent_ice_and_snow,NULL,Water,Water,Water,Bareland,Bareland,Forest
3862,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3863,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3864,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3865,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3866,Permanent_ice_and_snow,Bareland,Water,Water,Water,Water,Bareland,Water
3867,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3868,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3869,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3870,Permanent_ice_and_snow,Built-up,Water,Water,Water,Bareland,Bareland,Forest
3871,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3872,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
3873,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3874,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
3875,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3876,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3877,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
3878,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
3879,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
3880,Permanent_ice_and_snow,Water,Water,NULL,Water,Bareland,Bareland,Forest
3881,Permanent_ice_and_snow,Water,Water,Water,Water,Bareland,Bareland,Water
3882,Permanent_ice_and_snow,Water,Water,Water,Water,Bareland,Bareland,Forest
3883,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Bareland,Water
3884,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3885,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3886,Permanent_ice_and_snow,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Water
3887,Permanent_ice_and_snow,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
3888,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3889,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,Bareland,Bareland,Forest
3890,Permanent_ice_and_snow,Forest,Water,NULL,Water,Bareland,Bareland,Forest
3891,Permanent_ice_and_snow,Forest,Water,Water,Water,Bareland,Bareland,Forest
3892,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3893,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3894,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3895,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
3896,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3897,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3898,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3899,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3900,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3901,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3902,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3903,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3904,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
3905,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3906,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3907,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3908,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
3909,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3910,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3911,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
3912,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
3913,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3914,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
3915,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
3916,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3917,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3918,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
3919,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3920,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3921,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3922,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3923,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
3924,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3925,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3926,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3927,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3928,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3929,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
3930,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3931,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
3932,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
3933,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3934,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
3935,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3936,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3937,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
3938,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
3939,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3940,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
3941,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3942,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
3943,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3944,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
3945,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
3946,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3947,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
3948,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
3949,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
3950,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
3951,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
3952,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3953,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
3954,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
3955,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3956,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
3957,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
3958,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3959,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3960,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3961,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
3962,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3963,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3964,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3965,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3966,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3967,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3968,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3969,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3970,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3971,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
3972,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3973,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3974,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
3975,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3976,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
3977,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
3978,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3979,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
3980,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
3981,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
3982,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
3983,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
3984,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
3985,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
3986,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
3987,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3988,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3989,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3990,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3991,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3992,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3993,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3994,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3995,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3996,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3997,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3998,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3999,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4000,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4001,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4002,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
4003,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4004,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4005,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
4006,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4007,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4008,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4009,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4010,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4011,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
4012,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
4013,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4014,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4015,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4016,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4017,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
4018,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4019,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
4020,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4021,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
4022,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4023,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4024,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
4025,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4026,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
4027,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4028,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4029,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
4030,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
4031,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4032,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4033,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
4034,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4035,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4036,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
4037,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
4038,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
4039,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
4040,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
4041,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4042,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4043,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4044,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4045,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4046,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4047,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4048,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4049,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4050,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4051,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4052,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4053,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
4054,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4055,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4056,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4057,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
4058,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4059,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4060,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4061,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4062,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
4063,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4064,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4065,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4066,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4067,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
4068,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4069,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4070,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
4071,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4072,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4073,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4074,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
4075,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4076,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
4077,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4078,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4079,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
4080,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4081,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
4082,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4083,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4084,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
4085,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4086,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4087,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
4088,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
4089,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4090,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4091,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
4092,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Bareland
4093,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
4094,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
4095,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4096,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4097,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4098,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4099,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4100,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4101,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
4102,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4103,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
4104,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
4105,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4106,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4107,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
4108,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4109,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
4110,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4111,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4112,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4113,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4114,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4115,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
4116,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
4117,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4118,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4119,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4120,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
4121,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4122,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4123,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
4124,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4125,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4126,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
4127,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4128,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
4129,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
4130,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4131,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4132,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
4133,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4134,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4135,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4136,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
4137,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
4138,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
4139,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
4140,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
4141,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
4142,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
4143,Forest,NULL,Wetland,NULL,Wetland,NULL,Bareland,Forest
4144,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
4145,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
4146,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4147,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Built-up
4148,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4149,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4150,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
4151,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
4152,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
