Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MHM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MHM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MHM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MHM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MHM_M_R
2478,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2479,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
2480,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
2481,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
2482,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
2483,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2484,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2485,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
2486,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
2487,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
2488,Forest,NULL,Water,NULL,Water,NULL,Wetland,Grassland
2489,Forest,NULL,Water,NULL,Water,NULL,Wetland,Forest
2490,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
2491,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
2492,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Water
2493,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
2494,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
2495,Forest,NULL,Water,NULL,Water,Bareland,Water,Bareland
2496,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
2497,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
2498,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
2499,Forest,NULL,Water,NULL,Water,Water,Water,Water
2500,Forest,NULL,Water,Non_Water,Water,NULL,Wetland,Grassland
2501,Forest,NULL,Water,Non_Water,Water,NULL,Wetland,Forest
2502,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
2503,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
2504,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
2505,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
2506,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Water
2507,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
2508,Forest,NULL,Water,Water,Water,NULL,Wetland,Grassland
2509,Forest,NULL,Water,Water,Water,NULL,Wetland,Wetland
2510,Forest,NULL,Water,Water,Water,NULL,Wetland,Water
2511,Forest,NULL,Water,Water,Water,NULL,Wetland,Forest
2512,Forest,NULL,Water,Water,Water,NULL,Water,Water
2513,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
2514,Forest,NULL,Water,Water,Water,Grassland,Wetland,Water
2515,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
2516,Forest,NULL,Water,Water,Water,Grassland,Water,Grassland
2517,Forest,NULL,Water,Water,Water,Grassland,Water,Water
2518,Forest,NULL,Water,Water,Water,Grassland,Water,Forest
2519,Forest,NULL,Water,Water,Water,Grassland,Forest,Forest
2520,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
2521,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
2522,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
2523,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
2524,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
2525,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
2526,Forest,NULL,Water,Water,Water,Wetland,Water,Water
2527,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
2528,Forest,NULL,Water,Water,Water,Bareland,Wetland,Grassland
2529,Forest,NULL,Water,Water,Water,Bareland,Wetland,Water
2530,Forest,NULL,Water,Water,Water,Bareland,Water,Grassland
2531,Forest,NULL,Water,Water,Water,Bareland,Water,Water
2532,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
2533,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
2534,Forest,NULL,Water,Water,Water,Water,Wetland,Water
2535,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
2536,Forest,NULL,Water,Water,Water,Water,Water,Grassland
2537,Forest,NULL,Water,Water,Water,Water,Water,Wetland
2538,Forest,NULL,Water,Water,Water,Water,Water,Water
2539,Forest,NULL,Water,Water,Water,Water,Water,Forest
2540,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2541,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2542,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2543,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2544,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2545,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2546,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2547,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2548,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2549,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2550,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2551,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2552,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2553,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2554,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2555,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2556,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2557,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2558,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2559,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2560,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2561,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2562,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2563,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2564,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2565,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2566,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2567,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2568,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2569,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2570,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2571,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2572,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2573,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
2574,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2575,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2576,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2577,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2578,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2579,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2580,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2581,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2582,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2583,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2584,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2585,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2586,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
2587,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2588,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2589,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2590,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
2591,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
2592,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2593,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2594,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2595,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
2596,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
2597,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
2598,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2599,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2600,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2601,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2602,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2603,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2604,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2605,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2606,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2607,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
2608,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2609,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2610,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2611,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2612,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2613,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
2614,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
2615,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2616,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2617,Forest,Wetland,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
2618,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2619,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2620,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2621,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2622,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2623,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2624,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2625,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2626,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2627,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2628,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2629,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2630,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2631,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2632,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2633,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2634,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2635,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2636,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2637,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2638,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2639,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2640,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2641,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2642,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2643,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2644,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2645,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2646,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2647,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2648,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2649,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2650,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
2651,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
2652,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
2653,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
2654,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2655,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2656,Forest,Wetland,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
2657,Forest,Wetland,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
2658,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2659,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2660,Forest,Wetland,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
2661,Forest,Wetland,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
2662,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
2663,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2664,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
2665,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
2666,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
2667,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
2668,Forest,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
2669,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2670,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2671,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2672,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2673,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2674,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Water
2675,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2676,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Water
2677,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
2678,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
2679,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
2680,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2681,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Water
2682,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2683,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2684,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2685,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2686,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
2687,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2688,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
2689,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
2690,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
2691,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
2692,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2693,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2694,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Forest
2695,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
2696,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Water
2697,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
2698,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
2699,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
2700,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
2701,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
2702,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
2703,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
2704,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
2705,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
2706,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Water
2707,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
2708,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
2709,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
2710,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2711,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2712,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2713,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2714,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
2715,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2716,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2717,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2718,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2719,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2720,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
2721,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
2722,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
2723,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2724,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2725,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2726,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2727,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2728,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2729,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
2730,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2731,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2732,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
2733,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2734,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
2735,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
2736,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2737,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
2738,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Water
2739,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
2740,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2741,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Water
2742,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Forest
2743,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2744,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
2745,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
2746,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
2747,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
2748,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
2749,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
2750,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
2751,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Forest
2752,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2753,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
2754,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2755,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2756,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
2757,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
2758,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
2759,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
2760,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
2761,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
2762,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2763,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
2764,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
2765,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
2766,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
2767,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
2768,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
2769,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
2770,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
2771,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
2772,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
2773,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Grassland
2774,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
2775,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
2776,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2777,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2778,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2779,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2780,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2781,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2782,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2783,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2784,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2785,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2786,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2787,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2788,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2789,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
2790,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
2791,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
2792,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
2793,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2794,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2795,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2796,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
2797,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
2798,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Grassland
2799,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Water
2800,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
2801,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
2802,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Grassland
2803,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Water
2804,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Forest
2805,Forest,Wetland,Water,NULL,Water,Grassland,Water,Grassland
2806,Forest,Wetland,Water,NULL,Water,Grassland,Water,Water
2807,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
2808,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Water
2809,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
2810,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
2811,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
2812,Forest,Wetland,Water,NULL,Water,Water,Grassland,Water
2813,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
2814,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
2815,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
