Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPF_M_R
18579,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
18580,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
18581,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
18582,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
18583,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
18584,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
18585,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
18586,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
18587,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
18588,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
18589,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
18590,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
18591,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
18592,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
18593,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
18594,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
18595,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
18596,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
18597,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
18598,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
18599,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
18600,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
18601,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
18602,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
18603,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
18604,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
18605,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
18606,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
18607,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
18608,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
18609,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
18610,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
18611,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
18612,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
18613,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
18614,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
18615,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
18616,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
18617,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
18618,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
18619,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
18620,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
18621,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
18622,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
18623,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
18624,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
18625,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
18626,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
18627,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
18628,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
18629,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Wetland
18630,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
18631,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,NULL
18632,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
18633,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
18634,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
18635,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
18636,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,NULL
18637,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
18638,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
18639,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
18640,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
18641,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
18642,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
18643,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
18644,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
18645,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
18646,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
18647,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
18648,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Wetland
18649,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
18650,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
18651,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
18652,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
18653,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
18654,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
18655,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
18656,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
18657,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
18658,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
18659,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
18660,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
18661,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
18662,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
18663,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Cropland,NULL,NULL
18664,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Forest
18665,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
18666,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
18667,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
18668,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
18669,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
18670,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
18671,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
18672,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
18673,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
18674,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
18675,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
18676,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
18677,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
18678,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
18679,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
18680,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
18681,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
18682,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
18683,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
18684,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
18685,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
18686,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
18687,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
18688,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
18689,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
18690,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
18691,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
18692,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
18693,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
18694,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
18695,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
18696,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
18697,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
18698,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
18699,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
18700,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
18701,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
18702,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
18703,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
18704,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
18705,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
18706,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
18707,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
18708,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
18709,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
18710,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
18711,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
18712,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
18713,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
18714,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
18715,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
18716,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
18717,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
18718,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
18719,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
18720,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
18721,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
18722,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
18723,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
18724,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
18725,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
18726,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
18727,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
18728,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
18729,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
18730,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
18731,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
18732,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
18733,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
18734,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
18735,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
18736,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
18737,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
18738,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
18739,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
18740,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
18741,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
18742,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
18743,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
18744,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
18745,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
18746,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
18747,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
18748,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
18749,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
18750,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
18751,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
18752,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
18753,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
18754,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
18755,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
18756,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
18757,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
18758,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
18759,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
18760,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
18761,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
18762,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
18763,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
18764,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
18765,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
18766,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
18767,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
18768,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
18769,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
18770,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
18771,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
18772,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
18773,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
18774,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
18775,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
18776,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
18777,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
18778,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
18779,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
18780,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
18781,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
18782,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
18783,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
18784,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
18785,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
18786,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
18787,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
18788,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
18789,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
18790,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
18791,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
18792,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
18793,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
18794,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
18795,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
18796,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
18797,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
18798,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
18799,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
18800,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
18801,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
18802,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
18803,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
18804,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
18805,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
18806,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
18807,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
18808,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
18809,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
18810,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
18811,Forest,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
18812,Forest,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Forest
18813,Forest,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Forest
18814,Forest,Cropland,Cropland,Water,Non_Wetland,Water,Water,Water
18815,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
18816,Forest,Cropland,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
18817,Forest,Cropland,Wetland,NULL,Wetland,NULL,Water,Forest
18818,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
18819,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
18820,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
18821,Forest,Cropland,Wetland,NULL,Wetland,Forest,NULL,Wetland
18822,Forest,Cropland,Wetland,NULL,Wetland,Forest,Forest,Grassland
18823,Forest,Cropland,Wetland,NULL,Wetland,Forest,Forest,Wetland
18824,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
18825,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
18826,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
18827,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
18828,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
18829,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Shrubland,Cropland
18830,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
18831,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
18832,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
18833,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
18834,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
18835,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Water
18836,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
18837,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Forest
18838,Forest,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
18839,Forest,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
18840,Forest,Cropland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
18841,Forest,Cropland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
18842,Forest,Cropland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
18843,Forest,Cropland,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
18844,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
18845,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
18846,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
18847,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
18848,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
18849,Forest,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
18850,Forest,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Cropland
18851,Forest,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Forest
18852,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
18853,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
18854,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
18855,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
18856,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
18857,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
18858,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
18859,Forest,Cropland,Wetland,Water,Wetland,NULL,Grassland,Grassland
18860,Forest,Cropland,Wetland,Water,Wetland,NULL,Grassland,Cropland
18861,Forest,Cropland,Wetland,Water,Wetland,NULL,Grassland,Forest
18862,Forest,Cropland,Wetland,Water,Wetland,NULL,Water,Grassland
18863,Forest,Cropland,Wetland,Water,Wetland,NULL,Water,Wetland
18864,Forest,Cropland,Wetland,Water,Wetland,NULL,Water,Forest
18865,Forest,Cropland,Wetland,Water,Wetland,Shrubland,NULL,Forest
18866,Forest,Cropland,Wetland,Water,Wetland,Shrubland,Water,Wetland
18867,Forest,Cropland,Wetland,Water,Wetland,Grassland,NULL,NULL
18868,Forest,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
18869,Forest,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Cropland
18870,Forest,Cropland,Wetland,Water,Wetland,Grassland,Bareland,NULL
18871,Forest,Cropland,Wetland,Water,Wetland,Grassland,Bareland,Grassland
18872,Forest,Cropland,Wetland,Water,Wetland,Grassland,Bareland,Cropland
18873,Forest,Cropland,Wetland,Water,Wetland,Grassland,Forest,Grassland
18874,Forest,Cropland,Wetland,Water,Wetland,Water,NULL,Cropland
18875,Forest,Cropland,Wetland,Water,Wetland,Water,NULL,Water
18876,Forest,Cropland,Wetland,Water,Wetland,Water,NULL,Forest
18877,Forest,Cropland,Wetland,Water,Wetland,Water,Grassland,Cropland
18878,Forest,Cropland,Wetland,Water,Wetland,Water,Grassland,Forest
18879,Forest,Cropland,Wetland,Water,Wetland,Water,Bareland,Water
18880,Forest,Cropland,Wetland,Water,Wetland,Water,Bareland,Forest
18881,Forest,Cropland,Wetland,Water,Wetland,Water,Water,Forest
18882,Forest,Cropland,Wetland,Water,Wetland,Forest,NULL,Wetland
18883,Forest,Cropland,Wetland,Water,Wetland,Forest,Grassland,Forest
18884,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Shrubland,Wetland
18885,Forest,Cropland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
18886,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Shrubland,Grassland
18887,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
18888,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
18889,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
18890,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
18891,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
18892,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
18893,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
