Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MTV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MTV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MTV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MTV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MTV_M_R
12190,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
12191,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
12192,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
12193,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
12194,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12195,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
12196,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
12197,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12198,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12199,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12200,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12201,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12202,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12203,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12204,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12205,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12206,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
12207,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
12208,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12209,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
12210,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
12211,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
12212,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
12213,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
12214,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
12215,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12216,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12217,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12218,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
12219,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12220,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12221,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
12222,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
12223,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
12224,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
12225,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
12226,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
12227,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
12228,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12229,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12230,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
12231,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
12232,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12233,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
12234,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
12235,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
12236,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12237,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
12238,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
12239,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
12240,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
12241,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
12242,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
12243,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
12244,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
12245,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
12246,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
12247,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12248,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
12249,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12250,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12251,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12252,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12253,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12254,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12255,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12256,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12257,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12258,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
12259,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12260,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
12261,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12262,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12263,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
12264,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12265,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12266,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
12267,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12268,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
12269,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12270,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12271,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
12272,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
12273,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
12274,Forest,Cropland,Cropland,Water,Non_Wetland,Water,Shrubland,Forest
12275,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
12276,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
12277,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
12278,Forest,Cropland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
12279,Forest,Cropland,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
12280,Forest,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12281,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12282,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12283,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
12284,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
12285,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
12286,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
12287,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12288,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
12289,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
12290,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
12291,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
12292,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
12293,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
12294,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
12295,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
12296,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
12297,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
12298,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
12299,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
12300,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
12301,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
12302,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
12303,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
12304,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
12305,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12306,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12307,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12308,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12309,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12310,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
12311,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12312,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12313,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
12314,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
12315,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
12316,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12317,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
12318,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
12319,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
12320,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
12321,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
12322,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
12323,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
12324,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12325,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12326,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
12327,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
12328,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12329,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
12330,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
12331,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
12332,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
12333,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
12334,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12335,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
12336,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
12337,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
12338,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
12339,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Water,Forest
12340,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
12341,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
12342,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
12343,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
12344,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
12345,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12346,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12347,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12348,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12349,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
12350,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12351,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
12352,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
12353,Forest,Cropland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
12354,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12355,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12356,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
12357,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12358,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12359,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12360,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
12361,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
12362,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
12363,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Grassland
12364,Forest,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Wetland
12365,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
12366,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
12367,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
12368,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Water
12369,Forest,Wetland,Wetland,Water,Wetland,Shrubland,NULL,Grassland
12370,Forest,Wetland,Wetland,Water,Wetland,Shrubland,NULL,Wetland
12371,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
12372,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
12373,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12374,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
12375,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12376,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12377,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12378,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
12379,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
12380,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
12381,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
12382,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
12383,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
12384,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
12385,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
12386,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
12387,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
12388,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
12389,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
12390,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
12391,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
12392,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
12393,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
12394,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
12395,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12396,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12397,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12398,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12399,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
12400,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
12401,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12402,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
12403,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
12404,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
12405,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12406,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
12407,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
12408,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
12409,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
12410,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
12411,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
12412,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12413,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
12414,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
12415,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
12416,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
12417,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
12418,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
12419,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
12420,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
12421,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
12422,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
12423,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12424,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
12425,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
12426,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
12427,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
12428,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
12429,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
12430,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12431,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
12432,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12433,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12434,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12435,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12436,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12437,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
12438,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12439,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
12440,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
12441,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
12442,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
12443,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12444,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
12445,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
12446,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
12447,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Forest
12448,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
12449,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
12450,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12451,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12452,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
12453,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12454,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
12455,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
12456,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
12457,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
12458,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
12459,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
12460,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
12461,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
12462,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
12463,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
12464,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
12465,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
12466,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12467,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
12468,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
12469,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
12470,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
12471,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
12472,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
12473,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
12474,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Cropland
12475,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
12476,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
12477,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
12478,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
12479,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
12480,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12481,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
12482,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12483,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12484,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12485,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12486,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12487,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12488,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
12489,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12490,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
12491,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
12492,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12493,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
12494,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
12495,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
12496,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12497,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
12498,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12499,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
12500,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
12501,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
12502,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland,Built-up,NULL
12503,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland,Built-up,Forest
12504,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
