Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NCK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NCK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NCK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NCK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NCK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NCK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NCK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NCK_M_R
2113,Water,Water,Water,Water,NULL,NULL,NULL,Wetland
2114,Water,Water,Water,Water,NULL,NULL,NULL,Water
2115,Water,Water,Water,Water,NULL,NULL,NULL,Forest
2116,Water,Water,Water,Water,Water,NULL,NULL,Grassland
2117,Water,Water,Water,Water,Water,NULL,NULL,Wetland
2118,Water,Water,Water,Water,Water,NULL,NULL,Bareland
2119,Water,Water,Water,Water,Water,NULL,NULL,Water
2120,Water,Water,Water,Water,Water,NULL,NULL,Forest
2121,Water,Water,Water,Water,Water,NULL,Wetland,Wetland
2122,Water,Water,Water,Water,Water,NULL,Wetland,Water
2123,Water,Water,Water,Water,Water,NULL,Wetland,Forest
2124,Water,Water,Water,Water,Water,NULL,Water,Water
2125,Water,Water,Water,Water,Water,NULL,Water,Forest
2126,Water,Water,Water,Water,Water,NULL,Forest,Water
2127,Water,Water,Water,Water,Water,NULL,Forest,Forest
2128,Water,Water,Water,Water,Water,Grassland,NULL,Water
2129,Water,Water,Water,Water,Water,Grassland,NULL,Forest
2130,Water,Water,Water,Water,Water,Grassland,Wetland,Water
2131,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
2132,Water,Water,Water,Water,Water,Grassland,Water,Water
2133,Water,Water,Water,Water,Water,Grassland,Water,Forest
2134,Water,Water,Water,Water,Water,Wetland,NULL,Wetland
2135,Water,Water,Water,Water,Water,Wetland,NULL,Water
2136,Water,Water,Water,Water,Water,Wetland,NULL,Forest
2137,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
2138,Water,Water,Water,Water,Water,Wetland,Wetland,Water
2139,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
2140,Water,Water,Water,Water,Water,Wetland,Water,Grassland
2141,Water,Water,Water,Water,Water,Wetland,Water,Wetland
2142,Water,Water,Water,Water,Water,Wetland,Water,Bareland
2143,Water,Water,Water,Water,Water,Wetland,Water,Water
2144,Water,Water,Water,Water,Water,Wetland,Water,Forest
2145,Water,Water,Water,Water,Water,Wetland,Forest,Water
2146,Water,Water,Water,Water,Water,Wetland,Forest,Forest
2147,Water,Water,Water,Water,Water,Bareland,NULL,Wetland
2148,Water,Water,Water,Water,Water,Bareland,NULL,Water
2149,Water,Water,Water,Water,Water,Bareland,Water,Water
2150,Water,Water,Water,Water,Water,Built-up,Water,Water
2151,Water,Water,Water,Water,Water,Water,NULL,Wetland
2152,Water,Water,Water,Water,Water,Water,NULL,Bareland
2153,Water,Water,Water,Water,Water,Water,NULL,Water
2154,Water,Water,Water,Water,Water,Water,NULL,Forest
2155,Water,Water,Water,Water,Water,Water,Wetland,Grassland
2156,Water,Water,Water,Water,Water,Water,Wetland,Wetland
2157,Water,Water,Water,Water,Water,Water,Wetland,Water
2158,Water,Water,Water,Water,Water,Water,Wetland,Forest
2159,Water,Water,Water,Water,Water,Water,Water,Grassland
2160,Water,Water,Water,Water,Water,Water,Water,Wetland
2161,Water,Water,Water,Water,Water,Water,Water,Bareland
2162,Water,Water,Water,Water,Water,Water,Water,Water
2163,Water,Water,Water,Water,Water,Water,Water,Forest
2164,Water,Water,Water,Water,Water,Water,Forest,Wetland
2165,Water,Water,Water,Water,Water,Water,Forest,Water
2166,Water,Water,Water,Water,Water,Water,Forest,Forest
2167,Water,Water,Water,Water,Water,Forest,NULL,Wetland
2168,Water,Water,Water,Water,Water,Forest,NULL,Water
2169,Water,Water,Water,Water,Water,Forest,NULL,Forest
2170,Water,Water,Water,Water,Water,Forest,Wetland,Water
2171,Water,Water,Water,Water,Water,Forest,Wetland,Forest
2172,Water,Water,Water,Water,Water,Forest,Water,Water
2173,Water,Water,Water,Water,Water,Forest,Water,Forest
2174,Water,Water,Water,Water,Water,Forest,Forest,Water
2175,Water,Water,Water,Water,Water,Forest,Forest,Forest
2176,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2177,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2178,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2179,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2180,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2181,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
2182,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2183,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2184,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2185,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2186,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
2187,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2188,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Water
2189,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2190,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2191,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2192,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2193,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
2194,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2195,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2196,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2197,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2198,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2199,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2200,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2201,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2202,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Wetland
2203,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Bareland
2204,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
2205,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
2206,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2207,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2208,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
2209,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2210,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2211,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2212,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
2213,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2214,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2215,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2216,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
2217,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2218,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2219,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
2220,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
2221,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2222,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2223,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2224,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2225,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2226,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2227,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2228,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2229,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2230,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2231,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
2232,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2233,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2234,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
2235,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2236,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
2237,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
2238,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2239,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
2240,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2241,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2242,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
2243,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
2244,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2245,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
2246,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2247,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2248,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
2249,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2250,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2251,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2252,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2253,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
2254,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
2255,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2256,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2257,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2258,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2259,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2260,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2261,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2262,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
2263,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2264,Water,Water,Forest,Water,Non_Wetland,Grassland,NULL,Forest
2265,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Water
2266,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Forest
2267,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2268,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
2269,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
2270,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2271,Water,Water,Forest,Water,Non_Wetland,Bareland,NULL,Grassland
2272,Water,Water,Forest,Water,Non_Wetland,Bareland,NULL,Forest
2273,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
2274,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Wetland
2275,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
2276,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
2277,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
2278,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2279,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2280,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2281,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
2282,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
2283,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2284,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2285,Water,Water,Forest,Water,Non_Wetland,Forest,NULL,Wetland
2286,Water,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
2287,Water,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
2288,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2289,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
2290,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
2291,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
2292,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2293,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2294,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2295,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2296,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2297,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2298,Water,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2299,Water,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2300,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2301,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2302,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2303,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2304,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2305,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2306,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2307,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2308,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2309,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2310,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2311,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2312,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2313,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2314,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2315,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2316,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2317,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2318,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2319,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2320,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2321,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2322,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2323,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2324,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2325,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2326,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2327,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2328,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2329,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2330,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2331,Water,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2332,Water,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
2333,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2334,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2335,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2336,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2337,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2338,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2339,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2340,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2341,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2342,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
2343,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2344,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2345,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
2346,Water,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
2347,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2348,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2349,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2350,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2351,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2352,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2353,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2354,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2355,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2356,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2357,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2358,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
2359,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
2360,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2361,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2362,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2363,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2364,Water,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2365,Water,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2366,Water,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2367,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2368,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2369,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2370,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2371,Water,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2372,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2373,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2374,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
2375,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2376,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Built-up
2377,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2378,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2379,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2380,Water,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
2381,Water,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2382,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2383,Water,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
2384,Water,Forest,Wetland,NULL,Wetland,Wetland,NULL,Water
2385,Water,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
2386,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2387,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2388,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2389,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2390,Water,Forest,Wetland,NULL,Wetland,Water,NULL,Water
2391,Water,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
2392,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2393,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2394,Water,Forest,Wetland,NULL,Wetland,Forest,NULL,Water
2395,Water,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
2396,Water,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2397,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2398,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2399,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2400,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2401,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2402,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2403,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
2404,Water,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2405,Water,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
2406,Water,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
2407,Water,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2408,Water,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2409,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
2410,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2411,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2412,Water,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
2413,Water,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
2414,Water,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
2415,Water,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
2416,Water,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
2417,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2418,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2419,Water,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
2420,Water,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2421,Water,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
2422,Water,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2423,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
2424,Water,Forest,Water,NULL,Water,NULL,NULL,Wetland
2425,Water,Forest,Water,NULL,Water,NULL,NULL,Water
2426,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
2427,Water,Forest,Water,NULL,Water,NULL,Wetland,Forest
2428,Water,Forest,Water,NULL,Water,NULL,Forest,Forest
2429,Water,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
2430,Water,Forest,Water,NULL,Water,Grassland,Forest,Forest
2431,Water,Forest,Water,NULL,Water,Wetland,NULL,Water
2432,Water,Forest,Water,NULL,Water,Wetland,NULL,Forest
2433,Water,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
2434,Water,Forest,Water,NULL,Water,Wetland,Wetland,Forest
2435,Water,Forest,Water,NULL,Water,Water,NULL,Forest
2436,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
2437,Water,Forest,Water,NULL,Water,Forest,NULL,Forest
2438,Water,Forest,Water,NULL,Water,Forest,Wetland,Forest
2439,Water,Forest,Water,NULL,Water,Forest,Forest,Forest
2440,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
2441,Water,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
2442,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2443,Water,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
2444,Water,Forest,Water,Non_Water,Water,NULL,Forest,Forest
2445,Water,Forest,Water,Non_Water,Water,Forest,NULL,Wetland
2446,Water,Forest,Water,Non_Water,Water,Forest,NULL,Forest
2447,Water,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
2448,Water,Forest,Water,Non_Water,Water,Forest,Forest,Forest
2449,Water,Forest,Water,Water,Water,NULL,NULL,Wetland
2450,Water,Forest,Water,Water,Water,NULL,NULL,Water
2451,Water,Forest,Water,Water,Water,NULL,NULL,Forest
2452,Water,Forest,Water,Water,Water,NULL,Wetland,Forest
2453,Water,Forest,Water,Water,Water,NULL,Water,Forest
2454,Water,Forest,Water,Water,Water,NULL,Forest,Forest
2455,Water,Forest,Water,Water,Water,Wetland,NULL,Forest
2456,Water,Forest,Water,Water,Water,Wetland,Wetland,Forest
2457,Water,Forest,Water,Water,Water,Forest,NULL,Forest
2458,Water,Forest,Water,Water,Water,Forest,Wetland,Forest
2459,Water,Forest,Water,Water,Water,Forest,Forest,Forest
2460,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2461,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2462,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2463,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2464,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2465,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2466,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
