Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MYR_M_R
3570,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3571,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
3572,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
3573,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3574,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3575,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
3576,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3577,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3578,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
3579,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
3580,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
3581,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
3582,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
3583,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3584,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
3585,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
3586,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3587,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3588,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3589,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3590,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
3591,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3592,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3593,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Built-up
3594,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3595,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3596,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
3597,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
3598,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3599,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3600,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3601,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3602,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3603,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3604,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3605,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3606,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3607,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3608,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3609,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
3610,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3611,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3612,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
3613,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3614,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3615,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
3616,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3617,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
3618,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3619,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3620,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3621,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
3622,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
3623,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
3624,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3625,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
3626,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3627,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
3628,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3629,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3630,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3631,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
3632,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3633,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3634,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3635,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3636,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3637,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
3638,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3639,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3640,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
3641,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3642,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3643,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
3644,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
3645,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
3646,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
3647,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3648,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3649,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3650,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3651,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3652,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
3653,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3654,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
3655,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
3656,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
3657,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3658,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
3659,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Built-up
3660,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
3661,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3662,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3663,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3664,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
3665,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
3666,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3667,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
3668,Forest,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
3669,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
3670,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3671,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
3672,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Built-up
3673,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
3674,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3675,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3676,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3677,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3678,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
3679,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
3680,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
3681,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
3682,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3683,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
3684,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3685,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3686,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
3687,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3688,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
3689,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
3690,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
3691,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
3692,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
3693,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
3694,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
3695,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
3696,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
3697,Forest,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
3698,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
3699,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
3700,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
3701,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
3702,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
3703,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
3704,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
3705,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
3706,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
3707,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
3708,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3709,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3710,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3711,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3712,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
3713,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3714,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3715,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3716,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
3717,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
3718,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
3719,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
3720,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3721,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
3722,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
3723,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3724,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3725,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3726,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
3727,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
3728,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3729,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
3730,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3731,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
3732,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
3733,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
3734,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Water
3735,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
3736,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3737,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
3738,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
3739,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3740,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
3741,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
3742,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
3743,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
3744,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
3745,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
3746,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3747,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
3748,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
3749,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Grassland
3750,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
3751,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Forest
3752,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Grassland
3753,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
3754,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
3755,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3756,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
3757,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
3758,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
3759,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3760,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3761,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3762,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3763,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3764,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
3765,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
3766,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
3767,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
3768,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3769,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
3770,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3771,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3772,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3773,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3774,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
3775,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
3776,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3777,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3778,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up,Bareland,Forest
3779,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
3780,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
3781,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
3782,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3783,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
3784,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3785,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
3786,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
3787,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
3788,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3789,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3790,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3791,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
3792,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
3793,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
3794,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
3795,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3796,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3797,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3798,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3799,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3800,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3801,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3802,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3803,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
3804,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3805,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3806,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
3807,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
3808,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
3809,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
3810,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3811,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
3812,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3813,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3814,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3815,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
3816,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3817,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3818,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3819,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3820,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3821,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3822,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3823,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
3824,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
3825,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3826,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
3827,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
3828,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3829,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3830,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
3831,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
3832,Forest,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Forest
3833,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
3834,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
3835,Forest,NULL,Water,NULL,Water,NULL,Wetland,Forest
3836,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
3837,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
3838,Forest,NULL,Water,NULL,Water,Cropland,Grassland,Grassland
3839,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
3840,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
3841,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Forest
3842,Forest,NULL,Water,NULL,Water,Water,NULL,Grassland
3843,Forest,NULL,Water,NULL,Water,Water,Grassland,Grassland
3844,Forest,NULL,Water,NULL,Water,Water,Grassland,Water
3845,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
3846,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
3847,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
3848,Forest,NULL,Water,Water,Water,Grassland,Grassland,Grassland
3849,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
3850,Forest,NULL,Water,Water,Water,Grassland,Water,Forest
3851,Forest,NULL,Water,Water,Water,Wetland,Grassland,Grassland
3852,Forest,NULL,Water,Water,Water,Wetland,Grassland,Wetland
3853,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
3854,Forest,NULL,Water,Water,Water,Water,Grassland,Forest
3855,Forest,NULL,Water,Water,Water,Water,Water,Water
3856,Forest,NULL,Water,Water,Water,Water,Water,Forest
3857,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3858,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3859,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3860,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3861,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3862,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3863,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3864,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3865,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3866,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3867,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
3868,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3869,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3870,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3871,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3872,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3873,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3874,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3875,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3876,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3877,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3878,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3879,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
3880,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3881,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
3882,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3883,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3884,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3885,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3886,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
3887,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3888,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Built-up
3889,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3890,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
3891,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3892,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
3893,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
3894,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3895,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3896,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3897,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3898,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
3899,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
