Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPV_M_R
1858,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
1859,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Water
1860,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Forest
1861,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1862,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
1863,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1864,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1865,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
1866,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
1867,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1868,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1869,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1870,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
1871,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1872,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1873,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
1874,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Water
1875,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
1876,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
1877,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
1878,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
1879,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1880,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1881,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1882,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1883,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1884,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1885,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1886,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1887,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1888,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1889,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1890,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
1891,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
1892,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1893,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1894,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1895,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1896,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1897,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1898,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1899,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1900,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1901,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1902,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Built-up
1903,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1904,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1905,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1906,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1907,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1908,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1909,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
1910,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Built-up
1911,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
1912,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1913,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1914,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Wetland
1915,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1916,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1917,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1918,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1919,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1920,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
1921,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
1922,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1923,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1924,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
1925,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1926,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
1927,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
1928,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
1929,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1930,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
1931,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1932,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Water
1933,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1934,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1935,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1936,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
1937,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1938,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1939,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1940,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1941,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1942,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1943,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1944,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1945,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Water
1946,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1947,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
1948,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1949,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1950,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1951,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1952,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
1953,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1954,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Water
1955,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1956,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
1957,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
1958,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1959,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1960,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
1961,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
1962,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1963,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1964,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1965,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
1966,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1967,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1968,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1969,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1970,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1971,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
1972,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
1973,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1974,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
1975,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
1976,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Water
1977,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
1978,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
1979,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
1980,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1981,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1982,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
1983,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1984,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Forest,Water
1985,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1986,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1987,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1988,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1989,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
1990,Forest,Water,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
1991,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1992,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1993,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
1994,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1995,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
1996,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Built-up
1997,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
1998,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Built-up
1999,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
2000,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2001,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2002,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
2003,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2004,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
2005,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
2006,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2007,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
2008,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
2009,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2010,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2011,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2012,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Built-up
2013,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
2014,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
2015,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2016,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2017,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
2018,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2019,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
2020,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
2021,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
2022,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2023,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2024,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
2025,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
2026,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2027,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
2028,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2029,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2030,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2031,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
2032,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
2033,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
2034,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
2035,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2036,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
2037,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
2038,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
2039,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
2040,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
2041,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2042,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2043,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2044,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2045,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2046,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2047,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2048,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2049,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2050,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2051,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2052,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2053,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2054,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2055,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2056,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
2057,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2058,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2059,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
2060,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2061,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2062,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
2063,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
2064,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2065,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
2066,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
2067,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
2068,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
2069,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
2070,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
2071,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2072,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2073,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2074,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2075,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2076,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
2077,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
2078,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2079,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
2080,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2081,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
2082,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
2083,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2084,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
2085,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
2086,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
2087,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
2088,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
2089,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
2090,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
2091,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
2092,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
2093,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
2094,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
2095,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2096,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
2097,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2098,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2099,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2100,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2101,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
2102,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2103,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2104,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
2105,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2106,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
2107,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2108,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
2109,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2110,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2111,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
2112,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2113,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2114,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
2115,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2116,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2117,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
2118,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Bareland
2119,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
2120,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2121,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
2122,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2123,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Wetland
2124,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
2125,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2126,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
2127,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2128,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2129,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2130,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2131,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2132,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
2133,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2134,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2135,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2136,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2137,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2138,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
2139,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
2140,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
2141,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
2142,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
2143,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2144,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
2145,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
2146,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2147,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2148,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2149,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2150,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2151,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2152,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2153,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
2154,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
2155,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
2156,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
2157,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
2158,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2159,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2160,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
2161,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2162,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2163,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
2164,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
2165,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2166,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
2167,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2168,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
2169,Forest,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
2170,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
2171,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Built-up
2172,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
2173,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2174,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
2175,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
2176,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
2177,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Bareland
2178,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Built-up
2179,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
2180,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2181,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
2182,Forest,Water,Built-up,Water,Non_Wetland,NULL,Water,Water
2183,Forest,Water,Built-up,Water,Non_Wetland,Grassland,Forest,Forest
2184,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
2185,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
2186,Forest,Water,Water,NULL,Water,NULL,Water,Water
2187,Forest,Water,Water,NULL,Water,NULL,Water,Forest
2188,Forest,Water,Water,NULL,Water,NULL,Forest,Water
2189,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
2190,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
2191,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
2192,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
2193,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
2194,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
2195,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
2196,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
2197,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
2198,Forest,Water,Water,NULL,Water,Wetland,Water,Water
2199,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
2200,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
2201,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
