Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKQ_M_R
15567,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
15568,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
15569,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
15570,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Forest
15571,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
15572,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
15573,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Built-up
15574,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
15575,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
15576,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
15577,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
15578,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Built-up,Forest
15579,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
15580,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
15581,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
15582,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Built-up
15583,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
15584,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
15585,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Bareland,Forest
15586,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Shrubland,Forest
15587,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
15588,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
15589,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Wetland
15590,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
15591,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
15592,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,NULL
15593,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
15594,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Wetland
15595,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
15596,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
15597,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
15598,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Cropland
15599,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
15600,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,NULL
15601,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,NULL
15602,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
15603,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Wetland
15604,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
15605,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
15606,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
15607,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Water
15608,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
15609,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
15610,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
15611,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Cropland
15612,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Wetland
15613,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Water
15614,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
15615,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
15616,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
15617,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Grassland
15618,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Wetland
15619,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
15620,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15621,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Forest
15622,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15623,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
15624,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
15625,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
15626,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Forest
15627,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
15628,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
15629,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
15630,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Forest
15631,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
15632,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Water
15633,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
15634,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
15635,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
15636,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Grassland,Forest
15637,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
15638,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Grassland
15639,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Wetland
15640,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
15641,Forest,Forest,Bareland,Water,Non_Wetland,Shrubland,Grassland,Grassland
15642,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
15643,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
15644,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Forest,Forest
15645,Forest,Forest,Bareland,Water,Non_Wetland,Water,Grassland,Water
15646,Forest,Forest,Bareland,Water,Non_Wetland,Water,Grassland,Forest
15647,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Water
15648,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Forest
15649,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Grassland,Grassland
15650,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Grassland,Forest
15651,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
15652,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Grassland
15653,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Wetland
15654,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
15655,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
15656,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
15657,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
15658,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
15659,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
15660,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
15661,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
15662,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
15663,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
15664,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Wetland
15665,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
15666,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
15667,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
15668,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
15669,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15670,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15671,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15672,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
15673,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15674,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
15675,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
15676,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
15677,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
15678,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
15679,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Wetland
15680,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Built-up
15681,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
15682,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
15683,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
15684,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
15685,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15686,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
15687,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
15688,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
15689,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
15690,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
15691,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
15692,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
15693,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
15694,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
15695,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
15696,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
15697,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
15698,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
15699,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
15700,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
15701,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
15702,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
15703,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
15704,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
15705,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
15706,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
15707,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
15708,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
15709,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
15710,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15711,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
15712,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
15713,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
15714,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
15715,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
15716,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
15717,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
15718,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
15719,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
15720,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
15721,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
15722,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
15723,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
15724,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
15725,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
15726,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
15727,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
15728,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
15729,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
15730,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
15731,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
15732,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
15733,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
15734,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
15735,Forest,Forest,Built-up,NULL,Non_Wetland,Water,NULL,Forest
15736,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Shrubland,Forest
15737,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
15738,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
15739,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
15740,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
15741,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
15742,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
15743,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
15744,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Wetland
15745,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
15746,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
15747,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
15748,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
15749,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Water,Forest
15750,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
15751,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
15752,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Forest,Forest
15753,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15754,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Forest
15755,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Forest
15756,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Grassland
15757,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Forest
15758,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Forest,Forest
15759,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Forest,Bareland
15760,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
15761,Forest,Forest,Water,NULL,Water,NULL,Grassland,Grassland
15762,Forest,Forest,Water,NULL,Water,NULL,Grassland,Forest
15763,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
15764,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
15765,Forest,Forest,Water,NULL,Water,NULL,Forest,Wetland
15766,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
15767,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
15768,Forest,Forest,Water,NULL,Water,Shrubland,NULL,Forest
15769,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,Grassland
15770,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,Water
15771,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,Forest
15772,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Grassland
15773,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Wetland
15774,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Built-up
15775,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Water
15776,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Forest
15777,Forest,Forest,Water,NULL,Water,Grassland,NULL,Forest
15778,Forest,Forest,Water,NULL,Water,Grassland,Shrubland,Forest
15779,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
15780,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Bareland
15781,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
15782,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
15783,Forest,Forest,Water,NULL,Water,Grassland,Forest,Grassland
15784,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
15785,Forest,Forest,Water,NULL,Water,Wetland,NULL,Grassland
15786,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Grassland
15787,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Wetland
15788,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Water
15789,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Forest
15790,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
15791,Forest,Forest,Water,NULL,Water,Wetland,Forest,Grassland
15792,Forest,Forest,Water,NULL,Water,Wetland,Forest,Wetland
15793,Forest,Forest,Water,NULL,Water,Wetland,Forest,Water
15794,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
15795,Forest,Forest,Water,NULL,Water,Bareland,NULL,Grassland
15796,Forest,Forest,Water,NULL,Water,Bareland,Grassland,Grassland
15797,Forest,Forest,Water,NULL,Water,Bareland,Grassland,Forest
15798,Forest,Forest,Water,NULL,Water,Bareland,Forest,Grassland
15799,Forest,Forest,Water,NULL,Water,Bareland,Forest,Wetland
15800,Forest,Forest,Water,NULL,Water,Bareland,Forest,Water
15801,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
15802,Forest,Forest,Water,NULL,Water,Water,Grassland,Bareland
15803,Forest,Forest,Water,NULL,Water,Water,Grassland,Forest
15804,Forest,Forest,Water,NULL,Water,Water,Water,Wetland
15805,Forest,Forest,Water,NULL,Water,Water,Water,Water
15806,Forest,Forest,Water,NULL,Water,Water,Forest,Water
15807,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
15808,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
15809,Forest,Forest,Water,NULL,Water,Forest,Grassland,Grassland
15810,Forest,Forest,Water,NULL,Water,Forest,Grassland,Forest
15811,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
15812,Forest,Forest,Water,NULL,Water,Forest,Water,Grassland
15813,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
15814,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
15815,Forest,Forest,Water,Non_Water,Water,NULL,Grassland,Forest
15816,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
15817,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Grassland
15818,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
15819,Forest,Forest,Water,Non_Water,Water,Shrubland,Grassland,NULL
15820,Forest,Forest,Water,Non_Water,Water,Shrubland,Grassland,Grassland
15821,Forest,Forest,Water,Non_Water,Water,Shrubland,Forest,Grassland
15822,Forest,Forest,Water,Non_Water,Water,Shrubland,Forest,Forest
15823,Forest,Forest,Water,Non_Water,Water,Grassland,Grassland,Grassland
15824,Forest,Forest,Water,Non_Water,Water,Grassland,Grassland,Forest
15825,Forest,Forest,Water,Non_Water,Water,Grassland,Forest,Grassland
15826,Forest,Forest,Water,Non_Water,Water,Grassland,Forest,Forest
15827,Forest,Forest,Water,Non_Water,Water,Wetland,Grassland,Grassland
15828,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,Grassland
15829,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,Forest
15830,Forest,Forest,Water,Non_Water,Water,Bareland,Grassland,Grassland
15831,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Forest
15832,Forest,Forest,Water,Non_Water,Water,Bareland,Forest,Forest
15833,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
15834,Forest,Forest,Water,Non_Water,Water,Forest,NULL,Forest
15835,Forest,Forest,Water,Non_Water,Water,Forest,Grassland,Forest
15836,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
15837,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
15838,Forest,Forest,Water,Water,Water,NULL,Shrubland,Forest
15839,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
15840,Forest,Forest,Water,Water,Water,NULL,Water,Forest
15841,Forest,Forest,Water,Water,Water,NULL,Forest,Wetland
15842,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
15843,Forest,Forest,Water,Water,Water,Grassland,NULL,Forest
15844,Forest,Forest,Water,Water,Water,Grassland,Grassland,Forest
15845,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
15846,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
15847,Forest,Forest,Water,Water,Water,Wetland,Grassland,Grassland
15848,Forest,Forest,Water,Water,Water,Wetland,Grassland,Wetland
15849,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
15850,Forest,Forest,Water,Water,Water,Bareland,Grassland,Bareland
15851,Forest,Forest,Water,Water,Water,Bareland,Grassland,Forest
15852,Forest,Forest,Water,Water,Water,Bareland,Water,Wetland
15853,Forest,Forest,Water,Water,Water,Bareland,Forest,Water
15854,Forest,Forest,Water,Water,Water,Bareland,Forest,Forest
15855,Forest,Forest,Water,Water,Water,Water,NULL,Water
15856,Forest,Forest,Water,Water,Water,Water,Grassland,Grassland
15857,Forest,Forest,Water,Water,Water,Water,Grassland,Wetland
15858,Forest,Forest,Water,Water,Water,Water,Grassland,Bareland
15859,Forest,Forest,Water,Water,Water,Water,Grassland,Forest
15860,Forest,Forest,Water,Water,Water,Water,Water,Water
15861,Forest,Forest,Water,Water,Water,Water,Water,Forest
15862,Forest,Forest,Water,Water,Water,Water,Forest,Wetland
15863,Forest,Forest,Water,Water,Water,Water,Forest,Water
15864,Forest,Forest,Water,Water,Water,Water,Forest,Forest
15865,Forest,Forest,Water,Water,Water,Forest,NULL,Forest
15866,Forest,Forest,Water,Water,Water,Forest,Grassland,Forest
15867,Forest,Forest,Water,Water,Water,Forest,Water,Wetland
15868,Forest,Forest,Water,Water,Water,Forest,Water,Water
15869,Forest,Forest,Water,Water,Water,Forest,Water,Forest
15870,Forest,Forest,Water,Water,Water,Forest,Forest,Water
15871,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
15872,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
15873,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
15874,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
15875,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
15876,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
15877,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
15878,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
15879,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
15880,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
15881,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
15882,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
15883,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
15884,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
15885,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
15886,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
15887,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
15888,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
15889,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
15890,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
15891,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
