Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KVD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KVD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KVD_M_R
4297,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
4298,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
4299,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
4300,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,NULL
4301,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
4302,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
4303,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,NULL
4304,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
4305,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,NULL
4306,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
4307,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,NULL
4308,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Bareland,NULL
4309,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,NULL
4310,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
4311,Water,NULL,NULL,Water,Non_Wetland,NULL,Wetland,NULL
4312,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,NULL
4313,Water,NULL,NULL,Water,Non_Wetland,Bareland,Water,NULL
4314,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,NULL
4315,Water,NULL,NULL,Water,Non_Wetland,Water,Water,NULL
4316,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4317,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4318,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
4319,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
4320,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
4321,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
4322,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4323,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
4324,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
4325,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
4326,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
4327,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
4328,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
4329,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
4330,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
4331,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
4332,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
4333,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
4334,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
4335,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
4336,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
4337,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
4338,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
4339,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
4340,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
4341,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
4342,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
4343,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
4344,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
4345,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
4346,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,NULL
4347,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
4348,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,NULL
4349,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,NULL
4350,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
4351,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
4352,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,NULL
4353,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,NULL
4354,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,NULL
4355,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
4356,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,NULL
4357,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,NULL
4358,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,NULL
4359,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,NULL
4360,Water,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,NULL
4361,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,NULL
4362,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
4363,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
4364,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
4365,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Water,NULL
4366,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
4367,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4368,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
4369,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
4370,Water,NULL,Grassland,NULL,Non_Wetland,Water,NULL,NULL
4371,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
4372,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
4373,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
4374,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,NULL
4375,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
4376,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
4377,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,NULL
4378,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Water,NULL
4379,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,NULL
4380,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,NULL
4381,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4382,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4383,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
4384,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
4385,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
4386,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4387,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4388,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
4389,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
4390,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
4391,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4392,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
4393,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
4394,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
4395,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,NULL
4396,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
4397,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
4398,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,NULL
4399,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
4400,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
4401,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
4402,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,NULL
4403,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
4404,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,NULL
4405,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,NULL
4406,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,NULL
4407,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,NULL
4408,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
4409,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,NULL
4410,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,NULL
4411,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,NULL
4412,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
4413,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
4414,Water,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
4415,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
4416,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
4417,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
4418,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
4419,Water,NULL,Wetland,NULL,Wetland,Water,NULL,NULL
4420,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
4421,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
4422,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
4423,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,NULL
4424,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
4425,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,NULL
4426,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,NULL
4427,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,NULL
4428,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
4429,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
4430,Water,NULL,Wetland,Water,Wetland,NULL,Wetland,NULL
4431,Water,NULL,Wetland,Water,Wetland,NULL,Bareland,NULL
4432,Water,NULL,Wetland,Water,Wetland,NULL,Water,NULL
4433,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,NULL
4434,Water,NULL,Wetland,Water,Wetland,Bareland,Water,NULL
4435,Water,NULL,Wetland,Water,Wetland,Water,NULL,NULL
4436,Water,NULL,Wetland,Water,Wetland,Water,Wetland,NULL
4437,Water,NULL,Wetland,Water,Wetland,Water,Water,NULL
4438,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,NULL
4439,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
4440,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,NULL
4441,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
4442,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,NULL
4443,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,NULL
4444,Water,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,NULL
4445,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,NULL
4446,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Water,NULL
4447,Water,NULL,Bareland,Water,Non_Wetland,Water,NULL,NULL
4448,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,NULL
4449,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,NULL
4450,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
4451,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
4452,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
4453,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
4454,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,NULL
4455,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
4456,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
4457,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,NULL
4458,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,NULL
4459,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,NULL
4460,Water,NULL,Built-up,Non_Water,Non_Wetland,Wetland,NULL,NULL
4461,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,NULL
4462,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,NULL
4463,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
4464,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Water,NULL
4465,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,NULL
4466,Water,NULL,Water,NULL,NULL,NULL,NULL,NULL
4467,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
4468,Water,NULL,Water,NULL,Water,NULL,Wetland,NULL
4469,Water,NULL,Water,NULL,Water,Water,Water,NULL
4470,Water,NULL,Water,Non_Water,Water,NULL,NULL,NULL
4471,Water,NULL,Water,Non_Water,Water,NULL,Water,NULL
4472,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,NULL
4473,Water,NULL,Water,Non_Water,Water,Wetland,Water,NULL
4474,Water,NULL,Water,Water,NULL,NULL,NULL,NULL
4475,Water,NULL,Water,Water,Water,NULL,NULL,NULL
4476,Water,NULL,Water,Water,Water,NULL,Grassland,NULL
4477,Water,NULL,Water,Water,Water,NULL,Wetland,NULL
4478,Water,NULL,Water,Water,Water,NULL,Water,NULL
4479,Water,NULL,Water,Water,Water,Wetland,NULL,NULL
4480,Water,NULL,Water,Water,Water,Bareland,NULL,NULL
4481,Water,NULL,Water,Water,Water,Bareland,Water,NULL
4482,Water,NULL,Water,Water,Water,Water,NULL,NULL
4483,Water,NULL,Water,Water,Water,Water,Wetland,NULL
4484,Water,NULL,Water,Water,Water,Water,Water,NULL
4485,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4486,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4487,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
4488,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
4489,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4490,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
4491,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
4492,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,NULL
4493,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
4494,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
4495,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
4496,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
4497,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
4498,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
4499,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,NULL
4500,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
4501,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,NULL
4502,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
4503,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,NULL
4504,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,NULL
4505,Water,NULL,Forest,Water,Non_Wetland,NULL,Wetland,NULL
4506,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,NULL
4507,Water,NULL,Forest,Water,Non_Wetland,Bareland,Water,NULL
4508,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,NULL
4509,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,NULL
4510,Water,NULL,Forest,Water,Non_Wetland,Water,Water,NULL
4511,Water,NULL,Forest,Water,Non_Wetland,Forest,Grassland,NULL
4512,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4513,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4514,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
4515,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
4516,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,NULL
4517,Water,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
4518,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,NULL
4519,Water,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
4520,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
4521,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
4522,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,NULL
4523,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Built-up,NULL
4524,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,NULL
4525,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,NULL
4526,Water,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,NULL
4527,Water,Cropland,NULL,Water,Non_Wetland,NULL,Bareland,NULL
4528,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Water,NULL
4529,Water,Cropland,NULL,Water,Non_Wetland,Water,Wetland,NULL
4530,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,NULL
4531,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4532,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4533,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
4534,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
4535,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4536,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
4537,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4538,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
4539,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
4540,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
4541,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
4542,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
4543,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
4544,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
4545,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,NULL
4546,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
4547,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
4548,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,NULL
4549,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Bareland,NULL
4550,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,NULL
4551,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,NULL
4552,Water,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,NULL
4553,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Wetland,NULL
4554,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,NULL
4555,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
4556,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
4557,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
4558,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
4559,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
4560,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Water,NULL
4561,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,NULL
4562,Water,Cropland,Grassland,Water,Non_Wetland,NULL,Water,NULL
4563,Water,Cropland,Grassland,Water,Non_Wetland,Water,Water,NULL
4564,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4565,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4566,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
4567,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,NULL
4568,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4569,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
4570,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
4571,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
4572,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,NULL
4573,Water,Cropland,Cropland,Water,Non_Wetland,Water,Wetland,NULL
4574,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,NULL
4575,Water,Cropland,Wetland,NULL,Wetland,NULL,Wetland,NULL
4576,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,NULL
4577,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,NULL
4578,Water,Cropland,Wetland,NULL,Wetland,Water,NULL,NULL
4579,Water,Cropland,Wetland,NULL,Wetland,Water,Wetland,NULL
4580,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
4581,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,NULL
4582,Water,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,NULL
4583,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,NULL
4584,Water,Cropland,Wetland,Water,Wetland,NULL,Wetland,NULL
4585,Water,Cropland,Wetland,Water,Wetland,Water,Water,NULL
4586,Water,Cropland,Wetland,Water,Wetland,Forest,Water,NULL
4587,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
4588,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
4589,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Water,NULL
4590,Water,Cropland,Bareland,NULL,Non_Wetland,Forest,Grassland,NULL
4591,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Grassland,NULL
4592,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Water,NULL
4593,Water,Cropland,Bareland,Water,Non_Wetland,Bareland,Water,NULL
4594,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,NULL
4595,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
4596,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
4597,Water,Cropland,Water,NULL,Water,NULL,Water,NULL
4598,Water,Cropland,Water,Non_Water,Water,Water,Water,NULL
4599,Water,Cropland,Water,Water,Water,NULL,Wetland,NULL
4600,Water,Cropland,Water,Water,Water,NULL,Water,NULL
4601,Water,Cropland,Water,Water,Water,Bareland,Water,NULL
4602,Water,Cropland,Water,Water,Water,Water,Wetland,NULL
4603,Water,Cropland,Water,Water,Water,Water,Water,NULL
4604,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4605,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4606,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
4607,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,NULL
4608,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
4609,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,NULL
4610,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,NULL
4611,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,NULL
4612,Water,Cropland,Forest,Water,Non_Wetland,NULL,Water,NULL
4613,Water,Cropland,Forest,Water,Non_Wetland,Bareland,Water,NULL
4614,Water,Cropland,Forest,Water,Non_Wetland,Water,Water,NULL
4615,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4616,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4617,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
4618,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Water,NULL
4619,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4620,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
4621,Water,Wetland,NULL,NULL,Non_Wetland,Water,NULL,NULL
4622,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
4623,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,NULL
4624,Water,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
4625,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
4626,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,NULL
4627,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
4628,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
4629,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
4630,Water,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,NULL
4631,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,NULL
4632,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,NULL
4633,Water,Wetland,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
4634,Water,Wetland,NULL,Water,Non_Wetland,NULL,Wetland,NULL
4635,Water,Wetland,NULL,Water,Non_Wetland,NULL,Water,NULL
4636,Water,Wetland,NULL,Water,Non_Wetland,Wetland,NULL,NULL
4637,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Water,NULL
4638,Water,Wetland,NULL,Water,Non_Wetland,Water,NULL,NULL
4639,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,NULL
4640,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4641,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
4642,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
4643,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
4644,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4645,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
4646,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
4647,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
