Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUL_M_R
2553,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,NULL
2554,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2555,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
2556,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2557,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2558,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2559,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2560,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
2561,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
2562,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2563,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2564,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
2565,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2566,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2567,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
2568,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
2569,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2570,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
2571,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
2572,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2573,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
2574,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,NULL
2575,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
2576,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,NULL
2577,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
2578,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2579,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
2580,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
2581,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
2582,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2583,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2584,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
2585,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
2586,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2587,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2588,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2589,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2590,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2591,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2592,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2593,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2594,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2595,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
2596,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
2597,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2598,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
2599,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2600,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Bareland
2601,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2602,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2603,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2604,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2605,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
2606,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2607,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2608,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2609,Forest,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
2610,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2611,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
2612,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Forest
2613,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
2614,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
2615,Forest,NULL,Water,Water,Water,Bareland,Bareland,Grassland
2616,Forest,NULL,Water,Water,Water,Bareland,Bareland,Forest
2617,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
2618,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2619,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2620,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2621,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2622,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2623,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2624,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2625,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2626,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2627,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2628,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2629,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2630,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2631,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2632,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2633,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2634,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2635,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2636,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2637,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2638,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2639,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2640,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
2641,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2642,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2643,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2644,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2645,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2646,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2647,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2648,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2649,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2650,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2651,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2652,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2653,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2654,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2655,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2656,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2657,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2658,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2659,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2660,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2661,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
2662,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2663,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2664,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2665,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2666,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2667,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2668,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2669,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2670,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
2671,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2672,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2673,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2674,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2675,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2676,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2677,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2678,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2679,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2680,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2681,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2682,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2683,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2684,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2685,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2686,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
2687,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2688,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2689,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2690,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2691,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2692,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2693,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2694,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
2695,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2696,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2697,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2698,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2699,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2700,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2701,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2702,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2703,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
2704,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
2705,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2706,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2707,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2708,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2709,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
2710,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2711,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2712,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2713,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Forest
2714,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2715,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2716,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2717,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2718,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2719,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2720,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2721,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2722,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2723,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2724,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2725,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2726,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2727,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2728,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2729,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2730,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2731,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2732,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2733,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
2734,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2735,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2736,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
2737,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
2738,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
2739,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
2740,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
2741,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
2742,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Water
2743,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Forest
2744,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
2745,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2746,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2747,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2748,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
2749,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
2750,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
2751,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Water
2752,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
2753,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
2754,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2755,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
2756,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
2757,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2758,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2759,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2760,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2761,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2762,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2763,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2764,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2765,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
2766,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
2767,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2768,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
2769,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
2770,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
2771,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
2772,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
2773,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
2774,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
2775,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
2776,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
2777,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
2778,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
2779,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2780,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2781,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2782,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2783,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2784,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2785,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2786,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2787,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Forest
2788,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2789,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2790,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2791,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2792,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2793,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2794,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2795,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2796,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2797,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2798,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2799,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2800,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2801,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2802,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2803,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2804,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2805,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
2806,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2807,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2808,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2809,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2810,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
2811,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Wetland,Water
2812,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Water,Forest
2813,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
2814,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2815,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2816,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
2817,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
2818,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2819,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
2820,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2821,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2822,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2823,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2824,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2825,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2826,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2827,Forest,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2828,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
2829,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
2830,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2831,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
2832,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2833,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2834,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
2835,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2836,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2837,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2838,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2839,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2840,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2841,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2842,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2843,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2844,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
2845,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2846,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2847,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
2848,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2849,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
2850,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2851,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
2852,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
2853,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
2854,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2855,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
2856,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
2857,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2858,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2859,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
2860,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
2861,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2862,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
2863,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
2864,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
2865,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2866,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2867,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
2868,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2869,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
2870,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2871,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
2872,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
2873,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2874,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
2875,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
2876,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
2877,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Water
2878,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Forest
2879,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
2880,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2881,Forest,Water,NULL,Water,Non_Wetland,Wetland,Bareland,Forest
2882,Forest,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
2883,Forest,Water,NULL,Water,Non_Wetland,Bareland,Forest,Water
2884,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
2885,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
2886,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
