Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MBR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MBR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MBR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MBR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MBR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MBR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MBR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MBR_M_R
2362,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2363,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2364,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2365,Forest,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
2366,Forest,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
2367,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2368,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2369,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
2370,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2371,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
2372,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2373,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2374,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2375,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2376,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
2377,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
2378,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
2379,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2380,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
2381,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
2382,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2383,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2384,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2385,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Water
2386,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
2387,Forest,Water,Grassland,Water,Non_Wetland,Water,NULL,Water
2388,Forest,Water,Grassland,Water,Non_Wetland,Water,NULL,Forest
2389,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
2390,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
2391,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
2392,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
2393,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2394,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2395,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2396,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
2397,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
2398,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
2399,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
2400,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
2401,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
2402,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2403,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2404,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
2405,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
2406,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
2407,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
2408,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2409,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
2410,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
2411,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Water
2412,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
2413,Forest,Water,Cropland,Water,Non_Wetland,Water,Forest,Water
2414,Forest,Water,Cropland,Water,Non_Wetland,Water,Forest,Forest
2415,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2416,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2417,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2418,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
2419,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
2420,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2421,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
2422,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2423,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
2424,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
2425,Forest,Water,Wetland,NULL,Wetland,Bareland,NULL,Water
2426,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
2427,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2428,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
2429,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
2430,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
2431,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
2432,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
2433,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
2434,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2435,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2436,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2437,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2438,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
2439,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
2440,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
2441,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
2442,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2443,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Water
2444,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
2445,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
2446,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
2447,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
2448,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
2449,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
2450,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
2451,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
2452,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2453,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2454,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2455,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2456,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2457,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2458,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2459,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
2460,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2461,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
2462,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2463,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2464,Forest,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Water
2465,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
2466,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
2467,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
2468,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
2469,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
2470,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2471,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2472,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2473,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2474,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2475,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2476,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
2477,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2478,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
2479,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
2480,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
2481,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2482,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
2483,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
2484,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
2485,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2486,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2487,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2488,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
2489,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2490,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
2491,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
2492,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
2493,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
2494,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
2495,Forest,Water,Wetland,Water,Wetland,Bareland,NULL,Water
2496,Forest,Water,Wetland,Water,Wetland,Bareland,NULL,Forest
2497,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
2498,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
2499,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
2500,Forest,Water,Wetland,Water,Wetland,Built-up,Water,Grassland
2501,Forest,Water,Wetland,Water,Wetland,Water,NULL,Grassland
2502,Forest,Water,Wetland,Water,Wetland,Water,NULL,Water
2503,Forest,Water,Wetland,Water,Wetland,Water,NULL,Forest
2504,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Water
2505,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2506,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
2507,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2508,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
2509,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
2510,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
2511,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
2512,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
2513,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Water
2514,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Forest
2515,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
2516,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
2517,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
2518,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
2519,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
2520,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2521,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2522,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2523,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2524,Forest,Water,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
2525,Forest,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
2526,Forest,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
2527,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2528,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2529,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2530,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2531,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
2532,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
2533,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2534,Forest,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Water
2535,Forest,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
2536,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
2537,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2538,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2539,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2540,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
2541,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2542,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2543,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
2544,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
2545,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
2546,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
2547,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2548,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2549,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2550,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2551,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2552,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
2553,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
2554,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
2555,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2556,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2557,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2558,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
2559,Forest,Water,Bareland,Water,Non_Wetland,Water,NULL,Grassland
2560,Forest,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
2561,Forest,Water,Bareland,Water,Non_Wetland,Water,NULL,Forest
2562,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2563,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2564,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2565,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2566,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
2567,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
2568,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2569,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2570,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
2571,Forest,Water,Built-up,NULL,Non_Wetland,Water,NULL,Forest
2572,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2573,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
2574,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
2575,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2576,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2577,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2578,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Forest
2579,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
2580,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
2581,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2582,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2583,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2584,Forest,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
2585,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
2586,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
2587,Forest,Water,Built-up,Water,Non_Wetland,Water,Forest,Water
2588,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
2589,Forest,Water,Water,NULL,Water,NULL,NULL,Water
2590,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
2591,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
2592,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
2593,Forest,Water,Water,NULL,Water,NULL,Water,Water
2594,Forest,Water,Water,NULL,Water,NULL,Water,Forest
2595,Forest,Water,Water,NULL,Water,Bareland,NULL,Water
2596,Forest,Water,Water,NULL,Water,Bareland,NULL,Forest
2597,Forest,Water,Water,NULL,Water,Water,NULL,Grassland
2598,Forest,Water,Water,NULL,Water,Water,NULL,Water
2599,Forest,Water,Water,NULL,Water,Water,NULL,Forest
2600,Forest,Water,Water,NULL,Water,Water,Wetland,Water
2601,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
2602,Forest,Water,Water,NULL,Water,Water,Water,Grassland
2603,Forest,Water,Water,NULL,Water,Water,Water,Water
2604,Forest,Water,Water,NULL,Water,Water,Water,Forest
2605,Forest,Water,Water,NULL,Water,Water,Forest,Grassland
2606,Forest,Water,Water,NULL,Water,Water,Forest,Water
2607,Forest,Water,Water,NULL,Water,Water,Forest,Forest
2608,Forest,Water,Water,NULL,Water,Forest,NULL,Water
2609,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
2610,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
2611,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
2612,Forest,Water,Water,NULL,Water,Forest,Water,Water
2613,Forest,Water,Water,NULL,Water,Forest,Water,Forest
2614,Forest,Water,Water,NULL,Water,Forest,Forest,Water
2615,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
2616,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2617,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
2618,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
2619,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
2620,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2621,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
2622,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
2623,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
2624,Forest,Water,Water,Non_Water,Water,Bareland,NULL,Grassland
2625,Forest,Water,Water,Non_Water,Water,Bareland,NULL,Water
2626,Forest,Water,Water,Non_Water,Water,Bareland,Water,Water
2627,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
2628,Forest,Water,Water,Non_Water,Water,Bareland,Forest,Water
2629,Forest,Water,Water,Non_Water,Water,Water,NULL,Grassland
2630,Forest,Water,Water,Non_Water,Water,Water,NULL,Water
2631,Forest,Water,Water,Non_Water,Water,Water,NULL,Forest
2632,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
2633,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
2634,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
2635,Forest,Water,Water,Non_Water,Water,Water,Water,Water
2636,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
2637,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
2638,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
2639,Forest,Water,Water,Non_Water,Water,Forest,NULL,Water
2640,Forest,Water,Water,Non_Water,Water,Forest,NULL,Forest
2641,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
2642,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
2643,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
2644,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
2645,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
2646,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
2647,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
2648,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
2649,Forest,Water,Water,Water,Water,NULL,NULL,Water
2650,Forest,Water,Water,Water,Water,NULL,NULL,Forest
2651,Forest,Water,Water,Water,Water,NULL,Wetland,Grassland
2652,Forest,Water,Water,Water,Water,NULL,Wetland,Water
2653,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
2654,Forest,Water,Water,Water,Water,NULL,Water,Water
2655,Forest,Water,Water,Water,Water,NULL,Water,Forest
2656,Forest,Water,Water,Water,Water,NULL,Forest,Water
2657,Forest,Water,Water,Water,Water,NULL,Forest,Forest
2658,Forest,Water,Water,Water,Water,Grassland,Water,Water
2659,Forest,Water,Water,Water,Water,Bareland,NULL,Grassland
2660,Forest,Water,Water,Water,Water,Bareland,NULL,Water
2661,Forest,Water,Water,Water,Water,Bareland,NULL,Forest
2662,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
2663,Forest,Water,Water,Water,Water,Bareland,Water,Water
2664,Forest,Water,Water,Water,Water,Bareland,Forest,Water
2665,Forest,Water,Water,Water,Water,Built-up,Water,Water
2666,Forest,Water,Water,Water,Water,Water,NULL,Grassland
2667,Forest,Water,Water,Water,Water,Water,NULL,Water
2668,Forest,Water,Water,Water,Water,Water,NULL,Forest
2669,Forest,Water,Water,Water,Water,Water,Grassland,Water
2670,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
2671,Forest,Water,Water,Water,Water,Water,Wetland,Water
2672,Forest,Water,Water,Water,Water,Water,Wetland,Forest
2673,Forest,Water,Water,Water,Water,Water,Built-up,Grassland
2674,Forest,Water,Water,Water,Water,Water,Water,Grassland
2675,Forest,Water,Water,Water,Water,Water,Water,Water
2676,Forest,Water,Water,Water,Water,Water,Water,Forest
2677,Forest,Water,Water,Water,Water,Water,Forest,Water
2678,Forest,Water,Water,Water,Water,Water,Forest,Forest
2679,Forest,Water,Water,Water,Water,Forest,NULL,Water
2680,Forest,Water,Water,Water,Water,Forest,NULL,Forest
2681,Forest,Water,Water,Water,Water,Forest,Wetland,Water
2682,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
2683,Forest,Water,Water,Water,Water,Forest,Water,Water
2684,Forest,Water,Water,Water,Water,Forest,Water,Forest
2685,Forest,Water,Water,Water,Water,Forest,Forest,Water
2686,Forest,Water,Water,Water,Water,Forest,Forest,Forest
2687,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2688,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2689,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2690,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2691,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2692,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2693,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2694,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2695,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2696,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
2697,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
2698,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
2699,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
2700,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2701,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2702,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2703,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2704,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2705,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2706,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2707,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2708,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2709,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
2710,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2711,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2712,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2713,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
2714,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2715,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2716,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
2717,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2718,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2719,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2720,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2721,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2722,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2723,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2724,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,NULL,Water
2725,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Water
2726,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
2727,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
2728,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2729,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
