Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPD_M_R
16184,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
16185,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
16186,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
16187,Forest,Built-up,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
16188,Forest,Built-up,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
16189,Forest,Built-up,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
16190,Forest,Built-up,Shrubland,Water,Non_Wetland,Bareland,Built-up,Forest
16191,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
16192,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
16193,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
16194,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
16195,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
16196,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
16197,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
16198,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
16199,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
16200,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
16201,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
16202,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
16203,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
16204,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
16205,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
16206,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
16207,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
16208,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
16209,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
16210,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
16211,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
16212,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
16213,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
16214,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
16215,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
16216,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
16217,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
16218,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
16219,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16220,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
16221,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
16222,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16223,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
16224,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16225,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
16226,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
16227,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
16228,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
16229,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
16230,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
16231,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
16232,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
16233,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
16234,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
16235,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
16236,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
16237,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16238,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
16239,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
16240,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16241,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
16242,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
16243,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
16244,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
16245,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
16246,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
16247,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
16248,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
16249,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
16250,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
16251,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
16252,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
16253,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
16254,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
16255,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
16256,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
16257,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
16258,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
16259,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
16260,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
16261,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
16262,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
16263,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
16264,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
16265,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
16266,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
16267,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
16268,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
16269,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
16270,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
16271,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
16272,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
16273,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
16274,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
16275,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
16276,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
16277,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
16278,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Forest
16279,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
16280,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
16281,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
16282,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
16283,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16284,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
16285,Forest,Built-up,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
16286,Forest,Built-up,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
16287,Forest,Built-up,Cropland,Water,Non_Wetland,Bareland,Shrubland,Water
16288,Forest,Built-up,Cropland,Water,Non_Wetland,Water,Water,Grassland
16289,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Cropland
16290,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
16291,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,Forest
16292,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Water,Forest
16293,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
16294,Forest,Built-up,Wetland,NULL,Wetland,Water,NULL,Forest
16295,Forest,Built-up,Wetland,NULL,Wetland,Water,Shrubland,Forest
16296,Forest,Built-up,Wetland,NULL,Wetland,Water,Water,Water
16297,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
16298,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
16299,Forest,Built-up,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
16300,Forest,Built-up,Wetland,Non_Water,Wetland,Water,NULL,Grassland
16301,Forest,Built-up,Wetland,Non_Water,Wetland,Water,NULL,Forest
16302,Forest,Built-up,Wetland,Non_Water,Wetland,Water,Water,Cropland
16303,Forest,Built-up,Wetland,Non_Water,Wetland,Water,Water,Water
16304,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
16305,Forest,Built-up,Wetland,Water,Wetland,Water,Shrubland,Grassland
16306,Forest,Built-up,Wetland,Water,Wetland,Water,Shrubland,Water
16307,Forest,Built-up,Wetland,Water,Wetland,Water,Water,Grassland
16308,Forest,Built-up,Wetland,Water,Wetland,Water,Water,Cropland
16309,Forest,Built-up,Wetland,Water,Wetland,Water,Water,Water
16310,Forest,Built-up,Wetland,Water,Wetland,Water,Water,Forest
16311,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
16312,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
16313,Forest,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Water
16314,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
16315,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
16316,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
16317,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
16318,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
16319,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
16320,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
16321,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
16322,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
16323,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
16324,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
16325,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
16326,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
16327,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
16328,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
16329,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
16330,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
16331,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
16332,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16333,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
16334,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16335,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
16336,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
16337,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
16338,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Cropland
16339,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
16340,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Water,Cropland
16341,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Water,Forest
16342,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
16343,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
16344,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
16345,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
16346,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
16347,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
16348,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
16349,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
16350,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
16351,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
16352,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
16353,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
16354,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
16355,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
16356,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
16357,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
16358,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
16359,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
16360,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
16361,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
16362,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
16363,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
16364,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
16365,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
16366,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
16367,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
16368,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
16369,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
16370,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
16371,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
16372,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
16373,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Forest
16374,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Built-up
16375,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Forest
16376,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
16377,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
16378,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Wetland
16379,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
16380,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
16381,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16382,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
16383,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
16384,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
16385,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
16386,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
16387,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
16388,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
16389,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
16390,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
16391,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
16392,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
16393,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
16394,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
16395,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
16396,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
16397,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
16398,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
16399,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16400,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16401,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
16402,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16403,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
16404,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
16405,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
16406,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
16407,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
16408,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
16409,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
16410,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
16411,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
16412,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
16413,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
16414,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
16415,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
16416,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
16417,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16418,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
16419,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
16420,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
16421,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
16422,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
16423,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
16424,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
16425,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
16426,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
16427,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
16428,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
16429,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
16430,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
16431,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
16432,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
16433,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
16434,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
16435,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
16436,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
16437,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
16438,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
16439,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
16440,Forest,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Forest
16441,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Water,Forest
16442,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Forest,Forest
16443,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
16444,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
16445,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
16446,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
16447,Forest,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
16448,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
16449,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
16450,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
16451,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
16452,Forest,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
16453,Forest,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
16454,Forest,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
16455,Forest,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
16456,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
16457,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
16458,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
16459,Forest,Water,NULL,NULL,Non_Wetland,NULL,Built-up,Water
16460,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
16461,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
16462,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
16463,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
16464,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,NULL
16465,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
16466,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
16467,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
16468,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
16469,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
16470,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16471,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16472,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
16473,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
16474,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16475,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
16476,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
16477,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
16478,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
16479,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
16480,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
16481,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
16482,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16483,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
16484,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
16485,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
16486,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
16487,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
16488,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
16489,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
16490,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
16491,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,NULL
16492,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
16493,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
16494,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
16495,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
16496,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Cropland
16497,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
16498,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
16499,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
16500,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
16501,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
16502,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
16503,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
16504,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
16505,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
16506,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Cropland
