Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NHA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NHA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NHA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NHA_M_R
1833,Forest,NULL,Water,NULL,Water,Forest,NULL,Bareland
1834,Forest,NULL,Water,NULL,Water,Forest,NULL,Forest
1835,Forest,NULL,Water,NULL,Water,Forest,Grassland,Grassland
1836,Forest,NULL,Water,NULL,Water,Forest,Grassland,Bareland
1837,Forest,NULL,Water,NULL,Water,Forest,Grassland,Forest
1838,Forest,NULL,Water,NULL,Water,Forest,Water,Grassland
1839,Forest,NULL,Water,NULL,Water,Forest,Water,Bareland
1840,Forest,NULL,Water,NULL,Water,Forest,Water,Forest
1841,Forest,NULL,Water,NULL,Water,Forest,Forest,NULL
1842,Forest,NULL,Water,NULL,Water,Forest,Forest,Grassland
1843,Forest,NULL,Water,NULL,Water,Forest,Forest,Bareland
1844,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
1845,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1846,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
1847,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1848,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
1849,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
1850,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
1851,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
1852,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1853,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1854,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1855,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1856,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1857,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1858,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1859,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1860,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1861,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1862,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
1863,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
1864,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1865,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1866,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1867,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1868,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1869,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1870,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1871,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1872,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1873,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1874,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
1875,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1876,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
1877,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1878,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1879,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1880,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
1881,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
1882,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Water
1883,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1884,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1885,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1886,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Bareland
1887,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1888,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1889,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1890,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
1891,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1892,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1893,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1894,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1895,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1896,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1897,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1898,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1899,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1900,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1901,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1902,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1903,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,NULL
1904,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1905,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
1906,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1907,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
1908,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1909,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1910,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1911,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1912,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1913,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1914,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1915,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1916,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
1917,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Water
1918,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1919,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1920,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1921,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
1922,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1923,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1924,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1925,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
1926,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Bareland
1927,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
1928,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1929,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1930,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
1931,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Water
1932,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1933,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1934,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1935,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1936,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1937,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1938,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1939,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1940,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1941,Forest,Bareland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1942,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1943,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1944,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
1945,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1946,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1947,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1948,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1949,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
1950,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1951,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
1952,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1953,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1954,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1955,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
1956,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1957,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1958,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1959,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1960,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1961,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1962,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1963,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1964,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1965,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
1966,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1967,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1968,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
1969,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1970,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1971,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1972,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1973,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1974,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1975,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Built-up
1976,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
1977,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1978,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Built-up
1979,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1980,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1981,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1982,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1983,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1984,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
1985,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1986,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1987,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1988,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1989,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1990,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1991,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1992,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1993,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
1994,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
1995,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1996,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1997,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1998,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1999,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
2000,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Grassland
2001,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Built-up
2002,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Forest
2003,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Built-up,Forest
2004,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
2005,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
2006,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Built-up
2007,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2008,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2009,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2010,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2011,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2012,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2013,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2014,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2015,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2016,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2017,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2018,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2019,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2020,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2021,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
2022,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Bareland
2023,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
2024,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2025,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Built-up
2026,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2027,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2028,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2029,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2030,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2031,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
2032,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2033,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2034,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2035,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2036,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
2037,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
2038,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
2039,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2040,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
2041,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2042,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
2043,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2044,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
2045,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2046,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
2047,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2048,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2049,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2050,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
2051,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2052,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
2053,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
2054,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
2055,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
2056,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
2057,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
2058,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2059,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2060,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2061,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2062,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2063,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2064,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2065,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2066,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
2067,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
2068,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
2069,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2070,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2071,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
2072,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2073,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2074,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2075,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
2076,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2077,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2078,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2079,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2080,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2081,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2082,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2083,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
2084,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
2085,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2086,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2087,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2088,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
2089,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2090,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2091,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
2092,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
2093,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
2094,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
2095,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
2096,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
2097,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2098,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
2099,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2100,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
2101,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2102,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
2103,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2104,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
2105,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2106,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
2107,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
2108,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
2109,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
2110,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
2111,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2112,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
2113,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2114,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
2115,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2116,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
2117,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
2118,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
2119,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2120,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2121,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2122,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2123,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2124,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
2125,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
2126,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
2127,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2128,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
2129,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
2130,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
2131,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
2132,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2133,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2134,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2135,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
2136,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2137,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2138,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2139,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2140,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
2141,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2142,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Water
2143,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
2144,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2145,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2146,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2147,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2148,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2149,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2150,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2151,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2152,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2153,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
2154,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2155,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2156,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
2157,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2158,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
2159,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
2160,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
2161,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2162,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
2163,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
2164,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
2165,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
2166,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2167,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2168,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
2169,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2170,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
2171,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
2172,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
2173,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
2174,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2175,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
2176,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
2177,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
2178,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
2179,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
