Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTR_M_R
14819,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
14820,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
14821,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
14822,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
14823,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
14824,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
14825,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
14826,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14827,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
14828,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
14829,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14830,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
14831,Forest,Water,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
14832,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
14833,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
14834,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
14835,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
14836,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
14837,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
14838,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
14839,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
14840,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
14841,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
14842,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
14843,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
14844,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
14845,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
14846,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
14847,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
14848,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Wetland
14849,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
14850,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
14851,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
14852,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
14853,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
14854,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
14855,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
14856,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
14857,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
14858,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
14859,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14860,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14861,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
14862,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14863,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
14864,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14865,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
14866,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
14867,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
14868,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
14869,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
14870,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
14871,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
14872,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
14873,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
14874,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
14875,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
14876,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
14877,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
14878,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14879,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
14880,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
14881,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
14882,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
14883,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
14884,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
14885,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
14886,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
14887,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
14888,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
14889,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
14890,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
14891,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14892,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
14893,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
14894,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
14895,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Grassland
14896,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
14897,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
14898,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
14899,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
14900,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
14901,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
14902,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
14903,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
14904,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
14905,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
14906,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
14907,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
14908,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
14909,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
14910,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
14911,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
14912,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
14913,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
14914,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
14915,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
14916,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
14917,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
14918,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
14919,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14920,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
14921,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
14922,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
14923,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14924,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
14925,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
14926,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14927,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
14928,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
14929,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
14930,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
14931,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
14932,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
14933,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
14934,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
14935,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
14936,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,NULL
14937,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
14938,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
14939,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
14940,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
14941,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
14942,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
14943,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
14944,Forest,Forest,NULL,Water,Non_Wetland,Water,Shrubland,Water
14945,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
14946,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
14947,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
14948,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
14949,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
14950,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
14951,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
14952,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
14953,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
14954,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14955,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
14956,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
14957,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
14958,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
14959,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
14960,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
14961,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
14962,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
14963,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
14964,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
14965,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
14966,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Water
14967,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
14968,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
14969,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
14970,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
14971,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
14972,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14973,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
14974,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
14975,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
14976,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14977,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14978,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
14979,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
14980,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
14981,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14982,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
14983,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14984,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
14985,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
14986,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
14987,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
14988,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
14989,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
14990,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
14991,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
14992,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
14993,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
14994,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
14995,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
14996,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
14997,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
14998,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
14999,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15000,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
15001,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
15002,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15003,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
15004,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
15005,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
15006,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
15007,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
15008,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
15009,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
15010,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15011,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
15012,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
15013,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
15014,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
15015,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
15016,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
15017,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
15018,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
15019,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
15020,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
15021,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
15022,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
15023,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
15024,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
15025,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
15026,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
15027,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
15028,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
15029,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
15030,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
15031,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
15032,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
15033,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
15034,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
15035,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
15036,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
15037,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
15038,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
15039,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
15040,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
15041,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
15042,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
15043,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
15044,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
15045,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
15046,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
15047,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
15048,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
15049,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15050,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
15051,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
15052,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
15053,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
15054,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
15055,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
15056,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
15057,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
15058,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
15059,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
15060,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
15061,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
15062,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
15063,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
15064,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
15065,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
15066,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
15067,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
15068,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
15069,Forest,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Forest
15070,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
15071,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
15072,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
15073,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
15074,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
15075,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
15076,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
15077,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
15078,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
15079,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
15080,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
15081,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
15082,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
15083,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
15084,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
15085,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
15086,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
15087,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
15088,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
15089,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
15090,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
15091,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15092,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15093,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
15094,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15095,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
15096,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15097,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
15098,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
15099,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
15100,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
15101,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
15102,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
15103,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
15104,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
15105,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
15106,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15107,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
15108,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15109,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
15110,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
15111,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
15112,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
15113,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
15114,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
15115,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
15116,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
15117,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
15118,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
15119,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
15120,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
15121,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Wetland
15122,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
15123,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
15124,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
15125,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
15126,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
15127,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
15128,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
15129,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
15130,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
15131,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
15132,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
15133,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
15134,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
15135,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
15136,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
15137,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
15138,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
15139,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
