Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NYE_M_R
2102,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2103,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2104,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2105,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2106,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2107,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2108,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2109,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2110,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2111,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2112,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2113,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2114,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2115,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2116,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2117,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2118,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2119,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2120,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2121,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2122,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2123,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2124,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2125,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2126,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2127,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2128,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2129,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2130,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2131,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2132,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2133,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2134,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2135,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2136,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2137,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2138,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2139,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2140,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2141,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2142,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2143,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2144,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2145,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2146,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2147,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2148,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2149,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2150,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2151,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2152,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2153,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2154,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2155,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2156,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2157,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2158,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2159,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2160,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2161,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2162,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2163,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2164,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2165,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2166,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2167,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2168,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2169,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2170,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2171,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2172,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2173,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2174,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2175,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2176,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2177,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2178,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2179,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2180,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
2181,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2182,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
2183,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
2184,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2185,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2186,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2187,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2188,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2189,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
2190,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2191,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2192,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
2193,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
2194,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2195,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2196,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2197,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2198,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2199,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2200,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2201,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2202,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2203,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2204,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2205,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2206,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2207,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2208,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2209,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2210,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2211,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2212,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2213,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2214,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2215,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2216,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2217,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2218,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2219,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2220,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2221,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2222,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2223,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2224,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2225,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2226,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2227,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2228,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2229,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2230,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2231,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2232,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2233,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2234,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2235,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
2236,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2237,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
2238,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2239,Forest,Cropland,Water,NULL,Water,NULL,NULL,Bareland
2240,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
2241,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
2242,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
2243,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
2244,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
2245,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
2246,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
2247,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
2248,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2249,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2250,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2251,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2252,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2253,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
2254,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2255,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2256,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2257,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2258,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2259,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2260,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2261,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2262,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2263,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2264,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2265,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
2266,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2267,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2268,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2269,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2270,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2271,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2272,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2273,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2274,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2275,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2276,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2277,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2278,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2279,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2280,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2281,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2282,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2283,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2284,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2285,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2286,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2287,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2288,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2289,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2290,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2291,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2292,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2293,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2294,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2295,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2296,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2297,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2298,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2299,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2300,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Built-up
2301,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
2302,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2303,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2304,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2305,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2306,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2307,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2308,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
2309,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2310,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
2311,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2312,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
2313,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2314,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2315,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2316,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2317,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2318,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2319,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2320,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2321,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
2322,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
2323,Forest,Wetland,Water,NULL,Water,NULL,NULL,Bareland
2324,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
2325,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
2326,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
2327,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
2328,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
2329,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
2330,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
2331,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
2332,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
2333,Forest,Wetland,Water,Water,Water,NULL,NULL,Bareland
2334,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
2335,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
2336,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2337,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2338,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2339,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2340,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2341,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2342,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2343,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2344,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2345,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2346,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2347,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2348,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2349,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
2350,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2351,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2352,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2353,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2354,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2355,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2356,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2357,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2358,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2359,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2360,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2361,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2362,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2363,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2364,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2365,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2366,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
2367,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2368,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2369,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2370,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
2371,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
2372,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2373,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
2374,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2375,Forest,Bareland,Water,NULL,Water,NULL,NULL,Grassland
2376,Forest,Bareland,Water,NULL,Water,NULL,NULL,Water
2377,Forest,Bareland,Water,NULL,Water,NULL,NULL,Forest
2378,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
2379,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
2380,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
2381,Forest,Bareland,Water,Water,Water,NULL,NULL,Grassland
2382,Forest,Bareland,Water,Water,Water,NULL,NULL,Wetland
2383,Forest,Bareland,Water,Water,Water,NULL,NULL,Bareland
2384,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
2385,Forest,Bareland,Water,Water,Water,NULL,NULL,Forest
2386,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2387,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2388,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2389,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2390,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2391,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2392,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
2393,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2394,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2395,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2396,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
2397,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2398,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2399,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2400,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2401,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2402,Forest,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2403,Forest,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2404,Forest,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
2405,Forest,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
2406,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2407,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2408,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2409,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2410,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2411,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2412,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2413,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2414,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2415,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2416,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2417,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2418,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2419,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2420,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2421,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2422,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2423,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2424,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2425,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2426,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2427,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2428,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
2429,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
2430,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
2431,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
2432,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2433,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
2434,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2435,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
2436,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
2437,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
2438,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
2439,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2440,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2441,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2442,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2443,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2444,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2445,Forest,Built-up,Water,NULL,Water,NULL,NULL,Grassland
2446,Forest,Built-up,Water,NULL,Water,NULL,NULL,Bareland
