Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYA_M_R
13722,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
13723,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,NULL
13724,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
13725,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
13726,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
13727,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
13728,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
13729,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
13730,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
13731,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
13732,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
13733,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
13734,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
13735,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
13736,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
13737,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
13738,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
13739,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,NULL
13740,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Wetland
13741,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
13742,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
13743,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
13744,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
13745,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
13746,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
13747,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
13748,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
13749,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
13750,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
13751,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
13752,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
13753,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
13754,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
13755,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
13756,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
13757,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
13758,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
13759,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
13760,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
13761,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13762,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
13763,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
13764,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
13765,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
13766,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
13767,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
13768,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
13769,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
13770,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
13771,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Wetland
13772,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
13773,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
13774,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
13775,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
13776,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
13777,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
13778,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
13779,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
13780,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
13781,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
13782,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
13783,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,NULL
13784,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
13785,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
13786,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
13787,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
13788,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
13789,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Water
13790,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
13791,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
13792,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
13793,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
13794,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
13795,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
13796,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
13797,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
13798,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
13799,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
13800,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
13801,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
13802,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,Water
13803,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,Forest
13804,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
13805,Forest,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,Water
13806,Forest,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
13807,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Water
13808,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
13809,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
13810,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
13811,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
13812,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
13813,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
13814,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
13815,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
13816,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
13817,Forest,Water,Forest,Water,Non_Wetland,Bareland,Shrubland,Water
13818,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
13819,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
13820,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
13821,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Water
13822,Forest,Water,Forest,Water,Non_Wetland,Water,Shrubland,Wetland
13823,Forest,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
13824,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
13825,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
13826,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
13827,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
13828,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
13829,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
13830,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
13831,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
13832,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
13833,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
13834,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
13835,Forest,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Water
13836,Forest,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
13837,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
13838,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
13839,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
13840,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
13841,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
13842,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
13843,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
13844,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
13845,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
13846,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
13847,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
13848,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
13849,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
13850,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
13851,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
13852,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
13853,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
13854,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
13855,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
13856,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
13857,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
13858,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
13859,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
13860,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
13861,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
13862,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
13863,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
13864,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Grassland
13865,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
13866,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
13867,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
13868,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
13869,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
13870,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
13871,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
13872,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
13873,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
13874,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
13875,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
13876,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13877,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13878,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
13879,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
13880,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
13881,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
13882,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
13883,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13884,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
13885,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13886,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
13887,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
13888,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
13889,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
13890,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
13891,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
13892,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
13893,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
13894,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
13895,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
13896,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
13897,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
13898,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
13899,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
13900,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
13901,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
13902,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
13903,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
13904,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
13905,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
13906,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
13907,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
13908,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
13909,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
13910,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
13911,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13912,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
13913,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
13914,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
13915,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
13916,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
13917,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
13918,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
13919,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
13920,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
13921,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
13922,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
13923,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
13924,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
13925,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
13926,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
13927,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
13928,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
13929,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
13930,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
13931,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
13932,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
13933,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
13934,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
13935,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
13936,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
13937,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
13938,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
13939,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
13940,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
13941,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
13942,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
13943,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
13944,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
13945,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
13946,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
13947,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
13948,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
13949,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
13950,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Cropland
13951,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
13952,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
13953,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
13954,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
13955,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
13956,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
13957,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
13958,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
13959,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
13960,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
13961,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
13962,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
13963,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
13964,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
13965,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
13966,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
13967,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
13968,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,NULL
13969,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
13970,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
13971,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
13972,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
13973,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
13974,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
13975,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Cropland
13976,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
13977,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Built-up
13978,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
13979,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
13980,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
13981,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
13982,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
13983,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
13984,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
13985,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13986,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13987,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
13988,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
13989,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
13990,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
13991,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
13992,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
13993,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
13994,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
13995,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
13996,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
13997,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
13998,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
13999,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,NULL
14000,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
14001,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
14002,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
14003,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
14004,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
14005,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
14006,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Water
14007,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
14008,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Bareland
14009,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Water
14010,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
14011,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
14012,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Water
14013,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
14014,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
14015,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
14016,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,NULL
14017,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
14018,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
14019,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
14020,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
14021,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,NULL
14022,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
14023,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Wetland
14024,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Bareland
14025,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
14026,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
14027,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,NULL
14028,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
14029,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
14030,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
14031,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
14032,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
14033,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
14034,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Water
14035,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
14036,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
14037,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
14038,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
14039,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
14040,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
