Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUR_M_R
3869,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
3870,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3871,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3872,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3873,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3874,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
3875,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3876,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3877,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3878,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3879,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3880,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3881,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3882,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3883,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3884,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3885,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
3886,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3887,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
3888,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
3889,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
3890,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3891,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3892,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3893,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3894,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3895,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
3896,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
3897,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
3898,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
3899,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3900,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
3901,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
3902,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3903,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
3904,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3905,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
3906,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
3907,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
3908,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
3909,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
3910,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
3911,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
3912,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
3913,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
3914,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
3915,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
3916,Bareland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
3917,Bareland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
3918,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
3919,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3920,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
3921,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3922,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3923,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
3924,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3925,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
3926,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Bareland
3927,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
3928,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Water
3929,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
3930,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Bareland
3931,Bareland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
3932,Bareland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
3933,Bareland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Bareland
3934,Bareland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
3935,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3936,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
3937,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
3938,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3939,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
3940,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
3941,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
3942,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
3943,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
3944,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
3945,Bareland,NULL,Wetland,Water,Wetland,Bareland,NULL,Bareland
3946,Bareland,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
3947,Bareland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Bareland
3948,Bareland,NULL,Wetland,Water,Wetland,Water,NULL,Bareland
3949,Bareland,NULL,Wetland,Water,Wetland,Water,NULL,Water
3950,Bareland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
3951,Bareland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
3952,Bareland,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
3953,Bareland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
3954,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3955,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
3956,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
3957,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3958,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3959,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3960,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3961,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Water
3962,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
3963,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3964,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
3965,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
3966,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3967,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3968,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3969,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3970,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
3971,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3972,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
3973,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3974,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3975,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
3976,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3977,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3978,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3979,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3980,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3981,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
3982,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
3983,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3984,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
3985,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
3986,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
3987,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
3988,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
3989,Bareland,NULL,Water,NULL,Water,NULL,NULL,Built-up
3990,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
3991,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
3992,Bareland,NULL,Water,NULL,Water,Grassland,NULL,Grassland
3993,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
3994,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
3995,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
3996,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
3997,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
3998,Bareland,NULL,Water,Non_Water,Water,Bareland,NULL,Grassland
3999,Bareland,NULL,Water,Non_Water,Water,Water,NULL,Bareland
4000,Bareland,NULL,Water,Non_Water,Water,Water,Grassland,Bareland
4001,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
4002,Bareland,NULL,Water,Water,Water,NULL,NULL,Cropland
4003,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
4004,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
4005,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
4006,Bareland,NULL,Water,Water,Water,Water,NULL,Water
4007,Bareland,NULL,Water,Water,Water,Water,Grassland,Water
4008,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4009,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4010,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4011,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4012,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
4013,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
4014,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
4015,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4016,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4017,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4018,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4019,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
4020,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4021,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4022,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4023,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4024,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4025,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4026,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4027,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
4028,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
4029,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
4030,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4031,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
4032,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
4033,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
4034,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4035,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Bareland
4036,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
4037,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Bareland
4038,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
4039,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
4040,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
4041,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
4042,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4043,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4044,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4045,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
4046,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4047,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
4048,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4049,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4050,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4051,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4052,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
4053,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4054,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4055,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
4056,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
4057,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
4058,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4059,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4060,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4061,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4062,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4063,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4064,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4065,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4066,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
4067,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4068,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4069,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4070,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4071,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
4072,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4073,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4074,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4075,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4076,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
4077,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
4078,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
4079,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
4080,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
4081,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
4082,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4083,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
4084,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
4085,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
4086,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4087,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
4088,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4089,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4090,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4091,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
4092,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
4093,Bareland,Cropland,Water,NULL,Water,NULL,NULL,NULL
4094,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
4095,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
4096,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Water
4097,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
4098,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
4099,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
4100,Bareland,Cropland,Water,Water,Water,NULL,NULL,Grassland
4101,Bareland,Cropland,Water,Water,Water,NULL,NULL,Bareland
4102,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
4103,Bareland,Cropland,Water,Water,Water,NULL,NULL,Forest
4104,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4105,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4106,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4107,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4108,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
4109,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
4110,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4111,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
4112,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4113,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
4114,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4115,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4116,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4117,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4118,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
4119,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
4120,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4121,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4122,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4123,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4124,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
4125,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
4126,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
4127,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
4128,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4129,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
4130,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
4131,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
4132,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
4133,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
4134,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
4135,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
4136,Bareland,Wetland,Wetland,Water,Wetland,Water,NULL,Water
4137,Bareland,Wetland,Wetland,Water,Wetland,Water,NULL,Forest
4138,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Bareland
4139,Bareland,Wetland,Water,Non_Water,Water,Bareland,NULL,Grassland
4140,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
4141,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4142,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4143,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
4144,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
4145,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4146,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4147,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4148,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4149,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4150,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
4151,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4152,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
4153,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
4154,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4155,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4156,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4157,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4158,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
4159,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4160,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4161,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4162,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
4163,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
4164,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
4165,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
4166,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4167,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4168,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4169,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4170,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4171,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
4172,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
4173,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
4174,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4175,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
4176,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
4177,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
4178,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
4179,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
4180,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
4181,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
4182,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4183,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
4184,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
4185,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
4186,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
4187,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,NULL,Grassland
4188,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Grassland,Forest
4189,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
4190,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
4191,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
4192,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
4193,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,NULL,Bareland
4194,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
4195,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,NULL,Bareland
4196,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,NULL,Water
4197,Bareland,Bareland,Wetland,NULL,Wetland,Water,NULL,Bareland
4198,Bareland,Bareland,Wetland,NULL,Wetland,Water,NULL,Water
4199,Bareland,Bareland,Wetland,NULL,Wetland,Water,Grassland,Bareland
4200,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4201,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
