Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKB_M_R
4639,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
4640,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
4641,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
4642,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
4643,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
4644,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
4645,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
4646,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
4647,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
4648,Water,Wetland,Bareland,Water,Non_Wetland,Bareland,Wetland,Wetland
4649,Water,Wetland,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
4650,Water,Wetland,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
4651,Water,Wetland,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
4652,Water,Wetland,Bareland,Water,Non_Wetland,Water,Grassland,Water
4653,Water,Wetland,Bareland,Water,Non_Wetland,Water,Grassland,Forest
4654,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
4655,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
4656,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
4657,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
4658,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
4659,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
4660,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
4661,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
4662,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
4663,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
4664,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
4665,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
4666,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
4667,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4668,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
4669,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
4670,Water,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
4671,Water,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Wetland
4672,Water,Wetland,Built-up,Water,Non_Wetland,Water,Grassland,Wetland
4673,Water,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Water
4674,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
4675,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
4676,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
4677,Water,Wetland,Water,NULL,Water,Wetland,Water,Grassland
4678,Water,Wetland,Water,NULL,Water,Wetland,Water,Wetland
4679,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
4680,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
4681,Water,Wetland,Water,NULL,Water,Water,Wetland,Grassland
4682,Water,Wetland,Water,NULL,Water,Water,Wetland,Wetland
4683,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
4684,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
4685,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
4686,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
4687,Water,Wetland,Water,NULL,Water,Water,Water,Water
4688,Water,Wetland,Water,NULL,Water,Water,Water,Forest
4689,Water,Wetland,Water,Non_Water,Water,Wetland,Grassland,Wetland
4690,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
4691,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
4692,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
4693,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
4694,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
4695,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
4696,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
4697,Water,Wetland,Water,Non_Water,Water,Bareland,Water,Water
4698,Water,Wetland,Water,Non_Water,Water,Water,Grassland,Wetland
4699,Water,Wetland,Water,Non_Water,Water,Water,Grassland,Water
4700,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
4701,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
4702,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
4703,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
4704,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
4705,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
4706,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
4707,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
4708,Water,Wetland,Water,Water,Water,Grassland,Water,Wetland
4709,Water,Wetland,Water,Water,Water,Grassland,Water,Water
4710,Water,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
4711,Water,Wetland,Water,Water,Water,Wetland,Grassland,Forest
4712,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
4713,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
4714,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
4715,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
4716,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
4717,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
4718,Water,Wetland,Water,Water,Water,Wetland,Water,Water
4719,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
4720,Water,Wetland,Water,Water,Water,Bareland,Water,Water
4721,Water,Wetland,Water,Water,Water,Water,Grassland,Grassland
4722,Water,Wetland,Water,Water,Water,Water,Grassland,Wetland
4723,Water,Wetland,Water,Water,Water,Water,Grassland,Water
4724,Water,Wetland,Water,Water,Water,Water,Grassland,Forest
4725,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
4726,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
4727,Water,Wetland,Water,Water,Water,Water,Wetland,Water
4728,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
4729,Water,Wetland,Water,Water,Water,Water,Water,Grassland
4730,Water,Wetland,Water,Water,Water,Water,Water,Wetland
4731,Water,Wetland,Water,Water,Water,Water,Water,Bareland
4732,Water,Wetland,Water,Water,Water,Water,Water,Water
4733,Water,Wetland,Water,Water,Water,Water,Water,Forest
4734,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4735,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4736,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4737,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4738,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4739,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
4740,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4741,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4742,Water,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4743,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4744,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4745,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
4746,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4747,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
4748,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
4749,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
4750,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
4751,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
4752,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4753,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4754,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4755,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4756,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
4757,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
4758,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4759,Water,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4760,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
4761,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4762,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
4763,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4764,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4765,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
4766,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
4767,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
4768,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4769,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
4770,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4771,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
4772,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
4773,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4774,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
4775,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
4776,Water,Wetland,Forest,Water,Non_Wetland,Bareland,Wetland,Wetland
4777,Water,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Grassland
4778,Water,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Wetland
4779,Water,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Forest
4780,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
4781,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
4782,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
4783,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
4784,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
4785,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
4786,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
4787,Water,Bareland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4788,Water,Bareland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4789,Water,Bareland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
4790,Water,Bareland,NULL,NULL,Non_Wetland,Water,Water,Grassland
4791,Water,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
4792,Water,Bareland,NULL,Water,Non_Wetland,Wetland,Water,Forest
4793,Water,Bareland,NULL,Water,Non_Wetland,Water,Water,Bareland
4794,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4795,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4796,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
4797,Water,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4798,Water,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
4799,Water,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
4800,Water,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
4801,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4802,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
4803,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
4804,Water,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4805,Water,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
4806,Water,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
4807,Water,Bareland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
4808,Water,Bareland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
4809,Water,Bareland,Wetland,NULL,Wetland,Wetland,Water,Grassland
4810,Water,Bareland,Wetland,NULL,Wetland,Bareland,Water,Grassland
4811,Water,Bareland,Wetland,NULL,Wetland,Bareland,Water,Wetland
4812,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Grassland
4813,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Wetland
4814,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Bareland
4815,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
4816,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
4817,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
4818,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Wetland
4819,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Bareland
4820,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
4821,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Forest
4822,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
4823,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Wetland
4824,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Bareland
4825,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
4826,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Forest
4827,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
4828,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
4829,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
4830,Water,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
4831,Water,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
4832,Water,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
4833,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
4834,Water,Bareland,Wetland,Water,Wetland,Water,Water,Forest
4835,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
4836,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Bareland
4837,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Forest,Forest
4838,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
4839,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Grassland
4840,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Wetland
4841,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Bareland
4842,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Forest
4843,Water,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Grassland
4844,Water,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Water
4845,Water,Bareland,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
4846,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
4847,Water,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
4848,Water,Bareland,Water,NULL,Water,Wetland,Water,Grassland
4849,Water,Bareland,Water,NULL,Water,Water,Bareland,Grassland
4850,Water,Bareland,Water,NULL,Water,Water,Water,Grassland
4851,Water,Bareland,Water,NULL,Water,Water,Water,Bareland
4852,Water,Bareland,Water,NULL,Water,Water,Water,Water
4853,Water,Bareland,Water,Non_Water,Water,Wetland,Water,Grassland
4854,Water,Bareland,Water,Non_Water,Water,Water,Water,Grassland
4855,Water,Bareland,Water,Non_Water,Water,Water,Water,Wetland
4856,Water,Bareland,Water,Non_Water,Water,Water,Water,Bareland
4857,Water,Bareland,Water,Non_Water,Water,Water,Water,Water
4858,Water,Bareland,Water,Water,Water,Wetland,Water,Grassland
4859,Water,Bareland,Water,Water,Water,Wetland,Water,Bareland
4860,Water,Bareland,Water,Water,Water,Bareland,Water,Grassland
4861,Water,Bareland,Water,Water,Water,Bareland,Water,Water
4862,Water,Bareland,Water,Water,Water,Water,Water,Grassland
4863,Water,Bareland,Water,Water,Water,Water,Water,Wetland
4864,Water,Bareland,Water,Water,Water,Water,Water,Bareland
4865,Water,Bareland,Water,Water,Water,Water,Water,Water
4866,Water,Bareland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4867,Water,Bareland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4868,Water,Bareland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4869,Water,Bareland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4870,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
4871,Water,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4872,Water,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4873,Water,Bareland,Forest,NULL,Non_Wetland,Water,Water,Grassland
4874,Water,Bareland,Forest,NULL,Non_Wetland,Water,Water,Bareland
4875,Water,Bareland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
4876,Water,Bareland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4877,Water,Bareland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4878,Water,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
4879,Water,Bareland,Forest,Water,Non_Wetland,Water,Water,Grassland
4880,Water,Bareland,Forest,Water,Non_Wetland,Water,Water,Bareland
4881,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4882,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
4883,Water,Built-up,NULL,NULL,Non_Wetland,Water,Water,Grassland
4884,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4885,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4886,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
4887,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
4888,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4889,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Water
4890,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
4891,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4892,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4893,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Bareland,Wetland
4894,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
4895,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
4896,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
4897,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
4898,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Water
4899,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4900,Water,Built-up,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
4901,Water,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
4902,Water,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4903,Water,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
4904,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Grassland
4905,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Water
4906,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
4907,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Grassland
4908,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Built-up,Forest
4909,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4910,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4911,Water,Built-up,Wetland,Non_Water,Wetland,Water,Water,Water
4912,Water,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
4913,Water,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
4914,Water,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4915,Water,Built-up,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
4916,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
4917,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
4918,Water,Built-up,Bareland,NULL,Non_Wetland,Water,Built-up,Grassland
4919,Water,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Grassland
4920,Water,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Bareland
4921,Water,Built-up,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4922,Water,Built-up,Bareland,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
4923,Water,Built-up,Bareland,Non_Water,Non_Wetland,Water,Bareland,Grassland
4924,Water,Built-up,Bareland,Non_Water,Non_Wetland,Water,Water,Water
4925,Water,Built-up,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
4926,Water,Built-up,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
4927,Water,Built-up,Bareland,Water,Non_Wetland,Water,Water,Water
4928,Water,Built-up,Bareland,Water,Non_Wetland,Water,Water,Forest
4929,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
4930,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
4931,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
4932,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
4933,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
4934,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
4935,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4936,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4937,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4938,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
4939,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
4940,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
4941,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Grassland
4942,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Water
4943,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
4944,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Wetland
4945,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Water
4946,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
4947,Water,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Grassland
4948,Water,Built-up,Built-up,Water,Non_Wetland,Water,Water,Wetland
4949,Water,Built-up,Water,NULL,Water,Wetland,Wetland,Grassland
4950,Water,Built-up,Water,NULL,Water,Water,Built-up,Grassland
4951,Water,Built-up,Water,NULL,Water,Water,Water,Water
4952,Water,Built-up,Water,Non_Water,Water,Wetland,Water,Grassland
4953,Water,Built-up,Water,Non_Water,Water,Bareland,Water,Water
4954,Water,Built-up,Water,Non_Water,Water,Built-up,Built-up,Grassland
4955,Water,Built-up,Water,Non_Water,Water,Built-up,Water,Wetland
4956,Water,Built-up,Water,Non_Water,Water,Water,Bareland,Grassland
4957,Water,Built-up,Water,Non_Water,Water,Water,Water,Bareland
4958,Water,Built-up,Water,Non_Water,Water,Water,Water,Water
4959,Water,Built-up,Water,Non_Water,Water,Water,Water,Forest
4960,Water,Built-up,Water,Water,Water,Water,Water,Water
4961,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4962,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4963,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Water
4964,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4965,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
4966,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Wetland
4967,Water,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
