Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPC_M_R
2020,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
2021,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2022,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Water,Forest
2023,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2024,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2025,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2026,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2027,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2028,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2029,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2030,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2031,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2032,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2033,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
2034,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2035,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2036,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2037,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2038,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2039,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
2040,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2041,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
2042,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
2043,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2044,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2045,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2046,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2047,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
2048,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2049,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
2050,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
2051,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
2052,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
2053,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Forest,Grassland
2054,Forest,Wetland,Bareland,Water,Non_Wetland,Forest,Wetland,Grassland
2055,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2056,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2057,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2058,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2059,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
2060,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2061,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2062,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2063,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
2064,Forest,Wetland,Built-up,Water,Non_Wetland,Water,Water,Grassland
2065,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
2066,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
2067,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Grassland
2068,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Forest
2069,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
2070,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
2071,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
2072,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
2073,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
2074,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
2075,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
2076,Forest,Wetland,Water,NULL,Water,Wetland,Forest,Forest
2077,Forest,Wetland,Water,NULL,Water,Water,Grassland,Grassland
2078,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
2079,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
2080,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
2081,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
2082,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
2083,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
2084,Forest,Wetland,Water,NULL,Water,Water,Water,Water
2085,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
2086,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
2087,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
2088,Forest,Wetland,Water,Non_Water,Water,NULL,Grassland,Forest
2089,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
2090,Forest,Wetland,Water,Non_Water,Water,Wetland,NULL,Grassland
2091,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Grassland
2092,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Wetland
2093,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Forest
2094,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
2095,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
2096,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
2097,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
2098,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
2099,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
2100,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
2101,Forest,Wetland,Water,Non_Water,Water,Wetland,Forest,Forest
2102,Forest,Wetland,Water,Non_Water,Water,Water,Grassland,Grassland
2103,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
2104,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
2105,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
2106,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
2107,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
2108,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
2109,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
2110,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Forest
2111,Forest,Wetland,Water,Water,Water,NULL,Wetland,Grassland
2112,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
2113,Forest,Wetland,Water,Water,Water,NULL,Water,Grassland
2114,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
2115,Forest,Wetland,Water,Water,Water,Wetland,NULL,Grassland
2116,Forest,Wetland,Water,Water,Water,Wetland,NULL,Forest
2117,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Grassland
2118,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
2119,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Forest
2120,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
2121,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
2122,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
2123,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
2124,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
2125,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
2126,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
2127,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
2128,Forest,Wetland,Water,Water,Water,Wetland,Forest,Grassland
2129,Forest,Wetland,Water,Water,Water,Wetland,Forest,Forest
2130,Forest,Wetland,Water,Water,Water,Water,Grassland,Grassland
2131,Forest,Wetland,Water,Water,Water,Water,Grassland,Wetland
2132,Forest,Wetland,Water,Water,Water,Water,Grassland,Water
2133,Forest,Wetland,Water,Water,Water,Water,Grassland,Forest
2134,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
2135,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
2136,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
2137,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
2138,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
2139,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
2140,Forest,Wetland,Water,Water,Water,Water,Water,Water
2141,Forest,Wetland,Water,Water,Water,Water,Water,Forest
2142,Forest,Wetland,Water,Water,Water,Water,Forest,Grassland
2143,Forest,Wetland,Water,Water,Water,Water,Forest,Wetland
2144,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
2145,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
2146,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2147,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2148,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2149,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
2150,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2151,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2152,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2153,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2154,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2155,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2156,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2157,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2158,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2159,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2160,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2161,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2162,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
2163,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2164,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2165,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2166,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2167,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
2168,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2169,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
2170,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
2171,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
2172,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2173,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
2174,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2175,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2176,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
2177,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2178,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2179,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2180,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2181,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2182,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2183,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2184,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2185,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2186,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2187,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
2188,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
2189,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2190,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2191,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2192,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2193,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2194,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
2195,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2196,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
2197,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2198,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2199,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2200,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2201,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
2202,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2203,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2204,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2205,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2206,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
2207,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
2208,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
2209,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
2210,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
2211,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2212,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
2213,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
2214,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
2215,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
2216,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
2217,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
2218,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Grassland
2219,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2220,Forest,Bareland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2221,Forest,Bareland,Wetland,NULL,Wetland,Wetland,Water,Forest
2222,Forest,Bareland,Wetland,Water,Wetland,Wetland,Water,Forest
2223,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
2224,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
2225,Forest,Bareland,Water,Water,Water,Wetland,Water,Grassland
2226,Forest,Bareland,Water,Water,Water,Wetland,Water,Forest
2227,Forest,Bareland,Water,Water,Water,Water,Water,Grassland
2228,Forest,Bareland,Water,Water,Water,Water,Water,Wetland
2229,Forest,Bareland,Water,Water,Water,Water,Water,Water
2230,Forest,Bareland,Forest,Water,Non_Wetland,Water,Water,Grassland
2231,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2232,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2233,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2234,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2235,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2236,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2237,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2238,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2239,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2240,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2241,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2242,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2243,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
2244,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2245,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2246,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2247,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2248,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2249,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2250,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2251,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2252,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2253,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2254,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
2255,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2256,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2257,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2258,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2259,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2260,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2261,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2262,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2263,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2264,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2265,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2266,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2267,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2268,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
2269,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2270,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2271,Forest,Water,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
2272,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2273,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2274,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2275,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2276,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
2277,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2278,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2279,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2280,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
2281,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2282,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2283,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2284,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
2285,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
2286,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2287,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
2288,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
2289,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2290,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
2291,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
2292,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2293,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
2294,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2295,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2296,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2297,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2298,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
2299,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2300,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2301,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
2302,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2303,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
2304,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
2305,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
2306,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2307,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
2308,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
2309,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2310,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
2311,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2312,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
2313,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
2314,Forest,Water,NULL,Water,Non_Wetland,Cropland,Wetland,Grassland
2315,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2316,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
2317,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2318,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2319,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Wetland
2320,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
2321,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
2322,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
2323,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2324,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
2325,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
2326,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
2327,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
2328,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
2329,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
2330,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
2331,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Water
2332,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
2333,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2334,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2335,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
2336,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2337,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2338,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
2339,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2340,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2341,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2342,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2343,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2344,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2345,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
2346,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2347,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2348,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
2349,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
2350,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2351,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
2352,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2353,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2354,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2355,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
2356,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2357,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
2358,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
2359,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
