Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGQ_M_R
3288,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3289,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3290,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3291,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3292,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3293,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3294,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3295,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3296,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3297,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
3298,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3299,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3300,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3301,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3302,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3303,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3304,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3305,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3306,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3307,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3308,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3309,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3310,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3311,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3312,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3313,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3314,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3315,Forest,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3316,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Forest
3317,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3318,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3319,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3320,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3321,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3322,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
3323,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
3324,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3325,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3326,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3327,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
3328,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
3329,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
3330,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3331,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3332,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3333,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
3334,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3335,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
3336,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3337,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
3338,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
3339,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3340,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3341,Forest,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
3342,Forest,Cropland,Water,NULL,Water,Grassland,Wetland,Grassland
3343,Forest,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
3344,Forest,Cropland,Water,Non_Water,Water,Wetland,Water,Grassland
3345,Forest,Cropland,Water,Water,Water,Grassland,Wetland,Grassland
3346,Forest,Cropland,Water,Water,Water,Wetland,Wetland,Wetland
3347,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3348,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3349,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3350,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3351,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3352,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3353,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3354,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3355,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3356,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3357,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3358,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3359,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3360,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3361,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3362,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3363,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3364,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3365,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
3366,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3367,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3368,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3369,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3370,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3371,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3372,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3373,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3374,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3375,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3376,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3377,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
3378,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3379,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3380,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3381,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3382,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3383,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3384,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3385,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
3386,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3387,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
3388,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
3389,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3390,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3391,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3392,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3393,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3394,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3395,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3396,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3397,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3398,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3399,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3400,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3401,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
3402,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
3403,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
3404,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3405,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3406,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3407,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3408,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3409,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3410,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3411,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
3412,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3413,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3414,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
3415,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3416,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3417,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3418,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3419,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
3420,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3421,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
3422,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3423,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3424,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3425,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3426,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
3427,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
3428,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
3429,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3430,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
3431,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
3432,Forest,Wetland,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
3433,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
3434,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3435,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3436,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
3437,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3438,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
3439,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
3440,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3441,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3442,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3443,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Water
3444,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3445,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
3446,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3447,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3448,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3449,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
3450,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3451,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
3452,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
3453,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
3454,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
3455,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3456,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Water
3457,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3458,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
3459,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
3460,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
3461,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
3462,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
3463,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
3464,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
3465,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3466,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3467,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3468,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3469,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3470,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
3471,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3472,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3473,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
3474,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3475,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
3476,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3477,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
3478,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3479,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
3480,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3481,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
3482,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
3483,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3484,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3485,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
3486,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
3487,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
3488,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
3489,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
3490,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3491,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Water
3492,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
3493,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
3494,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
3495,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
3496,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
3497,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3498,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3499,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3500,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3501,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
3502,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3503,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
3504,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3505,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
3506,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3507,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3508,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3509,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3510,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3511,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3512,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3513,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3514,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3515,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3516,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3517,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
3518,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
3519,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3520,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
3521,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3522,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
3523,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
3524,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
3525,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3526,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3527,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3528,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3529,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
3530,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
3531,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
3532,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3533,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
3534,Forest,Wetland,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
3535,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
3536,Forest,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
3537,Forest,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
3538,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Water
3539,Forest,Wetland,Water,NULL,Water,Grassland,Grassland,Grassland
3540,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Grassland
3541,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Water
3542,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Forest
3543,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Grassland
3544,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
3545,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Water
3546,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
3547,Forest,Wetland,Water,NULL,Water,Wetland,Forest,Forest
3548,Forest,Wetland,Water,NULL,Water,Bareland,Wetland,Forest
3549,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
3550,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
3551,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
3552,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Grassland
3553,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
3554,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
3555,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
3556,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
3557,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
3558,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
3559,Forest,Wetland,Water,Water,Water,NULL,Wetland,Grassland
3560,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
3561,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
3562,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
3563,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Water
3564,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Forest
3565,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
3566,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
3567,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
3568,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
3569,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
3570,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
3571,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
3572,Forest,Wetland,Water,Water,Water,Bareland,Wetland,Water
3573,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
3574,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
3575,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
3576,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
3577,Forest,Wetland,Water,Water,Water,Water,Water,Water
3578,Forest,Wetland,Water,Water,Water,Water,Water,Forest
3579,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3580,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3581,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3582,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3583,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3584,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3585,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3586,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3587,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3588,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3589,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3590,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3591,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3592,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3593,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3594,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3595,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3596,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3597,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3598,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3599,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
3600,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3601,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3602,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3603,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3604,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3605,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3606,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3607,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
3608,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3609,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
3610,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
