Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LVR_M_R
14868,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Cropland
14869,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
14870,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
14871,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
14872,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
14873,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
14874,Water,Water,Bareland,Water,Non_Wetland,Shrubland,NULL,Forest
14875,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
14876,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
14877,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
14878,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Forest
14879,Water,Water,Bareland,Water,Non_Wetland,Water,Shrubland,Water
14880,Water,Water,Bareland,Water,Non_Wetland,Water,Water,NULL
14881,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
14882,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
14883,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
14884,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
14885,Water,Water,Bareland,Water,Non_Wetland,Forest,NULL,Forest
14886,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
14887,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
14888,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
14889,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
14890,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
14891,Water,Water,Built-up,NULL,Non_Wetland,NULL,Shrubland,Water
14892,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
14893,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
14894,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Water
14895,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
14896,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
14897,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
14898,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
14899,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Bareland
14900,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
14901,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
14902,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
14903,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
14904,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
14905,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
14906,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
14907,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
14908,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
14909,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
14910,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
14911,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Forest
14912,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
14913,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
14914,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Water
14915,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
14916,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
14917,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
14918,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
14919,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
14920,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Built-up
14921,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
14922,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Grassland
14923,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Bareland
14924,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
14925,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
14926,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Built-up
14927,Water,Water,Built-up,Water,Non_Wetland,Shrubland,Water,Built-up
14928,Water,Water,Built-up,Water,Non_Wetland,Shrubland,Water,Water
14929,Water,Water,Built-up,Water,Non_Wetland,Bareland,NULL,Water
14930,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
14931,Water,Water,Built-up,Water,Non_Wetland,Bareland,Built-up,Water
14932,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
14933,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
14934,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
14935,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
14936,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
14937,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
14938,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Built-up
14939,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
14940,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
14941,Water,Water,Water,NULL,Water,NULL,NULL,Water
14942,Water,Water,Water,NULL,Water,NULL,NULL,Forest
14943,Water,Water,Water,NULL,Water,NULL,Shrubland,Water
14944,Water,Water,Water,NULL,Water,NULL,Water,Grassland
14945,Water,Water,Water,NULL,Water,NULL,Water,Wetland
14946,Water,Water,Water,NULL,Water,NULL,Water,Bareland
14947,Water,Water,Water,NULL,Water,NULL,Water,Water
14948,Water,Water,Water,NULL,Water,NULL,Water,Forest
14949,Water,Water,Water,NULL,Water,Shrubland,NULL,NULL
14950,Water,Water,Water,NULL,Water,Shrubland,NULL,Grassland
14951,Water,Water,Water,NULL,Water,Shrubland,NULL,Forest
14952,Water,Water,Water,NULL,Water,Shrubland,Water,Grassland
14953,Water,Water,Water,NULL,Water,Shrubland,Water,Water
14954,Water,Water,Water,NULL,Water,Shrubland,Water,Forest
14955,Water,Water,Water,NULL,Water,Cropland,Water,Forest
14956,Water,Water,Water,NULL,Water,Bareland,NULL,Water
14957,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
14958,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
14959,Water,Water,Water,NULL,Water,Bareland,Water,Built-up
14960,Water,Water,Water,NULL,Water,Bareland,Water,Water
14961,Water,Water,Water,NULL,Water,Bareland,Water,Forest
14962,Water,Water,Water,NULL,Water,Water,NULL,NULL
14963,Water,Water,Water,NULL,Water,Water,NULL,Grassland
14964,Water,Water,Water,NULL,Water,Water,NULL,Water
14965,Water,Water,Water,NULL,Water,Water,NULL,Forest
14966,Water,Water,Water,NULL,Water,Water,Shrubland,Water
14967,Water,Water,Water,NULL,Water,Water,Water,NULL
14968,Water,Water,Water,NULL,Water,Water,Water,Grassland
14969,Water,Water,Water,NULL,Water,Water,Water,Wetland
14970,Water,Water,Water,NULL,Water,Water,Water,Bareland
14971,Water,Water,Water,NULL,Water,Water,Water,Water
14972,Water,Water,Water,NULL,Water,Water,Water,Forest
14973,Water,Water,Water,NULL,Water,Forest,NULL,Water
14974,Water,Water,Water,NULL,Water,Forest,NULL,Forest
14975,Water,Water,Water,NULL,Water,Forest,Water,Water
14976,Water,Water,Water,NULL,Water,Forest,Water,Forest
14977,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
14978,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
14979,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
14980,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
14981,Water,Water,Water,Non_Water,Water,NULL,Shrubland,Grassland
14982,Water,Water,Water,Non_Water,Water,NULL,Water,Cropland
14983,Water,Water,Water,Non_Water,Water,NULL,Water,Wetland
14984,Water,Water,Water,Non_Water,Water,NULL,Water,Water
14985,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
14986,Water,Water,Water,Non_Water,Water,Shrubland,NULL,Grassland
14987,Water,Water,Water,Non_Water,Water,Shrubland,NULL,Water
14988,Water,Water,Water,Non_Water,Water,Shrubland,NULL,Forest
14989,Water,Water,Water,Non_Water,Water,Shrubland,Water,Grassland
14990,Water,Water,Water,Non_Water,Water,Shrubland,Water,Wetland
14991,Water,Water,Water,Non_Water,Water,Shrubland,Water,Water
14992,Water,Water,Water,Non_Water,Water,Shrubland,Water,Forest
14993,Water,Water,Water,Non_Water,Water,Cropland,NULL,Water
14994,Water,Water,Water,Non_Water,Water,Cropland,NULL,Forest
14995,Water,Water,Water,Non_Water,Water,Cropland,Water,Wetland
14996,Water,Water,Water,Non_Water,Water,Bareland,Water,Wetland
14997,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
14998,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
14999,Water,Water,Water,Non_Water,Water,Water,NULL,Grassland
15000,Water,Water,Water,Non_Water,Water,Water,NULL,Wetland
15001,Water,Water,Water,Non_Water,Water,Water,NULL,Water
15002,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
15003,Water,Water,Water,Non_Water,Water,Water,Shrubland,Forest
15004,Water,Water,Water,Non_Water,Water,Water,Water,NULL
15005,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
15006,Water,Water,Water,Non_Water,Water,Water,Water,Cropland
15007,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
15008,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
15009,Water,Water,Water,Non_Water,Water,Water,Water,Water
15010,Water,Water,Water,Non_Water,Water,Water,Water,Forest
15011,Water,Water,Water,Non_Water,Water,Water,Forest,Wetland
15012,Water,Water,Water,Non_Water,Water,Water,Forest,Water
15013,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
15014,Water,Water,Water,Non_Water,Water,Forest,NULL,Wetland
15015,Water,Water,Water,Non_Water,Water,Forest,NULL,Water
15016,Water,Water,Water,Non_Water,Water,Forest,NULL,Forest
15017,Water,Water,Water,Non_Water,Water,Forest,Water,Wetland
15018,Water,Water,Water,Non_Water,Water,Forest,Water,Water
15019,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
15020,Water,Water,Water,Non_Water,Water,Forest,Forest,Water
15021,Water,Water,Water,Water,NULL,Water,Water,Water
15022,Water,Water,Water,Water,Water,NULL,NULL,Grassland
15023,Water,Water,Water,Water,Water,NULL,NULL,Wetland
15024,Water,Water,Water,Water,Water,NULL,NULL,Water
15025,Water,Water,Water,Water,Water,NULL,NULL,Forest
15026,Water,Water,Water,Water,Water,NULL,Bareland,Water
15027,Water,Water,Water,Water,Water,NULL,Water,NULL
15028,Water,Water,Water,Water,Water,NULL,Water,Grassland
15029,Water,Water,Water,Water,Water,NULL,Water,Wetland
15030,Water,Water,Water,Water,Water,NULL,Water,Bareland
15031,Water,Water,Water,Water,Water,NULL,Water,Water
15032,Water,Water,Water,Water,Water,NULL,Water,Forest
15033,Water,Water,Water,Water,Water,Shrubland,NULL,Grassland
15034,Water,Water,Water,Water,Water,Shrubland,NULL,Wetland
15035,Water,Water,Water,Water,Water,Shrubland,NULL,Water
15036,Water,Water,Water,Water,Water,Shrubland,NULL,Forest
15037,Water,Water,Water,Water,Water,Shrubland,Shrubland,Water
15038,Water,Water,Water,Water,Water,Shrubland,Water,Wetland
15039,Water,Water,Water,Water,Water,Shrubland,Water,Water
15040,Water,Water,Water,Water,Water,Shrubland,Water,Forest
15041,Water,Water,Water,Water,Water,Grassland,Shrubland,Water
15042,Water,Water,Water,Water,Water,Grassland,Water,Water
15043,Water,Water,Water,Water,Water,Cropland,Water,Water
15044,Water,Water,Water,Water,Water,Bareland,NULL,Water
15045,Water,Water,Water,Water,Water,Bareland,NULL,Forest
15046,Water,Water,Water,Water,Water,Bareland,Water,Grassland
15047,Water,Water,Water,Water,Water,Bareland,Water,Wetland
15048,Water,Water,Water,Water,Water,Bareland,Water,Bareland
15049,Water,Water,Water,Water,Water,Bareland,Water,Water
15050,Water,Water,Water,Water,Water,Bareland,Water,Forest
15051,Water,Water,Water,Water,Water,Built-up,Water,Water
15052,Water,Water,Water,Water,Water,Water,NULL,Grassland
15053,Water,Water,Water,Water,Water,Water,NULL,Wetland
15054,Water,Water,Water,Water,Water,Water,NULL,Water
15055,Water,Water,Water,Water,Water,Water,NULL,Forest
15056,Water,Water,Water,Water,Water,Water,Shrubland,Water
15057,Water,Water,Water,Water,Water,Water,Bareland,Water
15058,Water,Water,Water,Water,Water,Water,Built-up,Water
15059,Water,Water,Water,Water,Water,Water,Water,NULL
15060,Water,Water,Water,Water,Water,Water,Water,Grassland
15061,Water,Water,Water,Water,Water,Water,Water,Wetland
15062,Water,Water,Water,Water,Water,Water,Water,Bareland
15063,Water,Water,Water,Water,Water,Water,Water,Water
15064,Water,Water,Water,Water,Water,Water,Water,Forest
15065,Water,Water,Water,Water,Water,Water,Forest,Wetland
15066,Water,Water,Water,Water,Water,Water,Forest,Water
15067,Water,Water,Water,Water,Water,Water,Forest,Forest
15068,Water,Water,Water,Water,Water,Forest,NULL,Wetland
15069,Water,Water,Water,Water,Water,Forest,NULL,Water
15070,Water,Water,Water,Water,Water,Forest,NULL,Forest
15071,Water,Water,Water,Water,Water,Forest,Water,Wetland
15072,Water,Water,Water,Water,Water,Forest,Water,Water
15073,Water,Water,Water,Water,Water,Forest,Water,Forest
15074,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
15075,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
15076,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
15077,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
15078,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
15079,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
15080,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
15081,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
15082,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
15083,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
15084,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
15085,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
15086,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Bareland
15087,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
15088,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
15089,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
15090,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
15091,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
15092,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
15093,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
15094,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15095,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15096,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
15097,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
15098,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15099,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
15100,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
15101,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
15102,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
15103,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
15104,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
15105,Water,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15106,Water,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Water
15107,Water,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
15108,Water,Water,Forest,NULL,Non_Wetland,Cropland,Water,Water
15109,Water,Water,Forest,NULL,Non_Wetland,Cropland,Water,Forest
15110,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
15111,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
15112,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
15113,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,NULL
15114,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
15115,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Wetland
15116,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
15117,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
15118,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
15119,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
15120,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
15121,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
15122,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
15123,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,NULL
15124,Water,Water,Forest,NULL,Non_Wetland,Water,Built-up,Water
15125,Water,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
15126,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
15127,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
15128,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
15129,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
15130,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
15131,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,NULL
15132,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
15133,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
15134,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
15135,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
15136,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
15137,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
15138,Water,Water,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
15139,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,NULL
15140,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
15141,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
15142,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
15143,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
15144,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
15145,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
15146,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
15147,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
15148,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
15149,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
15150,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
15151,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
15152,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
15153,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
15154,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
15155,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
15156,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
15157,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
15158,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
15159,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
15160,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Water
15161,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
15162,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
15163,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
15164,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
15165,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
15166,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
15167,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
15168,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
15169,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
15170,Water,Water,Forest,Non_Water,Non_Wetland,Cropland,NULL,Water
15171,Water,Water,Forest,Non_Water,Non_Wetland,Cropland,NULL,Forest
15172,Water,Water,Forest,Non_Water,Non_Wetland,Cropland,Water,Forest
15173,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
15174,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
15175,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
15176,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Cropland
15177,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
15178,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
15179,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
15180,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
15181,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
15182,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
15183,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,NULL
15184,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
15185,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Cropland
15186,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
15187,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
15188,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
15189,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
15190,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
15191,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
15192,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
15193,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
15194,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
15195,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
15196,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,NULL
15197,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
15198,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
15199,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
15200,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
15201,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
15202,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
15203,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
15204,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
15205,Water,Water,Forest,Water,Non_Wetland,NULL,Water,NULL
15206,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
15207,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
15208,Water,Water,Forest,Water,Non_Wetland,Shrubland,NULL,NULL
