Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LBE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LBE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LBE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LBE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LBE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LBE_M_R
2793,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2794,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2795,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2796,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2797,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
2798,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2799,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
2800,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2801,Forest,NULL,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2802,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2803,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2804,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
2805,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
2806,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2807,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2808,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2809,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2810,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2811,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2812,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2813,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2814,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2815,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2816,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2817,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2818,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2819,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2820,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2821,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2822,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2823,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2824,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2825,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2826,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2827,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2828,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2829,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2830,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2831,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2832,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2833,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2834,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2835,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2836,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2837,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2838,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2839,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2840,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2841,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2842,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2843,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2844,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2845,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2846,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2847,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2848,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2849,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2850,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2851,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2852,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2853,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2854,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2855,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2856,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2857,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
2858,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
2859,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2860,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2861,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2862,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2863,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2864,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2865,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2866,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2867,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2868,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2869,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2870,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2871,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
2872,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2873,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2874,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2875,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2876,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2877,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2878,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2879,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2880,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2881,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2882,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2883,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2884,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2885,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2886,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2887,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2888,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2889,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2890,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2891,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2892,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2893,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2894,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2895,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
2896,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2897,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2898,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
2899,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2900,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2901,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2902,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2903,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2904,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2905,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2906,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2907,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
2908,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
2909,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
2910,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
2911,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
2912,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
2913,Forest,Wetland,Water,Water,Water,NULL,NULL,Bareland
2914,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
2915,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2916,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2917,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2918,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2919,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2920,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2921,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2922,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2923,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
2924,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2925,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2926,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2927,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2928,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2929,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2930,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2931,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2932,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2933,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2934,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2935,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2936,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2937,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2938,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2939,Forest,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2940,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2941,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2942,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2943,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2944,Forest,Bareland,Water,NULL,Water,NULL,NULL,Grassland
2945,Forest,Bareland,Water,NULL,Water,NULL,NULL,Bareland
2946,Forest,Bareland,Water,NULL,Water,NULL,NULL,Water
2947,Forest,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2948,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2949,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2950,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2951,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2952,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2953,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2954,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2955,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2956,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2957,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2958,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2959,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2960,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2961,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2962,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2963,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2964,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2965,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2966,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2967,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2968,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2969,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2970,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2971,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2972,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
2973,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2974,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2975,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2976,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2977,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2978,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2979,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2980,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2981,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2982,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2983,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2984,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2985,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2986,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
2987,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
2988,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2989,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2990,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2991,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2992,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2993,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2994,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2995,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2996,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2997,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2998,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2999,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3000,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3001,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3002,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3003,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3004,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3005,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3006,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3007,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3008,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3009,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3010,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3011,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
3012,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3013,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3014,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
3015,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3016,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
3017,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3018,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3019,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3020,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3021,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3022,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3023,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3024,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3025,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3026,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3027,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
3028,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3029,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3030,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3031,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
3032,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3033,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
3034,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3035,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3036,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3037,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3038,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3039,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3040,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3041,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3042,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
3043,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
3044,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
3045,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
3046,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
3047,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3048,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3049,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3050,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
3051,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
3052,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
3053,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
3054,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
3055,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
3056,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
3057,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3058,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
3059,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
3060,Forest,Water,Water,NULL,Water,NULL,NULL,Water
3061,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
3062,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
3063,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
3064,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
3065,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
3066,Forest,Water,Water,Water,Water,NULL,NULL,Water
3067,Forest,Water,Water,Water,Water,NULL,NULL,Forest
3068,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3069,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3070,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3071,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
3072,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3073,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3074,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3075,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3076,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
3077,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
3078,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3079,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3080,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3081,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3082,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3083,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3084,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3085,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3086,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3087,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3088,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
3089,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3090,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3091,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3092,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3093,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3094,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3095,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3096,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3097,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3098,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3099,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3100,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3101,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
3102,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3103,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3104,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
3105,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
3106,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3107,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
3108,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3109,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3110,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3111,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3112,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3113,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3114,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3115,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3116,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3117,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
3118,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
3119,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
3120,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3121,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3122,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3123,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3124,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
3125,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
3126,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
3127,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3128,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
3129,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
3130,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
3131,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
3132,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
3133,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
