Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBS_M_R
2164,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2165,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
2166,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2167,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2168,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
2169,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2170,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2171,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
2172,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2173,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2174,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2175,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
2176,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2177,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
2178,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
2179,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
2180,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
2181,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
2182,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
2183,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
2184,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2185,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
2186,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
2187,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
2188,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
2189,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
2190,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
2191,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
2192,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2193,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2194,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2195,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2196,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2197,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2198,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2199,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2200,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2201,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2202,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2203,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2204,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2205,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2206,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2207,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2208,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2209,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2210,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2211,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2212,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2213,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2214,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2215,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2216,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2217,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2218,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2219,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2220,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2221,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2222,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2223,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2224,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2225,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2226,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2227,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2228,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2229,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2230,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2231,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
2232,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2233,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2234,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2235,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2236,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
2237,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2238,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2239,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2240,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2241,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2242,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
2243,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2244,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2245,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2246,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2247,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
2248,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2249,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2250,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2251,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2252,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2253,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2254,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2255,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2256,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2257,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
2258,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2259,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2260,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2261,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
2262,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2263,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2264,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2265,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
2266,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2267,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2268,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
2269,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2270,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2271,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2272,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2273,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2274,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Forest
2275,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2276,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2277,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2278,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2279,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
2280,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
2281,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2282,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
2283,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2284,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
2285,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
2286,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2287,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
2288,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
2289,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
2290,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
2291,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2292,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2293,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2294,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2295,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
2296,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
2297,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2298,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2299,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2300,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2301,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2302,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2303,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2304,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
2305,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2306,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2307,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
2308,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2309,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2310,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
2311,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2312,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
2313,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
2314,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2315,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
2316,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
2317,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2318,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2319,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
2320,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
2321,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
2322,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2323,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
2324,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
2325,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2326,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
2327,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2328,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2329,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2330,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2331,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
2332,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
2333,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2334,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2335,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2336,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2337,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2338,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2339,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
2340,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
2341,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2342,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
2343,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
2344,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2345,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
2346,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
2347,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
2348,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
2349,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
2350,Forest,Forest,Wetland,Water,Wetland,Shrubland,Wetland,Forest
2351,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Forest
2352,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2353,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
2354,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
2355,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
2356,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2357,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2358,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
2359,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
2360,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
2361,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
2362,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
2363,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
2364,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
2365,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
2366,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
2367,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
2368,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2369,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2370,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2371,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2372,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2373,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2374,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2375,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
2376,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2377,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2378,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
2379,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2380,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
2381,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
2382,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
2383,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
2384,Forest,Forest,Water,NULL,Water,NULL,Water,Water
2385,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
2386,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
2387,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
2388,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
2389,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
2390,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
2391,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
2392,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
2393,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
2394,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
2395,Forest,Forest,Water,NULL,Water,Water,Water,Water
2396,Forest,Forest,Water,NULL,Water,Water,Water,Forest
2397,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
2398,Forest,Forest,Water,NULL,Water,Forest,Wetland,Water
2399,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
2400,Forest,Forest,Water,NULL,Water,Forest,Water,Water
2401,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
2402,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
2403,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
2404,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
2405,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
2406,Forest,Forest,Water,Non_Water,Water,Shrubland,Wetland,Forest
2407,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
2408,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
2409,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
2410,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
2411,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
2412,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
2413,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Water
2414,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
2415,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
2416,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Water
2417,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
2418,Forest,Forest,Water,Water,Water,NULL,Grassland,Forest
2419,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
2420,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
2421,Forest,Forest,Water,Water,Water,NULL,Water,Water
2422,Forest,Forest,Water,Water,Water,NULL,Water,Forest
2423,Forest,Forest,Water,Water,Water,NULL,Forest,Water
2424,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
2425,Forest,Forest,Water,Water,Water,Shrubland,Water,Forest
2426,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
2427,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
2428,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
2429,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
2430,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
2431,Forest,Forest,Water,Water,Water,Water,Grassland,Forest
2432,Forest,Forest,Water,Water,Water,Water,Wetland,Water
2433,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
2434,Forest,Forest,Water,Water,Water,Water,Water,Grassland
2435,Forest,Forest,Water,Water,Water,Water,Water,Water
2436,Forest,Forest,Water,Water,Water,Water,Water,Forest
2437,Forest,Forest,Water,Water,Water,Water,Forest,Water
2438,Forest,Forest,Water,Water,Water,Water,Forest,Forest
2439,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
2440,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
2441,Forest,Forest,Water,Water,Water,Forest,Water,Water
2442,Forest,Forest,Water,Water,Water,Forest,Water,Forest
2443,Forest,Forest,Water,Water,Water,Forest,Forest,Water
2444,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
2445,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2446,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2447,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2448,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2449,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2450,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2451,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
2452,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
2453,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2454,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2455,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2456,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2457,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2458,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2459,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2460,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2461,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2462,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
2463,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2464,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2465,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2466,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2467,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2468,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2469,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2470,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2471,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2472,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2473,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2474,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2475,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2476,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2477,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2478,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2479,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2480,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2481,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2482,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2483,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2484,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2485,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2486,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2487,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2488,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2489,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2490,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2491,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2492,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2493,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2494,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2495,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2496,Forest,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
2497,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,NULL
2498,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2499,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
2500,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2501,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
2502,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2503,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
2504,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2505,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
2506,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2507,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2508,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2509,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2510,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2511,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2512,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2513,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
2514,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2515,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
