Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LWR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LWR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LWR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LWR_M_R
2176,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2177,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2178,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2179,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2180,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
2181,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
2182,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
2183,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
2184,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
2185,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
2186,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
2187,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
2188,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
2189,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
2190,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
2191,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
2192,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
2193,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
2194,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
2195,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
2196,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2197,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2198,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2199,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2200,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2201,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2202,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2203,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2204,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2205,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2206,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2207,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2208,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
2209,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2210,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2211,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2212,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2213,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2214,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2215,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2216,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2217,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2218,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2219,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2220,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
2221,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
2222,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2223,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2224,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2225,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2226,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2227,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2228,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2229,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
2230,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2231,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2232,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2233,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2234,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2235,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
2236,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
2237,Bareland,Built-up,Water,Water,Water,NULL,NULL,Bareland
2238,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2239,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2240,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2241,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2242,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2243,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2244,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2245,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2246,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2247,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2248,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2249,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2250,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2251,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2252,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2253,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2254,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2255,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2256,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2257,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2258,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2259,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2260,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2261,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2262,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2263,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2264,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2265,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2266,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2267,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2268,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2269,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2270,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2271,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2272,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2273,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2274,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2275,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2276,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2277,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2278,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2279,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2280,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2281,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2282,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2283,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2284,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
2285,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2286,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2287,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
2288,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
2289,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
2290,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
2291,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2292,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2293,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2294,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2295,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2296,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2297,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2298,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2299,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2300,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2301,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2302,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2303,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2304,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2305,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2306,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2307,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2308,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2309,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2310,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2311,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2312,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2313,Bareland,Water,Water,NULL,Water,NULL,NULL,Cropland
2314,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
2315,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
2316,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
2317,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2318,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2319,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2320,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
2321,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
2322,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
2323,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
2324,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
2325,Bareland,Water,Water,Water,Water,NULL,NULL,Water
2326,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
2327,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2328,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2329,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2330,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2331,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2332,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2333,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2334,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2335,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2336,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2337,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2338,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2339,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2340,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2341,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2342,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2343,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2344,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2345,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2346,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2347,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2348,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2349,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2350,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2351,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2352,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2353,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2354,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2355,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2356,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2357,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2358,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2359,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2360,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2361,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2362,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2363,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2364,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
2365,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2366,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2367,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2368,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2369,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2370,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2371,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2372,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2373,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2374,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2375,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2376,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2377,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
2378,Bareland,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
2379,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2380,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2381,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2382,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
2383,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2384,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2385,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2386,Bareland,Forest,Water,NULL,Water,NULL,NULL,Grassland
2387,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
2388,Bareland,Forest,Water,NULL,Water,NULL,NULL,Water
2389,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
2390,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,NULL
2391,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
2392,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
2393,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Water
2394,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2395,Bareland,Forest,Water,Water,Water,NULL,NULL,Grassland
2396,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
2397,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
2398,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
2399,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2400,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2401,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2402,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2403,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2404,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2405,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2406,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2407,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2408,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2409,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2410,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2411,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2412,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2413,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2414,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2415,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2416,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2417,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2418,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2419,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2420,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2421,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2422,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2423,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2424,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2425,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2426,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2427,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2428,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2429,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2430,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2431,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2432,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2433,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2434,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2435,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2436,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2437,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2438,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2439,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2440,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2441,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2442,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2443,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2444,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2445,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2446,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2447,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2448,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2449,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2450,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2451,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2452,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2453,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2454,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2455,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2456,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2457,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2458,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2459,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2460,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2461,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2462,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2463,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2464,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2465,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2466,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2467,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2468,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2469,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2470,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2471,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2472,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2473,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2474,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2475,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2476,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2477,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2478,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2479,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2480,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2481,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2482,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2483,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2484,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
2485,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
2486,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
2487,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
2488,Water,NULL,Water,NULL,Water,NULL,NULL,Water
2489,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
2490,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2491,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2492,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
2493,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2494,Water,NULL,Water,Water,Water,NULL,NULL,NULL
2495,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
2496,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
2497,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
2498,Water,NULL,Water,Water,Water,NULL,NULL,Water
2499,Water,NULL,Water,Water,Water,NULL,NULL,Forest
2500,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2501,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2502,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2503,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2504,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2505,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2506,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2507,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2508,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2509,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2510,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2511,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2512,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2513,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2514,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2515,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2516,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2517,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2518,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2519,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2520,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2521,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
