Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMR_M_R
6159,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6160,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
6161,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
6162,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6163,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
6164,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
6165,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
6166,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
6167,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6168,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6169,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6170,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
6171,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
6172,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
6173,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
6174,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6175,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6176,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6177,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6178,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
6179,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
6180,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6181,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
6182,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
6183,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6184,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6185,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
6186,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
6187,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6188,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
6189,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
6190,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Bareland
6191,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6192,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
6193,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
6194,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6195,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6196,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
6197,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6198,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
6199,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6200,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
6201,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6202,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
6203,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
6204,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6205,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6206,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
6207,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
6208,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
6209,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
6210,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
6211,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
6212,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
6213,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
6214,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Built-up,Cropland
6215,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Water,Cropland
6216,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
6217,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Cropland
6218,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
6219,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
6220,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
6221,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
6222,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
6223,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
6224,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
6225,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
6226,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Forest
6227,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland,Grassland,Cropland
6228,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland,Water,Cropland
6229,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
6230,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
6231,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,Water,Cropland
6232,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
6233,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Cropland
6234,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
6235,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
6236,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
6237,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
6238,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,NULL,Cropland
6239,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
6240,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
6241,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
6242,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
6243,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Cropland
6244,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
6245,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
6246,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
6247,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
6248,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
6249,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
6250,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
6251,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
6252,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland,NULL,Cropland
6253,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6254,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
6255,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
6256,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6257,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
6258,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6259,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
6260,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
6261,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
6262,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
6263,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
6264,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6265,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
6266,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
6267,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
6268,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
6269,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
6270,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
6271,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
6272,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
6273,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
6274,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6275,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
6276,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
6277,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
6278,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
6279,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6280,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
6281,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
6282,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
6283,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
6284,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
6285,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6286,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
6287,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
6288,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
6289,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
6290,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
6291,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
6292,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
6293,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
6294,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
6295,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
6296,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
6297,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
6298,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
6299,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6300,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
6301,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6302,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6303,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
6304,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6305,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6306,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
6307,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
6308,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
6309,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
6310,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
6311,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
6312,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
6313,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
6314,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
6315,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
6316,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
6317,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
6318,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
6319,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6320,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
6321,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
6322,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6323,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
6324,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Cropland
6325,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Bareland
6326,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
6327,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
6328,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
6329,Cropland,Cropland,Water,NULL,Water,NULL,Grassland,Bareland
6330,Cropland,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
6331,Cropland,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
6332,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
6333,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
6334,Cropland,Cropland,Water,Water,Water,NULL,Forest,Wetland
6335,Cropland,Cropland,Water,Water,Water,Cropland,NULL,Grassland
6336,Cropland,Cropland,Water,Water,Water,Water,NULL,Water
6337,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6338,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6339,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6340,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
6341,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
6342,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
6343,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6344,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6345,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
6346,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6347,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
6348,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
6349,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
6350,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6351,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
6352,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
6353,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6354,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6355,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6356,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6357,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6358,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6359,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
6360,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6361,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6362,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6363,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
6364,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
6365,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6366,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6367,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6368,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6369,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
6370,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
6371,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6372,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
6373,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6374,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6375,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
6376,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6377,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6378,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
6379,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
6380,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Built-up,Cropland
6381,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
6382,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
6383,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
6384,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6385,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6386,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6387,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6388,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6389,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6390,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
6391,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
6392,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
6393,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
6394,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
6395,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6396,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
6397,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
6398,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6399,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6400,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
6401,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6402,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
6403,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
6404,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
6405,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6406,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
6407,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6408,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
6409,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6410,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6411,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
6412,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
6413,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Forest,Cropland
6414,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Forest,Forest
6415,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6416,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6417,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6418,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6419,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6420,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6421,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6422,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
6423,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
6424,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
6425,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6426,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6427,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
6428,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
6429,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6430,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
6431,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
6432,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6433,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6434,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
6435,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6436,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6437,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6438,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6439,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6440,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
6441,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
6442,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
6443,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6444,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
6445,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
6446,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
6447,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
6448,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
6449,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
6450,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
6451,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
6452,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
6453,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
6454,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
6455,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
6456,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
6457,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
6458,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Cropland
6459,Cropland,Built-up,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
6460,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6461,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6462,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
6463,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
6464,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6465,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6466,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
6467,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
