Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYG_M_R
4905,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4906,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
4907,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
4908,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
4909,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
4910,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
4911,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
4912,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
4913,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Grassland
4914,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4915,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
4916,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
4917,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
4918,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
4919,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4920,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
4921,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
4922,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
4923,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
4924,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
4925,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
4926,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
4927,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
4928,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
4929,Water,Water,Wetland,Water,Wetland,Water,NULL,Wetland
4930,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
4931,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
4932,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
4933,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
4934,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
4935,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
4936,Water,Water,Wetland,Water,Wetland,Water,Water,Water
4937,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
4938,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
4939,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
4940,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
4941,Water,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
4942,Water,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
4943,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4944,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
4945,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
4946,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
4947,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4948,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
4949,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
4950,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
4951,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
4952,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
4953,Water,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Bareland
4954,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
4955,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
4956,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
4957,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
4958,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
4959,Water,Water,Built-up,Water,Non_Wetland,Water,Forest,Forest
4960,Water,Water,Water,NULL,Water,NULL,NULL,Water
4961,Water,Water,Water,NULL,Water,NULL,NULL,Forest
4962,Water,Water,Water,NULL,Water,NULL,Grassland,Water
4963,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
4964,Water,Water,Water,NULL,Water,NULL,Water,Forest
4965,Water,Water,Water,NULL,Water,NULL,Forest,Water
4966,Water,Water,Water,NULL,Water,Grassland,NULL,Grassland
4967,Water,Water,Water,NULL,Water,Grassland,NULL,Water
4968,Water,Water,Water,NULL,Water,Grassland,NULL,Forest
4969,Water,Water,Water,NULL,Water,Grassland,Grassland,Bareland
4970,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
4971,Water,Water,Water,NULL,Water,Grassland,Wetland,Grassland
4972,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
4973,Water,Water,Water,NULL,Water,Grassland,Water,Water
4974,Water,Water,Water,NULL,Water,Grassland,Water,Forest
4975,Water,Water,Water,NULL,Water,Wetland,NULL,Grassland
4976,Water,Water,Water,NULL,Water,Wetland,NULL,Water
4977,Water,Water,Water,NULL,Water,Wetland,NULL,Forest
4978,Water,Water,Water,NULL,Water,Wetland,Grassland,Grassland
4979,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
4980,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
4981,Water,Water,Water,NULL,Water,Wetland,Wetland,Wetland
4982,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
4983,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
4984,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
4985,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
4986,Water,Water,Water,NULL,Water,Wetland,Water,Water
4987,Water,Water,Water,NULL,Water,Wetland,Water,Forest
4988,Water,Water,Water,NULL,Water,Wetland,Forest,Bareland
4989,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
4990,Water,Water,Water,NULL,Water,Bareland,NULL,Grassland
4991,Water,Water,Water,NULL,Water,Bareland,NULL,Water
4992,Water,Water,Water,NULL,Water,Bareland,Grassland,Grassland
4993,Water,Water,Water,NULL,Water,Bareland,Wetland,Grassland
4994,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
4995,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
4996,Water,Water,Water,NULL,Water,Bareland,Water,Water
4997,Water,Water,Water,NULL,Water,Bareland,Water,Forest
4998,Water,Water,Water,NULL,Water,Built-up,Water,Water
4999,Water,Water,Water,NULL,Water,Water,NULL,Grassland
5000,Water,Water,Water,NULL,Water,Water,NULL,Cropland
5001,Water,Water,Water,NULL,Water,Water,NULL,Bareland
5002,Water,Water,Water,NULL,Water,Water,NULL,Water
5003,Water,Water,Water,NULL,Water,Water,NULL,Forest
5004,Water,Water,Water,NULL,Water,Water,Grassland,Water
5005,Water,Water,Water,NULL,Water,Water,Grassland,Forest
5006,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
5007,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
5008,Water,Water,Water,NULL,Water,Water,Wetland,Bareland
5009,Water,Water,Water,NULL,Water,Water,Wetland,Water
5010,Water,Water,Water,NULL,Water,Water,Wetland,Forest
5011,Water,Water,Water,NULL,Water,Water,Water,Grassland
5012,Water,Water,Water,NULL,Water,Water,Water,Cropland
5013,Water,Water,Water,NULL,Water,Water,Water,Wetland
5014,Water,Water,Water,NULL,Water,Water,Water,Bareland
5015,Water,Water,Water,NULL,Water,Water,Water,Water
5016,Water,Water,Water,NULL,Water,Water,Water,Forest
5017,Water,Water,Water,NULL,Water,Water,Forest,Grassland
5018,Water,Water,Water,NULL,Water,Water,Forest,Wetland
5019,Water,Water,Water,NULL,Water,Water,Forest,Bareland
5020,Water,Water,Water,NULL,Water,Water,Forest,Water
5021,Water,Water,Water,NULL,Water,Water,Forest,Forest
5022,Water,Water,Water,Non_Water,Water,NULL,Wetland,Grassland
5023,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
5024,Water,Water,Water,Non_Water,Water,Grassland,NULL,Grassland
5025,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Water
5026,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
5027,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
5028,Water,Water,Water,Non_Water,Water,Cropland,NULL,Grassland
5029,Water,Water,Water,Non_Water,Water,Wetland,NULL,Water
5030,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
5031,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
5032,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
5033,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
5034,Water,Water,Water,Non_Water,Water,Bareland,NULL,Water
5035,Water,Water,Water,Non_Water,Water,Water,NULL,Grassland
5036,Water,Water,Water,Non_Water,Water,Water,NULL,Water
5037,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
5038,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
5039,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
5040,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
5041,Water,Water,Water,Non_Water,Water,Water,Water,Cropland
5042,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
5043,Water,Water,Water,Non_Water,Water,Water,Water,Water
5044,Water,Water,Water,Non_Water,Water,Water,Water,Forest
5045,Water,Water,Water,Water,Water,NULL,NULL,Water
5046,Water,Water,Water,Water,Water,NULL,NULL,Forest
5047,Water,Water,Water,Water,Water,NULL,Wetland,Water
5048,Water,Water,Water,Water,Water,NULL,Water,Grassland
5049,Water,Water,Water,Water,Water,NULL,Water,Water
5050,Water,Water,Water,Water,Water,Grassland,NULL,Grassland
5051,Water,Water,Water,Water,Water,Grassland,NULL,Bareland
5052,Water,Water,Water,Water,Water,Grassland,NULL,Water
5053,Water,Water,Water,Water,Water,Grassland,NULL,Forest
5054,Water,Water,Water,Water,Water,Grassland,Wetland,Bareland
5055,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
5056,Water,Water,Water,Water,Water,Grassland,Water,Water
5057,Water,Water,Water,Water,Water,Grassland,Water,Forest
5058,Water,Water,Water,Water,Water,Cropland,NULL,Grassland
5059,Water,Water,Water,Water,Water,Wetland,NULL,Grassland
5060,Water,Water,Water,Water,Water,Wetland,NULL,Bareland
5061,Water,Water,Water,Water,Water,Wetland,NULL,Water
5062,Water,Water,Water,Water,Water,Wetland,NULL,Forest
5063,Water,Water,Water,Water,Water,Wetland,Grassland,Water
5064,Water,Water,Water,Water,Water,Wetland,Grassland,Forest
5065,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
5066,Water,Water,Water,Water,Water,Wetland,Wetland,Water
5067,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
5068,Water,Water,Water,Water,Water,Wetland,Water,Grassland
5069,Water,Water,Water,Water,Water,Wetland,Water,Wetland
5070,Water,Water,Water,Water,Water,Wetland,Water,Water
5071,Water,Water,Water,Water,Water,Wetland,Water,Forest
5072,Water,Water,Water,Water,Water,Bareland,NULL,Grassland
5073,Water,Water,Water,Water,Water,Bareland,NULL,Water
5074,Water,Water,Water,Water,Water,Bareland,NULL,Forest
5075,Water,Water,Water,Water,Water,Bareland,Grassland,Grassland
5076,Water,Water,Water,Water,Water,Bareland,Water,Grassland
5077,Water,Water,Water,Water,Water,Bareland,Water,Water
5078,Water,Water,Water,Water,Water,Built-up,Water,Water
5079,Water,Water,Water,Water,Water,Water,NULL,Grassland
5080,Water,Water,Water,Water,Water,Water,NULL,Wetland
5081,Water,Water,Water,Water,Water,Water,NULL,Bareland
5082,Water,Water,Water,Water,Water,Water,NULL,Water
5083,Water,Water,Water,Water,Water,Water,NULL,Forest
5084,Water,Water,Water,Water,Water,Water,Grassland,Grassland
5085,Water,Water,Water,Water,Water,Water,Grassland,Water
5086,Water,Water,Water,Water,Water,Water,Grassland,Forest
5087,Water,Water,Water,Water,Water,Water,Wetland,Grassland
5088,Water,Water,Water,Water,Water,Water,Wetland,Wetland
5089,Water,Water,Water,Water,Water,Water,Wetland,Water
5090,Water,Water,Water,Water,Water,Water,Wetland,Forest
5091,Water,Water,Water,Water,Water,Water,Bareland,Forest
5092,Water,Water,Water,Water,Water,Water,Water,Grassland
5093,Water,Water,Water,Water,Water,Water,Water,Cropland
5094,Water,Water,Water,Water,Water,Water,Water,Wetland
5095,Water,Water,Water,Water,Water,Water,Water,Bareland
5096,Water,Water,Water,Water,Water,Water,Water,Water
5097,Water,Water,Water,Water,Water,Water,Water,Forest
5098,Water,Water,Water,Water,Water,Water,Forest,Water
5099,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5100,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5101,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5102,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
5103,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5104,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
5105,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
5106,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5107,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5108,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5109,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5110,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5111,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
5112,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5113,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5114,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
5115,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5116,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5117,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5118,Water,Water,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5119,Water,Water,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
5120,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5121,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
5122,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
5123,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5124,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5125,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
5126,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
5127,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
5128,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5129,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5130,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5131,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
5132,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5133,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
5134,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
5135,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5136,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
5137,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
5138,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5139,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5140,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5141,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5142,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5143,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
5144,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5145,Water,Water,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
5146,Water,Water,Forest,NULL,Non_Wetland,Built-up,Water,Wetland
5147,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
5148,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Cropland
5149,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Bareland
5150,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
5151,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
5152,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5153,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
5154,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5155,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
5156,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
5157,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
5158,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
5159,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5160,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
5161,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
5162,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
5163,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
5164,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
5165,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
5166,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
5167,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
5168,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
5169,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5170,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5171,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5172,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
5173,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
5174,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Bareland
5175,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
5176,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
5177,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
5178,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Cropland
5179,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
5180,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
5181,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
5182,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
5183,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
5184,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
5185,Water,Water,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
5186,Water,Water,Forest,Water,Non_Wetland,Grassland,NULL,Forest
5187,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Water
5188,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
5189,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
5190,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
5191,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Bareland
5192,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Water
5193,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Forest
5194,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
5195,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
5196,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
5197,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
5198,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
5199,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
5200,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
5201,Water,Water,Forest,Water,Non_Wetland,Bareland,NULL,Forest
5202,Water,Water,Forest,Water,Non_Wetland,Built-up,NULL,Water
5203,Water,Water,Forest,Water,Non_Wetland,Built-up,Water,Water
5204,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Wetland
5205,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
5206,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
5207,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Bareland
5208,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
5209,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
5210,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
5211,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
5212,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
5213,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
5214,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
5215,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
5216,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
5217,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
5218,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5219,Water,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5220,Water,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5221,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5222,Water,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5223,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5224,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
5225,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5226,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5227,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5228,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5229,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5230,Water,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
5231,Water,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
5232,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
5233,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
5234,Water,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5235,Water,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5236,Water,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
5237,Water,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
5238,Water,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
5239,Water,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5240,Water,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
5241,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5242,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5243,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
5244,Water,Forest,Wetland,NULL,Wetland,Water,NULL,Grassland
5245,Water,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
5246,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
5247,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
5248,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
5249,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
5250,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
5251,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
5252,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5253,Water,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
5254,Water,Forest,Wetland,Water,Wetland,Water,NULL,Water
5255,Water,Forest,Water,NULL,Water,Wetland,NULL,Forest
5256,Water,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
5257,Water,Forest,Water,NULL,Water,Wetland,Wetland,Forest
5258,Water,Forest,Water,NULL,Water,Wetland,Forest,Forest
5259,Water,Forest,Water,NULL,Water,Water,NULL,Grassland
5260,Water,Forest,Water,NULL,Water,Water,NULL,Water
5261,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
5262,Water,Forest,Water,NULL,Water,Water,Water,Forest
5263,Water,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
5264,Water,Forest,Water,Non_Water,Water,Water,Wetland,Forest
