Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCV_M_R
6469,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6470,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Water
6471,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6472,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
6473,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
6474,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
6475,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
6476,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
6477,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
6478,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
6479,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6480,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
6481,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
6482,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6483,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Water
6484,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
6485,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6486,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6487,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
6488,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
6489,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Water
6490,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
6491,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Water
6492,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
6493,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
6494,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,Water,Grassland
6495,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,Water,Water
6496,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
6497,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
6498,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
6499,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6500,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
6501,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
6502,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Built-up,Water
6503,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
6504,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
6505,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
6506,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
6507,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
6508,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
6509,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
6510,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
6511,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
6512,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
6513,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Water
6514,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
6515,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
6516,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
6517,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
6518,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
6519,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
6520,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Water
6521,Water,Water,Cropland,Water,Non_Wetland,NULL,Wetland,Bareland
6522,Water,Water,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
6523,Water,Water,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
6524,Water,Water,Cropland,Water,Non_Wetland,NULL,Built-up,Water
6525,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
6526,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Cropland
6527,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Bareland
6528,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Built-up
6529,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
6530,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
6531,Water,Water,Cropland,Water,Non_Wetland,NULL,Forest,Water
6532,Water,Water,Cropland,Water,Non_Wetland,NULL,Forest,Forest
6533,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Water
6534,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
6535,Water,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
6536,Water,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
6537,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
6538,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Water
6539,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Forest
6540,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
6541,Water,Water,Cropland,Water,Non_Wetland,Built-up,NULL,Water
6542,Water,Water,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
6543,Water,Water,Cropland,Water,Non_Wetland,Built-up,Built-up,Water
6544,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
6545,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Forest
6546,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Water
6547,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Forest
6548,Water,Water,Cropland,Water,Non_Wetland,Water,Built-up,Water
6549,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
6550,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
6551,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
6552,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Water
6553,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Forest
6554,Water,Water,Cropland,Water,Non_Wetland,Forest,NULL,Forest
6555,Water,Water,Cropland,Water,Non_Wetland,Forest,Wetland,Water
6556,Water,Water,Cropland,Water,Non_Wetland,Forest,Wetland,Forest
6557,Water,Water,Cropland,Water,Non_Wetland,Forest,Water,Water
6558,Water,Water,Cropland,Water,Non_Wetland,Forest,Water,Forest
6559,Water,Water,Cropland,Water,Non_Wetland,Forest,Forest,Water
6560,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
6561,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
6562,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
6563,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
6564,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
6565,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
6566,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
6567,Water,Water,Wetland,NULL,Wetland,NULL,Water,Cropland
6568,Water,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
6569,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
6570,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
6571,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
6572,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
6573,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
6574,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6575,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6576,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
6577,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6578,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
6579,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
6580,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
6581,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
6582,Water,Water,Wetland,NULL,Wetland,Built-up,Built-up,Forest
6583,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
6584,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
6585,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
6586,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
6587,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
6588,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
6589,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
6590,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
6591,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
6592,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Water
6593,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
6594,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
6595,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
6596,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
6597,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
6598,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
6599,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
6600,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6601,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
6602,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
6603,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
6604,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
6605,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
6606,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
6607,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
6608,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
6609,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
6610,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Cropland
6611,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
6612,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Built-up
6613,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
6614,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
6615,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
6616,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
6617,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
6618,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
6619,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
6620,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
6621,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6622,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6623,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
6624,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6625,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6626,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6627,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
6628,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6629,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
6630,Water,Water,Wetland,Non_Water,Wetland,Built-up,Built-up,Forest
6631,Water,Water,Wetland,Non_Water,Wetland,Built-up,Water,Water
6632,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Bareland
6633,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
6634,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
6635,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
6636,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6637,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
6638,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
6639,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
6640,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
6641,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
6642,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
6643,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
6644,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
6645,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
6646,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
6647,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
6648,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
6649,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
6650,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
6651,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
6652,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
6653,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
6654,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
6655,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
6656,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
6657,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
6658,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
6659,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
6660,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
6661,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
6662,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
6663,Water,Water,Wetland,Water,Wetland,NULL,Water,Cropland
6664,Water,Water,Wetland,Water,Wetland,NULL,Water,Built-up
6665,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
6666,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
6667,Water,Water,Wetland,Water,Wetland,NULL,Forest,Water
6668,Water,Water,Wetland,Water,Wetland,NULL,Forest,Forest
6669,Water,Water,Wetland,Water,Wetland,Cropland,Water,Water
6670,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Water
6671,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6672,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
6673,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
6674,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
6675,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
6676,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
6677,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
6678,Water,Water,Wetland,Water,Wetland,Bareland,Water,Built-up
6679,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
6680,Water,Water,Wetland,Water,Wetland,Water,NULL,Bareland
6681,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
6682,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
6683,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
6684,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
6685,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
6686,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
6687,Water,Water,Wetland,Water,Wetland,Water,Water,Cropland
6688,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
6689,Water,Water,Wetland,Water,Wetland,Water,Water,Water
6690,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
6691,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
6692,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
6693,Water,Water,Wetland,Water,Wetland,Forest,NULL,Water
6694,Water,Water,Wetland,Water,Wetland,Forest,NULL,Forest
6695,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
6696,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
6697,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
6698,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
6699,Water,Water,Wetland,Water,Wetland,Forest,Forest,Water
6700,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
6701,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
6702,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
6703,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
6704,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
6705,Water,Water,Bareland,NULL,Non_Wetland,NULL,Built-up,Water
6706,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
6707,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
6708,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
6709,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
6710,Water,Water,Bareland,NULL,Non_Wetland,Cropland,Water,Cropland
6711,Water,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
6712,Water,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
6713,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
6714,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
6715,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
6716,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
6717,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Bareland
6718,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
6719,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
6720,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
6721,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
6722,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
6723,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
6724,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
6725,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
6726,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
6727,Water,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Water
6728,Water,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
6729,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
6730,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
6731,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
6732,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6733,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
6734,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6735,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
6736,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
6737,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
6738,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6739,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6740,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6741,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6742,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
6743,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
6744,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
6745,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
6746,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
6747,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
6748,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
6749,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
6750,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
6751,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
6752,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
6753,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Water
6754,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
6755,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Grassland
6756,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
6757,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
6758,Water,Water,Bareland,Water,Non_Wetland,NULL,Forest,Water
6759,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
6760,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
6761,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
6762,Water,Water,Bareland,Water,Non_Wetland,Built-up,Wetland,Water
6763,Water,Water,Bareland,Water,Non_Wetland,Built-up,Water,Forest
6764,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
6765,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
6766,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
6767,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
6768,Water,Water,Bareland,Water,Non_Wetland,Forest,Forest,Water
6769,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6770,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6771,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
6772,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6773,Water,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Water
6774,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Water
6775,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
6776,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
6777,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
6778,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
6779,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
6780,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
6781,Water,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
6782,Water,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
6783,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
6784,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6785,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6786,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
6787,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
6788,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
6789,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6790,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
6791,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6792,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
6793,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
6794,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
6795,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
6796,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Forest
6797,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Water
6798,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
6799,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
6800,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
6801,Water,Water,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
6802,Water,Water,Built-up,NULL,Non_Wetland,Forest,Water,Water
6803,Water,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
6804,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
6805,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
6806,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
6807,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
6808,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Forest
6809,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Built-up
6810,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Water
6811,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Forest
6812,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
6813,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Bareland
6814,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Built-up
6815,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
6816,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
